"lang"
{ 
	"Language" "vietnamese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"ƯU ĐÃI!"
	"DOTACavernCrawl_ShortTitle"								"Cavern"
	"DOTACavernCrawl_Section_Carry"								"Carry"
	"DOTACavernCrawl_Section_Support"							"Hỗ trợ"
	"DOTACavernCrawl_Section_Utility"							"Đa dụng"
	"DOTACavernCrawl_ZoomRegion"								"Nhấp lên một vùng để phóng to"
	"DOTACavernCrawl_ViewFullMap"								"Xem toàn bản đồ"
	"DOTA_BattlePassLog_CavernCrawlSmallTreasure"				"Phần thưởng Cavern Crawl"
	"DOTA_BattlePassLog_CavernCrawlLargeTreasure"				"Phần thưởng Cavern Crawl"
	"DOTA_BattlePassLog_CavernCrawlSmallTreasure_TI2019"		"Phần thưởng thám hiểm rừng già"
	"DOTA_BattlePassLog_CavernCrawlLargeTreasure_TI2019"		"Phần thưởng thám hiểm rừng già"
	"DOTACavernCrawl_InventoryTitle"							"Túi đồ"
	"DOTACavernCrawl_LegendTitle"								"Chú thích"
	"DOTACavernCrawl_FragmentTip"								"Tìm 3 mảnh vỡ để mở khóa kiểu dáng cho phần thưởng này"
	"DOTACavernCrawl_LegendCaveIn_Title"						"Hang sập"
	"DOTACavernCrawl_LegendLockedDoor_Title"					"Cửa khóa"
	"DOTACavernCrawl_LegendKey_Title"							"Chìa khóa"
	"DOTACavernCrawl_LegendTreasure_Title"						"Điểm Battle"
	"DOTACavernCrawl_LegendFlare_Title"							"Rocket Flare"
	"DOTACavernCrawl_LegendStyle_Title"							"Mở khóa kiểu dáng"
	"DOTACavernCrawl_LegendUltraRare_Title"						"Phần thưởng siêu hiếm"
	"DOTACavernCrawl_LegendWand_Title"							"Gậy Netherswap"
	"DOTACavernCrawl_LegendCaveIn_Desc"							"Hang sập, không thể đi qua, không thể dọn."
	"DOTACavernCrawl_LegendLockedDoor_Desc"						"Cửa khóa không cho phép đi qua nhưng có thể được mở bằng chìa khóa."
	"DOTACavernCrawl_LegendKey_Desc"							"Chìa khóa được dùng để mở cửa khóa."
	"DOTACavernCrawl_LegendTreasure_Desc"						"Thưởng 350 điểm Battle, và thi thoảng là 2000."
	"DOTACavernCrawl_LegendFlare_Desc"							"Dùng Rocket Flare để thăm dò những phòng chưa khám phá."
	"DOTACavernCrawl_LegendWand_Desc"							"Gậy Netherswap sẽ đổi ngẫu nhiên một tướng được chọn."
	"DOTACavernCrawl_LegendStyle_Desc"							"Mở khóa một kiểu dáng cho bộ trang bị được thưởng."
	"DOTACavernCrawl_LegendUltraRare_Desc"						"Nhận <font color='#88FCBD'>Baby Roshan Cẩm thạch</font> cực hiếm!"
	"DOTACavernCrawl_Title"										"Cavern Crawl"
	"DOTACavernCrawl_Title_Short"								"Cavern"
	"DOTACavernCrawl_Description"								"Thắng trận bằng những vị tướng đã xuất hiện để khám phá và tìm kiếm các phần thưởng hiếm có trong một hệ thống hang động được tạo ngẫu nhiên. Các phòng thưởng sau khi được khám phá sẽ làm lộ diện những vị tướng để mở phòng tiếp theo. Nếu đi đủ sâu vào trong hang động, bạn sẽ được thưởng đến ba bộ trang bị độc quyền. Các phòng thưởng cũng bao gồm cả các vật phẩm mở khóa kiểu dáng cho những bộ này, điểm Battle thưởng thêm, cũng như các vật phẩm hữu ích khác cho hành trình khám phá của bạn."
	"DOTACavernCrawl_ClaimInstructions"							"Nhấp vào phần thưởng để nhận"

	"DOTACavernCrawl_Tooltip_LockedDoor"						"Cửa khóa - Dùng chìa khóa để mở"
	"DOTACavernCrawl_Tooltip_CaveIn"							"Hang sập - Không đi được"
	"DOTACavernCrawl_Tooltip_Hero"								"Thắng bằng {g:dota_hero_name:hero_id}"

	"DOTACavernCrawl_ProgressTitle"								"Hoàn thành {g:dota_cavern_name:cavern_event_id}"
	"DOTACavernCrawl_ProgressDescriptionTitle"					"Tiến độ {g:dota_cavern_name:cavern_event_id}"
	"DOTACavernCrawl_Progress_ChallengeComplete"				"Thử thách hoàn thành: {s:update_description}"
	"DOTACavernCrawl_Progress_ChallengeAvailable"				"Thử thách mới: {s:update_description}"
	"DOTACavernCrawl_Progress_ClaimingReward"					"Phần thưởng đã nhận: {s:update_description}"
	"DOTACavernCrawl_Progress_ClaimingItem"						"Nhận được vật phẩm {g:dota_cavern_name_short:cavern_event_id}: {s:update_description}"
 	"DOTACavernCrawl_Progress_ChallengeRetired"					"Thử thách không cần thiết: {s:update_description}"

	"DOTACavernCrawl_RewardName_Key"							"Chìa khóa"
	"DOTACavernCrawl_RewardName_RocketFlare"					"Rocket Flare"
	"DOTACavernCrawl_RewardName_NetherswapWand"				"Gậy Netherswap"
	"DOTACavernCrawl_RewardName_SmallTreasure"				"350 điểm Battle"
	"DOTACavernCrawl_RewardName_LargeTreasure"				"2000 điểm Battle"
	"DOTACavernCrawl_RewardName_CarryStyleUnlock"				"Mở khóa kiểu dáng cho bộ Desolate Conquest"
	"DOTACavernCrawl_RewardName_SupportStyleUnlock"			"Mở khóa kiểu dáng cho bộ Vigil of the Penitent Scholar"
	"DOTACavernCrawl_RewardName_UtilityStyleUnlock"			"Mở khóa kiểu dáng cho bộ Violent Precipitate"
	"DOTACavernCrawl_RewardName_CarryFinalTreasure"			"Bộ Desolate Conquest"
	"DOTACavernCrawl_RewardName_SupportFinalTreasure"			"Bộ Vigil of the Penitent Scholar"
	"DOTACavernCrawl_RewardName_UtilityFinalTreasure"			"Bộ Violent Precipitate"
	"DOTACavernCrawl_RewardName_JadeBabyRoshan"					"Baby Roshan Cẩm thạch"
	"DOTACavernCrawl_ChallengeName_LockedDoor"			"Vực thẳm"
	"DOTACavernCrawl_ChallengeName_CaveIn"			"Thiên thạch Nemestice"

	"DOTA_CavernCrawl_RewardsClaimedTitle"			"Đã nhận thưởng"
 	"DOTA_CavernCrawl_RewardsClaimed0"			"{d:claimed_rewards_0} / <span class=\"RewardsTotal\">{d:total_rewards_0}</span>"
	"DOTA_CavernCrawl_RewardsClaimed1"			"{d:claimed_rewards_1} / <span class=\"RewardsTotal\">{d:total_rewards_1}</span>"

	"DOTACavernCrawl_InventoryInstructions"			"Nhấp lên một vật phẩm để chọn nó, rồi nhấp lên một phòng hoặc đường để sử dụng vật phẩm đó."

	"DOTACavernCrawl_PregameTitle"			"{g:dota_cavern_name_short:cavern_event_id} hiện có"
 	"DOTACavernCrawl_PregameDesc"			"Thắng bằng những vị tướng có biểu tượng {g:dota_cavern_name_short:cavern_event_id} để nhận thưởng."

 	"DOTACavernCrawl_FailedToLoad"			"Không thể nạp dữ liệu {g:dota_cavern_name_short:cavern_event_id}. Hãy thử lại sau."

 	"DOTACavernCrawl_ShowMap"				"Hiện"

	"DOTACavernCrawl_Start"				"Bắt đầu"

	"DOTACavernCrawl_IntroTitle"			"Chào mừng đến với {g:dota_cavern_name_short:cavern_event_id}"
	"DOTACavernCrawl_IntroDesc"			"Một trò chơi nhỏ dành cho {g:dota_event_name:cavern_event_id}"
 	"DOTACavernCrawl_DescLine1"			"Thắng trận bằng những vị tướng được đánh dấu với biểu tượng {g:dota_cavern_name:cavern_event_id} để nhận thưởng."
 	"DOTACavernCrawl_DescLine2"			"Nhấp vào 'Xem bản đồ' để xem trạng thái {g:dota_cavern_name:cavern_event_id} hiện tại của bạn."
 	"DOTACavernCrawl_DescLine3"			"Dùng nút này để lọc ra những vị tướng không xuất hiện trong {g:dota_cavern_name:cavern_event_id}."

	"DOTA_HeroSelectorCategory_Cavern"		"{g:dota_cavern_name_short:cavern_event_id}"
	"DOTA_BattlePassLog_CavernCrawlTreasure"		"{g:dota_cavern_name:event_id} phần thưởng"

	"DOTACavernCrawl_Title_TI2019"									"Thám hiểm rừng già"
	"DOTACavernCrawl_Title_Short_TI2019"							"Thám hiểm"
	"DOTACavernCrawl_Title_Remainder_TI2019"						"rừng già"
	"DOTACavernCrawl_Rewards_Title_TI2019"						    "Kho báu điểm đã mở:"
	"DOTACavernCrawl_PreGame_Map_TI2019"						    "Xem bản đồ"

	"DOTA_SeasonPass_SecondaryTabHeader_EventGame_TI2019"			"Mo'rokai"
	"DOTA_SeasonPass_SecondaryTabHeader_EventGame_TI2020"			"Sự kiện mùa hè"
	"DOTA_SeasonPass_SecondaryTabHeader_EventGameActual_TI2020"		"Mê cung Aghanim"
	"DOTA_Winter2021_GameModeName"									"Tai vạ Continuum"
	"DOTA_SeasonPass_SecondaryTabHeader_CavernCrawl_TI2019"			"Thám hiểm"
	"DOTA_SeasonPass_Toast_Rewards_Unlocked"						"Đã mở khóa phần thưởng"
	"DOTA_SeasonPass_Toast_Reward_Level"							"Cấp {i:level}"
	"DOTA_SeasonPass_Toast_Emoticon_Unlocked"						"Đã mở khóa biểu cảm"
	"DOTACavernCrawl_LegendCaveIn_Title_TI2019"						"Hố gai"
	"DOTACavernCrawl_LegendLockedDoor_Title_TI2019"					"Cây"
	"DOTACavernCrawl_LegendCustomChallenge_Title"					"Thử thách huyền bí"
	"DOTACavernCrawl_LegendCustomChallenge_Desc"					"Di chuột lên các thử thách để xem cách hoàn thành chúng."
	"DOTACavernCrawl_LegendTreasureMap_Title"						"Bản đồ kho báu"
	"DOTACavernCrawl_LegendTreasureMap_Title_TI2020"				"Tổ vật thần bí"
	"DOTACavernCrawl_LegendCullingBlade_Title"						"Culling Blade"
	"DOTACavernCrawl_LegendKey_Title_TI2019"						"Tango"
	"DOTACavernCrawl_LegendStyle_Title_TI2019"						"Mảnh vật phẩm mở khóa kiểu dáng"
	"DOTACavernCrawl_LegendTreasureMap_Desc"						"Tiết lộ vị trí một phần thưởng giá trị."
	"DOTACavernCrawl_LegendCullingBlade_Desc"						"Đánh bại một vị tướng bị thương (do thắng 1 trận trong Turbo)."
	"DOTACavernCrawl_LegendCaveIn_Desc_TI2019"						"Các hố chông chặn đường không thể bị phá dỡ."
	"DOTACavernCrawl_LegendLockedDoor_Desc_TI2019"					"Cây chặn đường, nhưng có thể dùng Tango để chặt."
	"DOTACavernCrawl_LegendKey_Desc_TI2019"							"Tango được dùng để chặt cây đang chặn đường bạn."
	"DOTACavernCrawl_LegendSmallTreasure_Title"						"Kho báu điểm nhỏ"
 	"DOTACavernCrawl_LegendSmallTreasure_Desc_TI2019"				"Mở lấy 300 điểm Battle và 150 pha lê Dota Plus."
	"DOTACavernCrawl_LegendLargeTreasure_Title"						"Kho báu điểm lớn"
 	"DOTACavernCrawl_LegendLargeTreasure_Desc_TI2019"				"Mở lấy 2000 điểm Battle và 1000 pha lê Dota Plus."
	"DOTACavernCrawl_LegendStyle_Desc_TI2019"						"Tìm 3 mảnh để mở kiểu dáng cho bộ trang bị thưởng."
	"DOTACavernCrawl_LegendUltraRare_Desc_TI2019"					"Nhận <font color='#88FCBD'>Baby Roshan Cẩm thạch</font> siêu hiếm!"
	"DOTACavernCrawl_Description_TI2019"							"Thám hiểm di tích ẩn giấu trong những cánh rừng già để khai quật những bí mật thất lạc bên trong. Những vị tướng chặn đường đến phần thưởng của bạn sẽ bị đánh bại khi bạn chọn họ để chơi và thắng một trận đấu Dota thường, mở lối cho bạn đến với những hòm kho báu chứa điểm Battle, pha lê Dota Plus, và các bộ vật phẩm độc quyền."
	"DOTACavernCrawl_Description_Turbo"								"<b>Chú ý:</b> Bạn sẽ phải thắng hai trận nếu chế độ chơi là Turbo. Lần thắng đầu sẽ làm tướng bị thương, và lần thắng thứ hai mới đánh bại hoàn toàn vị tướng đó. Bạn có thể dùng vật phẩm tiêu thụ <b><i>Culling Blade</i></b> để đánh bại các vị tướng bị thương."
	"DOTACavernCrawl_Tutorial_ButtonLabel"							"Cách chơi..."
	"DOTACavernCrawl_Reward_Label_TI2019"						    "Phần thưởng siêu hiếm"
	"DOTACavernCrawl_Reward_Title_TI2019"						    "Hãy thử độ may mắn của mình để tìm ra một trong 200 con thú vận chuyển siêu hiếm"
	"DOTACavernCrawl_Reward_Desc_TI2019"						    "Các chú Roshan bé nhỏ đã lẩn trốn sâu trong rừng già, hãy khai phá rừng để xem bạn có phải là người may mắn không nhé."
	"DOTACavernCrawl_Tutorial_Title"								"Cách hoạt động"
	"DOTACavernCrawl_Tutorial_Step1_Title"							"Đánh bại tướng, giành phần thưởng"
	"DOTACavernCrawl_Tutorial_Step1_Desc"							"Thắng trận đấu Dota bằng những vị tướng có mặt trên bản đồ để mở đường, nhận thưởng và tiếp tục hành trình của mình."
	"DOTACavernCrawl_Tutorial_Step2_Title"							"Tìm công cụ, mở đường"
	"DOTACavernCrawl_Tutorial_Step2_Desc"							"Ẩn náu trong địa phận này là nhiều vật phẩm hữu dụng. Dùng chúng để mở lối mà đi."
	"DOTACavernCrawl_Tutorial_Step3_Title"							"Mở khóa các bộ vật phẩm độc quyền"
	"DOTACavernCrawl_Tutorial_Step3_Desc"							"Thu thập các mảnh mở kiểu dáng được ẩn giấu trong các vùng của bản đồ {g:dota_cavern_name:cavern_event_id}, nhằm mở khóa kiểu dáng khác cho bộ vật phẩm thưởng của vùng đó."
	"DOTACavernCrawl_Rewards_BabyRoshan_TI2019"						"<font color=\"#88FCBD\"><b>Baby Roshan Cẩm thạch</b></font><br>Vật phẩm hiếm được thưởng khi tham gia <b><i>Thám hiểm rừng già</i></b>."
	"DOTACavernCrawl_Rewards_CavernPoints_TI2019"					"Có tổng cộng <font color=\"#88FCBD\"><b>51 ô thưởng 300 điểm</b></font> và <font color=\"#88FCBD\"><b>9 ô thưởng 2,000 điểm</b></font> cho bạn khám phá trong sự kiện <b><i>Thám hiểm rừng già</i></b>."
	"DOTACavernCrawl_Tooltip_LockedDoor_TI2019"						"Cây - Dùng Tango để chặt"
	"DOTACavernCrawl_Tooltip_CaveIn_TI2019"							"Hố chông - Không thể vượt qua"
	"DOTACavernCrawl_RewardName_Key_TI2019"							"Tango"
	"DOTACavernCrawl_RewardName_SmallTreasure_TI2019"				"300 điểm Battle và 150 pha lê Dota Plus"
	"DOTACavernCrawl_RewardName_LargeTreasure_TI2019"				"2000 điểm Battle và 1000 pha lê Dota Plus"
	"DOTACavernCrawl_RewardName_SmallTreasure_TI2019_Part1"			"300 điểm Battle +"
	"DOTACavernCrawl_RewardName_SmallTreasure_TI2019_Part2"			"150 pha lê Dota Plus"
	"DOTACavernCrawl_RewardName_LargeTreasure_TI2019_Part1"			"2000 điểm Battle +"
	"DOTACavernCrawl_RewardName_LargeTreasure_TI2019_Part2"			"1000 pha lê Dota Plus"
	"DOTACavernCrawl_RewardName_CarryStyleUnlock_TI2019"			"Mảnh kiểu dáng Kin of the Sangstrath Fold"
	"DOTACavernCrawl_RewardName_SupportStyleUnlock_TI2019"			"Mảnh kiểu dáng Delights of Petaluna"
	"DOTACavernCrawl_RewardName_UtilityStyleUnlock_TI2019"			"Mảnh kiểu dáng Relics of the Lost Vigil"
	"DOTACavernCrawl_RewardName_CarryFinalTreasure_TI2019"			"Bộ Kin of the Sangstrath Fold"
	"DOTACavernCrawl_RewardName_SupportFinalTreasure_TI2019"		"Bộ Delights of Petaluna"
	"DOTACavernCrawl_RewardName_UtilityFinalTreasure_TI2019"		"Bộ Relics of the Lost Vigil"
	"DOTACavernCrawl_RewardName_JadeBabyRoshan_TI2019"				"Baby Roshan Cẩm thạch"
	"DOTACavernCrawl_RewardName_CarryTreasureMap"					"Tổ vật thần bí (Carry)"
	"DOTACavernCrawl_RewardName_SupportTreasureMap"					"Tổ vật thần bí (Hỗ trợ)"
	"DOTACavernCrawl_RewardName_UtilityTreasureMap"					"Tổ vật thần bí (Đa dụng)"
	"DOTACavernCrawl_Tooltip_CarryTreasureMap"						"Hé lộ một kho báu có giá trị cao cho tướng carry"
	"DOTACavernCrawl_Tooltip_SupportTreasureMap"					"Hé lộ một kho báu có giá trị cao cho tướng hỗ trợ"
	"DOTACavernCrawl_Tooltip_UtilityTreasureMap"					"Hé lộ một kho báu có giá trị cao cho tướng đa dụng"
	"DOTACavernCrawl_CustomChallenge_carry_wings"					"Thắng bằng tướng carry có cánh"
	"DOTACavernCrawl_CustomChallenge_carry_horns"					"Thắng bằng tướng carry có sừng"
	"DOTACavernCrawl_CustomChallenge_carry_no_feet"					"Thắng bằng tướng carry không chân"
	"DOTACavernCrawl_CustomChallenge_carry_steed"					"Thắng bằng tướng carry có thú cưỡi"
	"DOTACavernCrawl_CustomChallenge_carry_no_nose"					"Thắng bằng tướng carry không mũi"
	"DOTACavernCrawl_CustomChallenge_carry_fuzzy"					"Thắng bằng tướng carry lông lá"
	"DOTACavernCrawl_CustomChallenge_carry_bearded"					"Thắng bằng tướng carry đầy râu ria"
	"DOTACavernCrawl_CustomChallenge_carry_female"					"Thắng bằng nữ tướng carry"
	"DOTACavernCrawl_CustomChallenge_carry_bad_teeth"				"Thắng bằng tướng carry có hàm răng xấu"
	"DOTACavernCrawl_CustomChallenge_carry_cape"					"Thắng bằng tướng carry mặc áo choàng"
	"DOTACavernCrawl_CustomChallenge_carry_nice_pecs"				"Thắng bằng tướng carry có cơ ngực đẹp"
	"DOTACavernCrawl_CustomChallenge_carry_pot_belly"				"Thắng bằng tướng carry bụng phệ"
	"DOTACavernCrawl_CustomChallenge_carry_parent"					"Thắng bằng một tướng carry có con cháu"
	"DOTACavernCrawl_CustomChallenge_carry_arachnophobia"			"Thắng bằng một tướng carry sợ nhện"
	"DOTACavernCrawl_CustomChallenge_carry_aghs"					"Thắng bằng tướng carry kẹt trong hầm Continuum"
 	"DOTACavernCrawl_CustomChallenge_support_wings"					"Thắng bằng tướng hỗ trợ có cánh"
	"DOTACavernCrawl_CustomChallenge_support_horns"					"Thắng bằng tướng hỗ trợ có sừng"
	"DOTACavernCrawl_CustomChallenge_support_no_feet"				"Thắng bằng tướng hỗ trợ không chân"
	"DOTACavernCrawl_CustomChallenge_support_steed"					"Thắng bằng tướng hỗ trợ có thú cưỡi"
	"DOTACavernCrawl_CustomChallenge_support_no_nose"				"Thắng bằng tướng hỗ trợ không mũi"
	"DOTACavernCrawl_CustomChallenge_support_fuzzy"					"Thắng bằng tướng hỗ trợ lông lá"
	"DOTACavernCrawl_CustomChallenge_support_bearded"				"Thắng bằng tướng hỗ trợ đầy râu ria"
	"DOTACavernCrawl_CustomChallenge_support_female"				"Thắng bằng nữ tướng hỗ trợ"
	"DOTACavernCrawl_CustomChallenge_support_bad_teeth"				"Thắng bằng tướng hỗ trợ có hàm răng xấu"
	"DOTACavernCrawl_CustomChallenge_support_cape"					"Thắng bằng tướng hỗ trợ mặc áo choàng"
	"DOTACavernCrawl_CustomChallenge_support_nice_pecs"				"Thắng bằng tướng hỗ trợ có cơ ngực đẹp"
	"DOTACavernCrawl_CustomChallenge_support_pot_belly"				"Thắng bằng tướng hỗ trợ bụng phệ"
	"DOTACavernCrawl_CustomChallenge_support_parent"				"Thắng bằng một tướng hỗ trợ có con cháu"
	"DOTACavernCrawl_CustomChallenge_support_arachnophobia"			"Thắng bằng một tướng hỗ trợ sợ nhện"
	"DOTACavernCrawl_CustomChallenge_support_aghs"					"Thắng bằng tướng hỗ trợ kẹt trong hầm Continuum"
 	"DOTACavernCrawl_CustomChallenge_utility_wings"					"Thắng bằng tướng đa dụng có cánh"
	"DOTACavernCrawl_CustomChallenge_utility_horns"					"Thắng bằng tướng đa dụng có sừng"
	"DOTACavernCrawl_CustomChallenge_utility_no_feet"				"Thắng bằng tướng đa dụng không chân"
	"DOTACavernCrawl_CustomChallenge_utility_steed"					"Thắng bằng tướng đa dụng có thú cưỡi"
	"DOTACavernCrawl_CustomChallenge_utility_no_nose"				"Thắng bằng tướng đa dụng không mũi"
	"DOTACavernCrawl_CustomChallenge_utility_fuzzy"					"Thắng bằng tướng đa dụng lông lá"
	"DOTACavernCrawl_CustomChallenge_utility_bearded"				"Thắng bằng tướng đa dụng đầy râu ria"
	"DOTACavernCrawl_CustomChallenge_utility_female"				"Thắng bằng nữ tướng đa dụng"
	"DOTACavernCrawl_CustomChallenge_utility_bad_teeth"				"Thắng bằng tướng đa dụng có hàm răng xấu"
	"DOTACavernCrawl_CustomChallenge_utility_cape"					"Thắng bằng tướng đa dụng mặc áo choàng"
	"DOTACavernCrawl_CustomChallenge_utility_nice_pecs"				"Thắng bằng tướng đa dụng có cơ ngực đẹp"
	"DOTACavernCrawl_CustomChallenge_utility_pot_belly"				"Thắng bằng tướng đa dụng bụng phệ"
	"DOTACavernCrawl_CustomChallenge_utility_parent"				"Thắng bằng tướng đa dụng có con cháu"
	"DOTACavernCrawl_CustomChallenge_utility_arachnophobia"			"Thắng bằng tướng đa dụng sợ nhện"
	"DOTACavernCrawl_CustomChallenge_utility_aghs"					"Thắng bằng tướng đa dụng kẹt trong hầm Continuum"
	"DOTA_Reward_Cavern_Culling_Blade_TI2019:p{quantity}"			"{d:quantity}x Culling Blade cho Thám hiểm rừng già"
	"DOTA_Reward_Cavern_Culling_Blade_TI2020:p{quantity}"			"{d:quantity}x Culling Blade cho Cavern Crawl"
	"DOTA_Reward_Cavern_Flare:p{quantity}"							"{d:quantity}x Rocket Flare cho Cavern Crawl"
