"lang"
{ 
	"Language" "hungarian" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"AKCIÓ!"
	"DOTA_TI10_UnderDraft_ExchangeTickets"							"Jutalmak felvétele"
	"DOTA_TI10_UnderDraft_Sell"										"Bevált "
	"DOTA_TI10_UnderDraft_Gold"										"Arany"
	"DOTA_TI10_UnderDraft_Title"									"Az Oldalsó bolt"
	"DOTA_TI10_UnderDraft_Combine"									"Kombinálj és uralkodj"
	"DOTA_TI10_UnderDraft_Stars1"									"<span class=\"TierOne\">★</span>"
	"DOTA_TI10_UnderDraft_Stars2"									"<span class=\"TierTwo\">★★</span>"
	"DOTA_TI10_UnderDraft_Stars3"									"<span class=\"TierThree\">★★★</span>"
	"DOTA_TI10_UnderDraft_Description"								"Sithil és Quirt segítőket bérelnek fel a mitikus <font color='#ffffff'>Istenlét Emblémája</font> megtalálásához. Bérelj fel hősöket a Csatabelépő-jutalmakból és újrahasznosítással szerzett arany használatával. Fejleszd a hősöket három ugyanolyan összegyűjtésével, pont, mint az Underlordsban. Majd add el hősszerződéseidet különleges ékkövekért, amiket értékes tárgyakra, például <font color='#E3AD39'>Halhatatlan Kincsekre</font> és <font color='#ACE45C'>Titokzatos</font> tárgyakra válthatsz be."
	"DOTA_TI10_UnderDraft_HowItWorks"								"Lássuk a részleteket"
	"DOTA_TI10_UnderDraft_SuperRewardAvailable"						"Különleges jutalom érhető el"
	"DOTA_TI10_UnderDraft_Recruit"									"Hőstoborzás"
	"DOTA_TI10_UnderDraft_Crew"										"A bandád"
	"DOTA_TI10_UnderDraft_Reroll"									"Hősök újrapörgetése"
	"DOTA_TI10_UnderDraft_Reroll_Cost"								"2"
	"DOTA_TI10_Underdraft_Rewards_Title"							"Jutalombolt"
	"DOTA_TI10_Underdraft_Rewards_Cost"								"{d:reward_cost}"
	"DOTA_TI10_Underdraft_BonusTreasure_Title"						"Bónusz kincs"
	"DOTA_TI10_Underdraft_BonusTreasure_Progress:p{tickets_until_reward}"	"MÉG {d:tickets_until_reward} ÉKKŐ KÖLTENDŐ A FELOLDÁSÁHOZ#|#MÉG {d:tickets_until_reward} ÉKKŐ KÖLTENDŐ A FELOLDÁSÁHOZ"
	"DOTA_TI10_Underdraft_Rewards_Desc"								"Miért vacakolnál az egész hős-középvezető dologgal, ha nem arathatod le valaki más kemény munkájának gyümölcsét? Vedd számba ékköveidet és hasznosítsd őket ebben a különleges oldalsó-oldalsó boltban. Mint láthatod, szó szerint halmokban állnak a fantasztikus jutalmak."
	"DOTA_TI10_Underdraft_Rewards_Desc_Plus"						"Az előfizetők további <font color='#ffffff'>1 szilánkot</font> is kapnak minden elköltött piros ékkő, és <font color='#ffffff'>1000 szilánkot</font> minden elköltött kék ékkő után."
	"DOTA_TI10_Underdraft_BonusTreasure_Unclaimed"					"Kattints bónusz kincsed felvételéhez!"
	"DOTA_TI10_Underdraft_Tier1"									"1. szint"
	"DOTA_TI10_Underdraft_Tier2"									"2. szint"
	"DOTA_TI10_Underdraft_Tier3"									"3. szint"
	"DOTA_TI10_Underdraft_Tier4"									"4. szint"
	"DOTA_TI10_Underdraft_Tier5"									"5. szint"
	"DOTA_TI10_Underdraft_ChanceToRoll"								"Pörgetési esély"
	"DOTA_TI10_Underdraft_DetailsReroll"							"Mindegyik pörgetés e hősökkel tölti fel boltod"
	"DOTA_TI10_Underdraft_DescriptionReroll"						"Valahányszor újrapörgetsz, mindegyik bolti hely frissül egy véletlenszerű hőssel. Az egyes helyeken ilyen esélyekkel kaphatók az adott szintű hősök."
	"DOTA_TI10_Underdraft_DetailsRewards"							"Add el hősödet, hogy az alább látható ékköveket kapd. Ezek az ékkövek nagy jutalmakra válthatók!"
	"DOTA_TI10_Underdraft_DescriptionRewards"						"Bármikor bármelyik hőst elbocsáthatod bandádból, és ékköveket kapsz. A kapott ékkövek a hős szintjétől és csillagaitól függnek. Ékkőjövedelmed maximalizálásához bocsáss el háromcsillagos hősöket. Magas szintű háromcsillagos hősök kék ékkövekre válthatók, amik még jobb jutalmakra cserélhetők."
	"DOTA_TI10_UnderDraft_Quirt_Header"								"Quirt jutalmai"
	"DOTA_TI10_UnderDraft_Sithil_Header"							"Sithil jutalmai"
	"DOTA_TI10_UnderDraft_HowToPlay"								"Játékszabályok"
	"DOTA_SeasonPass_UnderDraft_Desc1"								"Gyűjts aranyat"
	"DOTA_SeasonPass_UnderDraft_Desc2"								"Szerezz be hősöket"
	"DOTA_SeasonPass_UnderDraft_Desc3"								"Gyűjts értékes ékköveket"
	"DOTA_SeasonPass_UnderDraft_Desc4"								"Végy fel jutalmakat"
	"DOTA_Compendium_UnderDraft_HowTo1"								"Gyűjts aranyat Csatabelébő-jutalmaidból, céhjutalmaidból vagy újrahasznosításból."
	"DOTA_Compendium_UnderDraft_HowTo2"								"Adj hősöket felállásodhoz. Mint az Underlordsban, három ugyanabból a hősből kétcsillagos változatot, három kétcsillagos pedig értékes háromcsillagost hoz létre."
	"DOTA_Compendium_UnderDraft_HowTo3"								"Add el hőseidet ékkövekért. A drágább és magasabb szintű hősök jobb jutalmat adnak."
	"DOTA_Compendium_UnderDraft_HowTo4"								"Az ékkövek beválthatók egy sor olyan különleges jutalomra, mint a Halhatatlan Kincsek és Titokzatos tárgyak."
	"DOTA_TI10_Underdraft_DetailsEmblem"							"Pörgess újra az Embléma megtalálásához!"
	"DOTA_TI10_Underdraft_DescriptionEmblem"						"Valahányszor <b>újrapörgeted hőseidet</b>, kozmikusan ritka esélyed lesz egy korlátozott időtartamú, értékesíthető Istenlét Emblémáját találni."
	"DOTA_Underdraft_Consumables"									"Elhasználható Csomag"
	"DOTA_Underdraft_Gauntlet_Ticket"								"Próbatétel jegy"
	"DOTA_Underdraft_Sets_And_Treasures"							"Szettek / Kincsek"
	"DOTA_Underdraft_Couriers_And_Announcers"						"Futárok / Bemondók"
	"DOTA_Underdraft_Immortals"										"TI10 Halhatatlan kincs"
	"DOTA_Underdraft_Trust"											"A Jótevő Bizalma"
	"DOTA_Underdraft_Arcana"										"Véletlenszerű Titokzatos"
	"DOTA_TI10_UnderDraft_RollBackBench"							"Kispad visszaállítása"
	"DOTA_TI10_Underdraft_ErrorTitle0"								"Hiba az adatlekérés megkísérlésekor"
	"DOTA_TI10_Underdraft_ErrorTitle1"								"Hiba az újrapörgetés megkísérlésekor"
	"DOTA_TI10_Underdraft_ErrorTitle2"								"Hiba az egységvásárlás megkísérlésekor"
	"DOTA_TI10_Underdraft_ErrorTitle3"								"Hiba az egységeladás megkísérlésekor"
	"DOTA_TI10_Underdraft_ErrorTitle4"								"Hiba a jutalomfelvétel megkísérlésekor"
	"DOTA_TI10_Underdraft_ErrorTitle5"								"Hiba a kispad visszaállításának megkísérlésekor"
	
	"DOTA_TI10_Underdraft_RedeemReward_PopupTitle"					"Jutalom felvétele"
	"DOTA_TI10_Underdraft_RedeemReward_PopupDescription:p{cost}"	"Fel akarod venni a(z) {s:reward_name} jutalmat {d:cost} piros ékkőért cserébe?#|#Fel akarod venni a(z) {s:reward_name} jutalmat {d:cost} piros ékkőért cserébe?"
	"DOTA_TI10_Underdraft_RedeemReward_PopupDescription2:p{cost}"	"Fel akarod venni a(z) {s:reward_name} jutalmat {d:cost} kék ékkőért cserébe?#|#Fel akarod venni a(z) {s:reward_name} jutalmat {d:cost} kék ékkőért cserébe?"

	"DOTA_TI10_Underdraft_ErrorDescription0"						"Ismeretlen hiba történt. Próbáld újra néhány perc múlva."
	"DOTA_TI10_Underdraft_ErrorDescription1"						"Művelet sikeresen végrehajtva."
	"DOTA_TI10_Underdraft_ErrorDescription2"						"Nincs elég arany. Szerezz több aranyat Halhatatlanok újrahasznosításával, szintjutalmakkal és céhkihívások teljesítésével."
	"DOTA_TI10_Underdraft_ErrorDescription3"						"Érvénytelen egységet próbálsz vásárolni."
	"DOTA_TI10_Underdraft_ErrorDescription4"						"Nincs helyed a kispadon."
	"DOTA_TI10_Underdraft_ErrorDescription5"						"Nincs elég fizetőeszközöd e jutalom felvételéhez."
	"DOTA_TI10_Underdraft_ErrorDescription6"						"Nem hajthatod végre ezt a műveletet, hacsak nincs Csatabelépőd."
	"DOTA_TI10_Underdraft_ErrorDescription7"						"Érvénytelen jutalom."
	"DOTA_TI10_Underdraft_ErrorDescription8"						"Addig nem pörgethetsz újra, míg fel nem vetted a nagy jutalmat!"
	"DOTA_TI10_Underdraft_ErrorDescription9"						"Jelenleg nem kapcsolódsz a játékirányítóhoz."
	"DOTA_TI10_Underdraft_ErrorDescription10"						"A szervereink elfoglaltak. Próbáld újra néhány perc múlva."
	"DOTA_TI10_Underdraft_ErrorDescription11"						"Fiókodat nem lehetett visszaállítani korábbi kispad állapotára. Kérjük, lépj kapcsolatba a Steam Támogatással segítségért."


	"DOTA_TI10_Underdraft_RollBack_Title"							"Kispadod visszaállítása"
	"DOTA_TI10_Underdraft_RollBack_Text"							"E gomb megnyomásával lecserélheted a hősöket jelenlegi kispadodon azokra, melyekkel az Oldalsó bolt bezárásának idején rendelkeztél. Ezt csak egyszer teheted meg. Folytatni akarod?"
	"DOTA_TI10_Underdraft_RollBack_Tooltip"							"Megnyomhatod a visszaállítás gombot, hogy lecseréld a hősöket jelenlegi kispadodon azokra, melyekkel az Oldalsó bolt bezárásának idején rendelkeztél. Ez a művelet csak egyszer hajtható végre, és akkor hasznos, ha haladásod volt egy vagy több hős felé a frissítés előtt, és azóta eladtad őket. Ha újrapörgetsz, hőst veszel vagy adsz el, ez a lehetőség véglegesen le lesz tiltva."
	"DOTA_TI10_Underdraft_RollBack_Warning"							"Figyelem"

	"DOTA_TI10_Underdraft_RollBack_Question"						"E művelet végrehajtás le fogja TILTANI kispadod visszaállításának lehetőségét. Kispadod visszaállításáról a „Kispad visszaállítása” gombra mutatva olvashatsz többet. Biztosan folytatni akarod?"
	"DOTA_TI10_Underdraft_Chance_Tier1"								"{s:chances_tier1}% esély"
	"DOTA_TI10_Underdraft_Chance_Tier2"								"{s:chances_tier2}% esély"
	"DOTA_TI10_Underdraft_Chance_Tier3"								"{s:chances_tier3}% esély"
	"DOTA_TI10_Underdraft_Chance_Tier4"								"{s:chances_tier4}% esély"
	"DOTA_TI10_Underdraft_Chance_Tier5"								"{s:chances_tier5}% esély"

	"dota_use_alternate_recycling"									"Halhatatlan tárgyak újrahasznosítása Oldalsó bolti aranyért"
	"Disassemble_Treasure_UnderDraft_Context:p{underdraft_gold}"	"Újrahasznosítás {d:underdraft_gold} Oldalsó bolti aranyért#|#Újrahasznosítás {d:underdraft_gold} Oldalsó bolti aranyért"
	"Disassemble_Treasure_UnderDraft_Prompt:p{underdraft_gold}"		"Biztosan meg akarod semmisíteni ezt a tárgyat és újrahasznosítani {d:underdraft_gold} Oldalsó bolti aranyért?#|#Biztosan meg akarod semmisíteni ezt a tárgyat és újrahasznosítani {d:underdraft_gold} Oldalsó bolti aranyért?"
	"Disassemble_Treasure_UnderDraft_Prompt_Title:p{underdraft_gold}"	"Újrahasznosítás {d:underdraft_gold} Oldalsó bolti aranyért#|#Újrahasznosítás {d:underdraft_gold} Oldalsó bolti aranyért"

	"DOTA_TI10_MiniGames_Arcade_Title"								"Játszótér"
	"DOTA_TI10_MiniGames_Arcade_Mute"								"Némítás"
	"DOTA_TI10_MiniGames_Arcade_Muted"								"Némítás feloldása"
	"DOTA_TI10_MiniGames_Arcade_Hide"								"Játszótér elrejtése"
	"DOTA_TI10_MiniGames_Arcade_Show"								"Játszótér mutatása"
	"DOTA_TI10_Pause_Minigame_Whack_a_Meepo_Title"					"Ott a Meepo!"
	"DOTA_TI10_Pause_Minigame_Whack_a_Meepo_Desc"					"Pontszerzéshez csapd le mindenki másnál gyorsabban a megjelenő Meepókat. Az elsőként 10 pontot szerző győz."
	"DOTA_TI10_Pause_Minigame_Chairs_Title"							"Székfoglaló"
	"DOTA_TI10_Pause_Minigame_Chairs_Desc"							"Várd meg a zene végét, majd foglalj széket gyorsabban az ellenségeidnél. A zene vége előtti székfoglalásért automatikus kizárás jár."
	"DOTA_TI10_Pause_Minigame_Chairs_GetReady"						"Készülj a táncra!"
	"DOTA_TI10_Pause_Minigame_Chairs_FindASeat"						"Most keress üres helyet!"
	"DOTA_TI10_Pause_Minigame_Chairs_Disappointing"					"Hát, ez csalódást keltő volt."
	"DOTA_TI10_Pause_Minigame_Chairs_Winner"						"Megvan a győztes!"
	"DOTA_TI10_Pause_Minigame_Chairs_Seated"						"Szép volt!"
	"DOTA_TI10_Pause_Minigame_Chairs_Eliminated"					"Kiestél!"
	"DOTA_TI10_Pause_Minigame_Chairs_EliminatedFast"				"Túl gyorsan választottál, ezért kiestél!"
	"DOTA_TI10_Pause_Minigame_Chairs_Win"							"Győztél!"
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Info"					"Találd meg a következő hősöket: <font color='#ffffff'>{s:hero1}</font> / <font color='#ffffff'>{s:hero2}</font> / <font color='#ffffff'>{s:hero3}</font>"
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Title"				"Hősvadászat"
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Desc"					"Találd meg mindenkinél gyorsabban a három rejtett hőst. Az elsőként 10 pontot elérő győz."
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Intro"				"Készülj az első adag hősre."
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Waiting"				"Szép volt! Előkészítjük a következő adag hőst."
	"DOTA_TI10_Pause_Minigame_Find_The_Heroes_Stunned"				"Rossz hős! 5 másodperc bénítás."
	"dota_settings_pingwheel_standard_ping"							"Hagyományos ping"
	"dota_settings_pingwheel_alternate_ping"						"Alternatív ping"
	"dota_settings_pingwheel_alt_ping"								"Alt. ping"
	"dota_pingwheel_thumb"											"Remek! - Időszakos pingeffekt"
	"dota_pingwheel_fight"											"Harcra fel! - Időszakos pingeffekt"
	"dota_pingwheel_grouphere2"										"Gyülekező! - Időszakos pingeffekt"
	"dota_pingwheel_smile"											"Vidám arc - Időszakos pingeffekt"
	"dota_pingwheel_courier"										"Futár! - Időszakos pingeffekt"
	"dota_pingwheel_crosshairs3"									"Célpont bemérve! - Időszakos pingeffekt"
	"dota_pingwheel_coins"											"Itt farmolj! - Időszakos pingeffekt"
	"dota_pingwheel_caution"										"Vigyázat! - Időszakos pingeffekt"
	"dota_pingwheel_question"										"Kérdőjel? - Időszakos pingeffekt"
	"dota_pingwheel_exclamationmarks"								"!!! - Időszakos pingeffekt"
	"dota_pingwheel_stop"											"ÁLLJ! - Időszakos pingeffekt"
	"dota_pingwheel_yikes"											"Ez nem okés! - Időszakos pingeffekt"
	"dota_pingwheel_bait2"											"Etessük be őket! - Időszakos pingeffekt"
	"dota_pingwheel_frowny"											"Szomorú arc - Időszakos pingeffekt"
	"dota_pingwheel_davai"											"DAVAJ DAVAJ! - Időszakos pingeffekt"
	"dota_pingwheel_hrm"											"Hmm... - Időszakos pingeffekt"
	"dota_pingwheel_questionmarks"									"?????? - Időszakos pingeffekt"
	"dota_pingwheel_clown"											"Bohóc! - Időszakos pingeffekt"
	"dota_pingwheel_axe"											"Fejsze! - Időszakos pingeffekt"
	"dota_pingwheel_farm"											"Farmolás! - Időszakos pingeffekt"
	"dota_pingwheel_fire"											"Tűz! - Időszakos pingeffekt"
	"dota_pingwheel_heartbreak"										"Szakítás! - Időszakos pingeffekt"
	"dota_pingwheel_heart"											"Szeretet! - Időszakos pingeffekt"
	"dota_pingwheel_nope"											"Nem! - Időszakos pingeffekt"
	"dota_pingwheel_skullbones"										"Veszély! - Időszakos pingeffekt"
	"dota_pingwheel_thumbsdown"										"Nem tetszik! - Időszakos pingeffekt"
	"dota_pingwheel_traffic_go"										"Menj! - Időszakos pingeffekt"
	"dota_pingwheel_traffic_stop"									"Állj! - Időszakos pingeffekt"
	"dota_pingwheel_stack"											"Halmozás - Időszakos pingeffekt"
	"dota_pingwheel_pull"											"Húzás - Időszakos pingeffekt"
	"dota_pingwheel_heal"											"Gyógyítás - Időszakos pingeffekt"
	"dota_pingwheel_bomb"											"Bomba - Időszakos pingeffekt"
	"dota_pingwheel_invisible"										"Láthatatlan egység - Időszakos pingeffekt"
	"dota_pingwheel_teehee"											"Hahó! - Időszakos pingeffekt"
	"dota_pingwheel_poop"											"Kaki - Időszakos pingeffekt"

	"DOTA_TI10_EventGame_Page_Title"								"Különleges nyári esemény"
	"DOTA_TI10_EventGame_Overline"									"Hamarosan"
	"DOTA_TI10_SummerEvent_Page_Desc"								"Ezen a nyáron egy titokzatos erő érkezik, hogy megzavarja az Ősök háborúját, és senki – isten, halandó vagy szörnyeteg – sem tud ellenállni félelmetes vonzásának. Vonulj ki a csatatérről és lépj be a megpróbáltatások és rémségek labirintusába. Az egyetlen, aki megbirkózhat vele… talán te vagy."
	"DOTA_TI10_EventGameTeaser1_Title"								"Vár a Labirintus"
	"DOTA_TI10_EventGameTeaser1_Desc"								"Gázolj át a téboly és pusztulás négyjátékos útvesztőjén, barátokkal vagy játékkereséses szövetségesekkel fedezve fel azt, hogy felfedjetek egy, e nagy háború ködében rég elveszett rejtélyt."
	"DOTA_TI10_EventGameTeaser2_Title"								"Élet-halál közti választások"
	"DOTA_TI10_EventGameTeaser2_Desc"								"Működjetek együtt útvonalatok kiválasztásához. Minden ajtó mögött új meglepetés vár, és nem lesz két egyforma kaland. Az arra érdemesek feloldhatnak egy még nagyobb kihívást – és persze egy azzal arányos jutalmat."
	"DOTA_TI10_EventGameTeaser3_Title"								"Csatabelépő-áldások"
	"DOTA_TI10_EventGameTeaser3_Desc"								"Bármely szerencsét próbálni kívánó Dota játékos csatlakozhat a csatához e különleges esemény alatt, a Csatabelépő-tulajdonosok pedig különleges jutalmakat fognak kapni a játékért."

	"DOTA_PlayerTitle1"												"Az önzetlen"
	"DOTA_PlayerTitle2"												"A jótékony"
	"DOTA_PlayerTitle3"												"A bölcs"

	"DOTA_TooltipDescription_Title1"								"Egy Csatabelépő egy barátnak ajándékozásával szerezve. A következő cím feloldásához ajándékozz 3 Csatabelépőt."
	"DOTA_TooltipDescription_Title2"								"3 Csatabelépő barátoknak ajándékozásával szerezve. A következő cím feloldásához ajándékozz 5 Csatabelépőt."
	"DOTA_TooltipDescription_Title3"								"5 Csatabelépő barátoknak ajándékozásával szerezve."

	//Streaks global equip page
	"DOTA_GlobalItems_StreakEffects"								"Öléssorozat-effektek"
	"DOTA_Armory_Category_StreakEffects"							"Öléssorozat-effektek"
	"LoadoutSlot_Streak_Effect"										"Öléssorozat-effektek"
	"streak_effect"													"Öléssorozat-effekt"

	//Kill global equip page
	"DOTA_GlobalItems_KillEffects"									"Ölési effektek"
	"DOTA_Armory_Category_KillEffects"								"Ölési effektek"
	"LoadoutSlot_Kill_Effect"										"Ölési effektek"
	"kill_effect"													"Ölési effekt"

	//Death global equip page
	"DOTA_GlobalItems_DeathEffects"								"Haláleffektek"
	"DOTA_Armory_Category_DeathEffects"							"Haláleffektek"
	"LoadoutSlot_Death_Effect"										"Haláleffektek"
	"death_effect"													"Haláleffekt"

	//Diretide Cosmetics equip page
	"DOTA_GlobalItems_Diretide"										"Diretide szezonális effektek"
	"DOTA_Armory_Category_Diretide_2020"							"Diretide 2020"

	//WRAITH KING ARCANA
	"Debut_Arcana_Wraith_King_Intro" 								"WRAITH KING <font color='#ADE55C'>TITOKZATOS</font> CSOMAG" 
	"Debut_Arcana_Wraith_King_Lore"									"Egy, még a saját emlékezetéből is kiveszett korban Ostarion nem spektrális esszenciával elégítette ki örök élet iránti vágyát, hanem szinte véget nem érő csontbegyűjtéssel. Palotájának falait égetett csontokból emelték, az utakat pedig mindenféle teremtmény és ellenségeinek csontjai borították. A hússal borítottak pedig, kik erre a vidékre tévedtek, minden léptükre ügyeltek, mert a Király mindenekelőtt gyűjtő volt, és a Csontok Birodalmában semmi sem történhetett anélkül, hogy magára ne vonta volna rezzenéstelen tekintetét."
	"Debut_Arcana_Wraith_King_Equip" 								"Felszerelve ez a Titokzatos tárgyszett a következő egyedi fejlesztéseket adja Wraith King számára:"
	"Debut_Arcana_Wraith_King_MapLabel"								"Gyűjtsd be elesett ellenségeidet minden győzelem után. Kattints ide előnézethez."

	"Debut_Arcana_Wraith_King_PlaySample" 							"Kattints a hangminták meghallgatásához"

	"Debut_Arcana_Wraith_King_Feature_1_Title" 						"Vadiúj modell és talapzat"
	"Debut_Arcana_Wraith_King_Feature_1_Desc" 						"Wraith King modellje és tárgykiosztási talapzata csontig le lett csupaszítva, és teljes tárgyszetté lett újratervezve, hogy tükrözze a régi korok kicsontosodott dicsőségét. Egyedi Mortal Strike csontváz vazallusokkal."

	"Debut_Arcana_Wraith_King_Feature_2_Title" 						"Egyedi animációk és effektek"
	"Debut_Arcana_Wraith_King_Feature_2_Desc" 						"Egy teljes szett vadiúj animációt tartalmaz, valamint vadiúj effekteket a Wraithfire Blastnak, a Reincarnationnek és a kritikus találatoknak, köztük egy különleges ölési effekttel hősök kritikus találattal való leöléséhez."

	"Debut_Arcana_Wraith_King_Feature_3_Title" 						"Egyedi hőselemek"
	"Debut_Arcana_Wraith_King_Feature_3_Desc" 						"Vadonatúj hősportrét, képességikonokat és minitérkép-ikont tartalmaz."
