"lang"
{ 
	"Language" "spanish" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"¡OFERTA!"
		"DOTA_Glossary_Teamwork_HeroItemChoice_Counters_Desc"		"Contrarrestar es lo opuesto a Sinergia. Los héroes que tienen habilidades o atributos que aprovechan una debilidad o niegan la efectividad de otros héroes son quienes los contrarrestan. Como tales, elegir héroes apropiados después de ver qué héroe ha elegido el equipo enemigo puede marcar una diferencia significativa en el resultado de la partida. El conocimiento profundo de la fuerza, debilidades, objetos, estilo de juego y estrategia de un equipo juega un papel importante en contrarrestar la efectividad del enemigo."
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_Desc"					"Aquí hay algunos ejemplos de objetos que pueden ser especialmente efectivos contra ciertos arquetipos de héroe. Esta lista no es exhaustiva y es mejor aprender los matices de cada objeto para comprender cuándo será más efectivo."
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_BlackKingBar"			"Vara del Rey Negro"
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_BlackKingBar_Desc"		"La Vara del Rey Negro otorga inmunidad a hechizos. Cuando se usa con una sincronización perfecta, este objeto a menudo puede negar por completo la efectividad de los héroes que dependen de habilidades u objetos para infligir daño e incapacitar a sus oponentes."
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_HeavensHalberd"				"Alabarda Celestial"
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_HeavensHalberd_Desc"		"La Alabarda Celestial es eficaz contra héroes que dependen de ataques básicos para infligir daño, especialmente héroes a distancia (que están desarmados durante más tiempo)."
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_BladeMail"			"Malla de Cuchillas"
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_BladeMail_Desc"		"La devolución de daño de la Malla de Cuchillas es muy efectiva en héroes que infligen una gran cantidad de daño, pero que son frágiles o tienen una vida máxima baja."
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_SpiritVessel"			"Vasija Espiritual"
		"DOTA_Glossary_Teamwork_HeroItemChoice_ItemCounters_SpiritVessel_Desc"		"La Vasija Espiritual reduce drásticamente la cantidad de curación recibida y la regeneración de vida de una unidad. Puede ser muy eficaz contra héroes que dependen de habilidades u objetos para curarse."

		"DOTA_Glossary_Search_Hero"					"Héroe: <b>%s1</b>"
		"DOTA_Glossary_Search_HeroAbility"			"Habilidad: <b>%s2</b> (%s1)"
		"DOTA_Glossary_Search_Item"					"Objeto: <b>%s1</b>"
		"DOTA_Glossary_Search_ItemAbbreviations"	"Objeto: <b>%s1</b> (abreviado como «%s2»)"


		// START CONTEXTUAL TIPS
	
		"DOTA_ContextualTips_ExcessiveTowerDamage_Text"				"¡Retirada! ¡Acabas de recibir {d:int_param} de daño de esta torre! Las torres infligen una gran cantidad de daño a los héroes en las fases tempranas de la partida."

		"DOTA_ContextualTips_ExcessiveTowerDamage_Annotation"		"(Atacar torres cuando tienes una oleada de creeps u otros aliados para atraer fuego de ellas ayuda a evitar esto)."

		"DOTA_ContextualTips_LowHealthTooLong_Text"					"Tienes poca vida, usa un Tango o un Bálsamo o retírate a tu fuente para evitar morir."

		"DOTA_ContextualTips_CrossingRiver_Text"					"Cruzar al lado enemigo del mapa cuando no hay héroes enemigos visibles puede ser peligroso."

		"DOTA_ContextualTips_ExcessiveRoshanDamage_Text"			"Roshan es una unidad difícil de matar y, por lo general, requiere la ayuda de varios compañeros de equipo."
		"DOTA_ContextualTips_ExcessiveRoshanDamage_Annotation"		"(Algunos héroes, como Ursa y Troll Warlord, son capaces de matar a Roshan en solitario)."

		"DOTA_ContextualTips_ExcessiveNeutralCreepDamage_Text"		"Los creeps neutrales son difíciles de matar en los primeros niveles. Asestar últimos golpes a creeps en la senda a menudo otorga más oro y experiencia."

		"DOTA_ContextualTips_RedundantItems_Text"					"Comprar múltiples copias de {s:string_param} no proporciona bonificaciones acumulables."
		"DOTA_ContextualTips_RedundantItemsAlt_Text"				"{s:string_param} y {s:string_param2} proporcionan bonificaciones redundantes que no se acumulan."
		
		"DOTA_ContextualTips_AbilityCounters_Text"					"La habilidad {s:string_param2} de {s:string_param} se contrarresta con estos objetos."

		"DOTA_ContextualTips_AbilityCounters_Invisibility_Text"		"{s:string_param} tiene una habilidad de invisibilidad: {s:string_param2}. Los héroes invisibles pueden verse mediante Guardianes Centinela o Polvo de la Revelación."

		"DOTA_ContextualTips_AbilityCounters_Rupture_Text"			"La habilidad {s:string_param2} de {s:string_param} a menudo se puede neutralizar mediante un Pergamino de Teletransporte."

		"DOTA_ContextualTips_AbilityCounters_Magic_Text"			"{s:string_param} inflige una gran cantidad de daño mágico, que se puede prevenir con objetos que otorguen resistencia mágica o inmunidad a hechizos."

		"DOTA_ContextualTips_AbilityCounters_Spam_Text"				"{s:string_param2} de {s:string_param} es una habilidad de lanzamiento frecuente que puede proporcionar cargas para un Palo Mágico."

		"DOTA_ContextualTips_GlyphAvailable_Text"					"El Glifo de Fortificación es una habilidad compartida que se usa para hacer invulnerables temporalmente todas las estructuras de tu equipo."
		"DOTA_ContextualTips_GlyphAvailable_Annotation"				"Esto tiene un tiempo de recarga para todo el equipo, pero también se recarga de inmediato cuando se destruye una torre de nivel 1."
	
		"DOTA_ContextualTips_NoXPForTooLong_Text"					"Has obtenido muy poca EXP de héroe recientemente. Obtienes EXP cuando estás dentro del alcance de los enemigos que mueren."
		"DOTA_ContextualTips_NoXPForTooLong_Annotation"				"Si pasas demasiado tiempo lejos de las sendas, puedes quedarte atrás en el nivel de héroe."

		"DOTA_ContextualTips_BackdoorProtection_Text"				"La Protección de Retaguardia en esta estructura hace que se regenere rápido cuando no hay creeps aliados cercanos."
		"DOTA_ContextualTips_BackdoorProtection_Annotation"			"Las torres de nivel 1 no tienen Protección de Retaguardia."

		"DOTA_ContextualTips_MegaCreeps_Allies_Text"				"Tu base ahora está generando megacreeps. Son creeps más fuertes que presionarán rápidamente las sendas y es más difícil defenderse de ellos."
		"DOTA_ContextualTips_MegaCreeps_Allies_Annotation"			"Los megacreeps aparecen una vez que los barracones enemigos son destruidos. También recompensan con menos oro y experiencia a los enemigos cuando son asesinados."

		"DOTA_ContextualTips_MegaCreeps_Enemies_Text"				"La base de tu enemigo ahora está generando megacreeps. Son creeps más fuertes que presionarán rápidamente sobre las sendas y es más difícil defenderse de ellos."
		"DOTA_ContextualTips_MegaCreeps_Enemies_Annotation"			"Los megacreeps enemigos aparecen una vez que todos tus cuarteles son destruidos. También recompensan con menos oro y experiencia cuando mueren."

		"DOTA_ContextualTips_DeathSavingItems_Stick_Text"			"Objetos con cargas, como el Palo Mágico o la Varita Mágica, a veces pueden salvarte de la muerte."
		"DOTA_ContextualTips_DeathSavingItems_Stick_Annotation:p{int_param}"		"Tenías {d:int_param} carga en la habilidad {s:referenced_ability_1} disponible al morir.#|#Tenías {d:int_param} cargas en la habilidad {s:referenced_ability_1} disponibles al morir."

		"DOTA_ContextualTips_DeathSavingItems_Healing_Text"			"Usar las habilidades de curación activas de los objetos puede salvarte de morir a menudo."
		"DOTA_ContextualTips_DeathSavingItems_Healing_Annotation"	"Tu habilidad {s:referenced_ability_1} estaba lista para lanzar cuando moriste."

		"DOTA_ContextualTips_DeathSavingItems_MagicResist_Text"			"El uso de objetos que bloquean el daño mágico puede cambiar el rumbo en una lucha contra lanzadores de hechizos."
		"DOTA_ContextualTips_DeathSavingItems_MagicResist_Annotation"	"Tu habilidad {s:referenced_ability_1} estaba lista para lanzarse cuando moriste."

		"DOTA_ContextualTips_RoshanDeath_Allies_Text"				"Tu equipo ha derrotado a Roshan, otorgando a todos tus compañeros oro, EXP y {s:referenced_ability_1}."
		"DOTA_ContextualTips_RoshanDeath_Enemies_Text"				"El equipo enemigo ha derrotado a Roshan, otorgando a todos sus componentes oro, EXP y {s:referenced_ability_1}."
		"DOTA_ContextualTips_RoshanDeath_Annotation"				"Roshan reaparecerá entre 8 y 11 minutos después de morir y recompensará con objetos especiales adicionales tras cada muerte."

		"DOTA_ContextualTips_KillerHype_Text"						"{s:referenced_unit_1} te ha asesinado."
		"DOTA_ContextualTips_KillerHype_Annotation"					"{s:string_param}"

		"DOTA_ContextualTips_GoldSurplus_Text"						"Tienes exceso de oro, considera gastarlo."
		"DOTA_ContextualTips_GoldSurplus_Annotation"				"El oro se puede usar para comprar objetos en la tienda para mejorar los atributos del héroe y adquirir nuevas habilidades en la partida."

		"DOTA_ContextualTips_TomeOfKnowledge_Text"					"El Tomo del Conocimiento está disponible para su compra en la tienda."
		"DOTA_ContextualTips_TomeOfKnowledge_Annotation"			"El Tomo del Conocimiento otorga experiencia al jugador y al equipo cuando se consume. El Tomo se repone a intervalos regulares durante toda la partida."

		"DOTA_ContextualTips_CampBlockPlayer_Text"					"Los creeps neutrales no se generan si el jugador está ocupando su campamento en el momento de la reaparición."
		"DOTA_ContextualTips_CampBlockPlayer_Annotation"			"Los creeps neutrales aparecen cada minuto si su campamento está vacío. La aparición se bloquea si un jugador ocupa el campamento en el momento en el que los creeps van a aparecer."

		"DOTA_ContextualTips_ObserverWardAvailable_Text"			"Puedes comprar Guardianes Centinela en la tienda."
		"DOTA_ContextualTips_ObserverWardAvailable_Annotation"		"Los Guardianes Observadores proporcionan visión del mapa y se pueden usar para detectar movimiento de unidades enemigas por el mapa."

		"DOTA_ContextualTips_SentryWardAvailable_Text"				"Los Guardianes Centinela están a la venta en la tienda."
		"DOTA_ContextualTips_SentryWardAvailable_Annotation"		"Los Guardianes Centinela otorgan la habilidad de ver unidades enemigas invisibles a su alcance en el mapa."

		"DOTA_ContextualTips_SmokeOfDeceitAvailable_Text"			"El Humo del Engaño está disponible para su compra en la tienda."
		"DOTA_ContextualTips_SmokeOfDeceitAvailable_Annotation"		"Usa humo para haceros invisibles a los guardianes y creeps tú y tus aliados cercanos. Atacar o moverse dentro del alcance de una torre o un héroe enemigo anulará la invisibilidad."

		"DOTA_ContextualTips_DustOfAppearance_Text"					"El Polvo de la Revelación puede revelar los héroes enemigos invisibles cercanos."
		"DOTA_ContextualTips_DustOfAppearance_Annotation"			"{s:string_param} tiene la habilidad de volverse invisible."

		"DOTA_ContextualTips_ScanEnemy_Text"						"La habilidad Radar se puede usar para detectar héroes enemigos en partes ocultas del mapa."
		"DOTA_ContextualTips_ScanEnemy_Annotation"					"Ubicado cerca de la interfaz del minimapa, el Radar puede detectar si hay héroes enemigos dentro de la zona escaneada. No proporciona visión o detección de héroes específicos."

		"DOTA_ContextualTips_NighttimeVision_Text"					"¡Es de noche! La visión de un héroe es menor durante la noche."
		"DOTA_ContextualTips_NighttimeVision_Annotation"			"Las excepciones incluyen héroes como Bounty Hunter y Night Stalker."

		"DOTA_ContextualTips_ClarityInterrupted_Text"				"La Claridad se interrumpe al recibir daño de un héroe enemigo o de Roshan."

		"DOTA_ContextualTips_FlaskHealingInterrupted_Text"			"El Bálsamo Curativo se interrumpe al recibir daño de un héroe enemigo o de Roshan."

		"DOTA_ContextualTips_BottleRegenInterrupted_Text"			"La regeneración de la Botella se interrumpe al recibir daño de un héroe enemigo o de Roshan."

		"DOTA_ContextualTips_BountyRunes_Text:p{int_param}"			"Las Runas de Recompensa aparecen con una frecuencia de {d:int_param} minuto a partir del inicio de la partida.#|#Las Runas de Recompensa aparecen cada {d:int_param} minutos a partir del inicio de la partida."
		"DOTA_ContextualTips_BountyRunes_Annotation"				"Hay ubicaciones fijas en el mapa donde aparecen Runas de Recompensa. Se otorga oro a cada jugador del equipo que las recoja."

		"DOTA_ContextualTips_PowerRunes_Text:p{int_param}"			"Las Runas de Poder aparecen con una frecuencia de {d:int_param} minuto a partir de los {d:int_param2} minutos de partida.#|#Las Runas de Poder aparecen cada {d:int_param} minutos a partir de los {d:int_param2} minutos de partida."
		"DOTA_ContextualTips_PowerRunes_Annotation"					"Las Runas de Poder otorgan efectos positivos a héroes durante un breve periodo de tiempo. Aparecen aleatoriamente en una de las dos ubicaciones del río."

		"DOTA_ContextualTips_ClarityCast_Text"						"La Claridad se puede lanzar sobre aliados cuando tienen poco maná."
		"DOTA_ContextualTips_ClarityCast_Annotation"				"Para lanzarla, mantén pulsada la tecla Ctrl y luego haz clic en la Claridad y el héroe aliado."

		"DOTA_ContextualTips_HealingSalveCast_Text"					"El Bálsamo Curativo se puede lanzar sobre aliados cuando tienen poca vida."
		"DOTA_ContextualTips_HealingSalveCast_Annotation"			"Para lanzarlo, mantén pulsada la tecla Ctrl y luego haz clic en el Bálsamo Curativo y el héroe aliado."

		"DOTA_ContextualTips_TangoShare_Text"						"El Tango se puede compartir con aliados cuando necesitan regenerar vida."
		"DOTA_ContextualTips_TangoSahre_Annotation"					"Comparte un Tango lanzándolo sobre un héroe aliado."

		"DOTA_ContextualTips_SecretShop_Text"						"Tienes objetos en tu menú de compra rápida que solo pueden adquirirse en la Tienda Secreta."
		"DOTA_ContextualTips_SecretShop_Annotation"					"Hay dos Tiendas Secretas ubicadas cerca del centro del mapa. Puedes usar cualquiera de los dos para comprar los objetos."

		"DOTA_ContextualTips_GamePause_Text"						"Puedes pausar o reanudar la partida pulsando la tecla {s:string_param}."
		"DOTA_ContextualTips_GamePause_Annotation"					"Si un jugador del equipo se desconecta de la partida, los jugadores enemigos deberán esperar más antes de poder reanudarla."

		"DOTA_ContextualTips_ForgotToPurchaseItems_Text"			"Deberías comprar objetos antes de abandonar la Fuente."
		"DOTA_ContextualTips_ForgotToPurchaseItems_Annotation"		"Al comienzo de la partida, es aconsejable hacerse con algunos objetos antes de irse. Consulta tu guía para obtener ideas."

		"DOTA_ContextualTips_NoTeleportScrolls_Text"				"No tienes Pergaminos de Teletransporte."
		"DOTA_ContextualTips_NoTeleportScrolls_Annotation"			"Los Pergaminos de Teletransporte son esenciales para escapar del peligro o ayudar a tus compañeros de equipo: lleva siempre al menos uno."

		"DOTA_ContextualTips_AbilityPointAvailable_Text"			"Tienes un punto de habilidad para gastar."
		"DOTA_ContextualTips_AbilityPointAvailable_Annotation"		"Los puntos de habilidad pueden darte nuevos poderes o fortalecer lo que ya tienes; gástalos tan pronto como puedas."

		"DOTA_ContextualTips_LastHittingIncorrectly_Text"			"Intenta asestar un golpe mortal a los creeps para obtener el máximo de oro."
		"DOTA_ContextualTips_LastHittingIncorrectly_Annotation"		"Asestar últimos golpes en creeps te otorgará oro adicional."

		"DOTA_ContextualTips_EnemiesMissing_Text"					"No hay enemigos visibles: ten cuidado."
		"DOTA_ContextualTips_EnemiesMissing_Annotation"				"Cuando faltan enemigos, a menudo significa que podrían estar preparándose para una emboscada, o seleccionando un objetivo como Roshan."

		"DOTA_ContextualTips_UseACourier_Text"						"El mensajero puede traerte objetos de la base."
