"lang"
{ 
	"Language" "danish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"helbred"					// $health
		"dota_ability_variable_mana"				"mana"						// $mana
		"dota_ability_variable_armor"				"rustning"						// $armor
		"dota_ability_variable_damage"				"skade"					// $damage
		"dota_ability_variable_str"					"styrke"					// $str
		"dota_ability_variable_int"					"intelligens"				// $int
		"dota_ability_variable_agi"					"agilitet"					// $agi
		"dota_ability_variable_all"					"alle attributter"			// $all
		"dota_ability_variable_primary_attribute"	"primær attribut"			// $primary_attribute
		"dota_ability_variable_attack"				"angrebshastighed"				// $attack
		"dota_ability_variable_hp_regen"			"HP-regenerering"		// $hp_regen
		"dota_ability_variable_lifesteal"			"livsstjæl"					// $lifesteal
		"dota_ability_variable_mana_regen"			"mana-regenerering"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"mana-regenerering som aura"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"evneskade"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"debuff-varighed"			// $debuff_amp
		"dota_ability_variable_move_speed"			"bevægelseshastighed"			// $move_speed
		"dota_ability_variable_evasion"				"undvigelse"					// $evasion
		"dota_ability_variable_spell_resist"		"magisk resistens"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"evnelivsstjæl"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"evnelivsstjæl (kryb)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"evnelivsstjæl (helte)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"valgt attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"angrebsrækkevidde <font color='#7d7d7d'>(kun afstandshelte)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"angrebsrækkevidde <font color='#7d7d7d'>(kun nærkamp)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"kasterækkevidde"				// $cast_range
		"dota_ability_variable_status_resist"		"statusresistens"			// $status_resist
		"dota_ability_variable_projectile_speed"	"projektilhastighed"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"reduceret mana-omkostning"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"nedkølingsreduktion"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"ekstra maks. mana"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"skade (intelligenshelte)"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_8"	"Liquid Fire: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_dualbreath_slow"		"Dual Breath: -{s:bonus_slow_movement_speed_pct}%/{s:bonus_slow_attack_speed_pct} angrebs-/bevægelseshæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma"	"Demonic Conversion: +{s:value} Eidolons"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_2"	"Malefice: +{s:bonus_stun_instances} instanser"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_3"	"Eidolon: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_4"	"Eidolon: +{s:value} angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_5"	"Malefice: +{s:bonus_damage} skade per instans"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_6"	"Black Hole: +{s:bonus_damage} skade per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_7"	"Eidolon: +{s:value} HP"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_8"	"Midnight Pulse: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_enigma_9"	"Midnight Pulse: +{s:value} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_1"	"Enfeeble: +{s:value} reduktion af angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_2"	"Brain Sap: +{s:bonus_brain_sap_damage} skade/heling"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_3"	"Fiend's Grip: +{s:bonus_AbilityChannelTime}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_4"	"Enfeeble stjæler angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_4_Description"	"Bane får angrebshastighed svarende til mængden af angrebshastighed, som Enfeeble stjæler i løbet af varigheden."
		"DOTA_Tooltip_ability_special_bonus_unique_bane_5"	"Nightmare: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_6"	"Enfeeble: -{s:value}% reduktion af regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_7"	"Brain Sap gør ren skade og går gennem magisk immunitet"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_8"	"Brain Sap: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_9"	"Fiend's Grip: +{s:bonus_fiend_grip_mana_drain}% maks. mana drænet"
		"DOTA_Tooltip_ability_special_bonus_unique_bane_10_Description"	"Bane heles for {s:bonus_nightmare_heal_pct}% af skaden, som Nightmare og Banes egne angreb gør på påvirkede enheder. Bane heles også af skaden fra Nightmare på allierede helte."
		"DOTA_Tooltip_ability_special_bonus_unique_bane_11"	"Enfeeble: +{s:bonus_cast_reduction}% reduktion af kasterækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_1"	"+{s:value} skade per sjæl"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_2"	"Shadowraze: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_3"	"Presence Aura påvirker bygninger"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_4"	"Requiem of Souls: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_5"	"Presence Aura: {s:value} rustning"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_6"	"Requiem: +{s:value}s varighed skræmt per række"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_7"	"Shadowraze: +{s:bonus_stack_bonus_damage} skade per stabling"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_shadowraze_cooldown"	"Shadowraze: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_nevermore_raze_procsattacks"		"Shadowraze påfører angrebsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin"	"Refraction: +{s:value} instanser"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_2"	"Meld: {s:value} rustningsreduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_3"	"Psionic Trap: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_4"	"Meld fjerner debuffs"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_4_Description"	"Påfører en simpel dispel på Templar Assassin."
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_5"	"Psi Blades: Delte angreb hæmmer mål"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_5_Description"	"Fjender, som rammes af splittede angreb fra Psi Blades, får deres bevægelseshastighed hæmmet med {s:value}% i {s:value2} sekund."
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_6"	"Psionic Trap: +{s:value} maks. fælder"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_7"	"Meld: {s:value}s lammelse ved træffer"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_8"	"Psi Blades: +{s:value} angrebs- og delingsrækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_refraction_damage"	"Refraction: +{s:bonus_bonus_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_refraction_disable_cast"	"Refraction kan bruges, mens man er uskadeliggjort"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_1"	"Frostbite: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_2"	"Crystal Nova: +{s:bonus_nova_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_3"	"Freezing Field: +{s:bonus_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_4"	"Arcane Aura: +{s:bonus_base_mana_regen} grundlæggende mana-regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_5"	"Crystal Nova -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_6"	"Crystal Nova: +{s:bonus_radius} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_frostbite_castrange"			"Frostbite: +{s:bonus_AbilityCastRange} kasterækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_1"	"Infernal Blade: +{s:value}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_2"	"Devour kan bruges mod Ancients"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_3"	"Devour giver {s:bonus_magic_resist}% magisk resistens"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_4"	"Scorched Earth: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_5"	"Doom: +{s:bonus_damage} skade per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_6"	"Scorched Earth: +{s:value}% bevægelseshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_7"	"Doom: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_8"	"Scorched Earth er permanent"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_9"	"Scorched Earth: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_10"	"Doom: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_doom_11"	"Doom deaktiverer passive evner"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster"	"Brewlings: +{s:value} HP"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_2"	"Primal Split: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_3"	"Thunder Clap: +{s:value}s hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_5"	"Cinder Brew: +{s:value_tooltip}% skade/varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_6"	"Primal Split: Brewlings får Drunken Brawler som passiv evne"
		"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_7"	"Thunder Clap: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_bristleback"	"Viscous Nasal Goo: +{s:value} maks. stablinger"
		"DOTA_Tooltip_ability_special_bonus_unique_bristleback_2"	"Quill: +{s:value} stablingsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_bristleback_3"	"Warpath: +{s:value} skade per stabling"
		"DOTA_Tooltip_ability_special_bonus_unique_bristleback_6"	"Bristleback: +{s:bonus_back_damage_reduction}%/{s:bonus_side_damage_reduction}% skadereduktion fra ryggen/siden"
		"DOTA_Tooltip_ability_special_bonus_unique_furion"	"Treants: {s:value}x HP/skade"
		"DOTA_Tooltip_ability_special_bonus_unique_furion_2"	"Nature's Call: +{s:value} Treants skabt"
		"DOTA_Tooltip_ability_special_bonus_unique_furion_3"	"Teleportation har ingen nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_furion_4"	"Sprout: {s:value}% missechance for enheder fanget i træerne"
		"DOTA_Tooltip_ability_special_bonus_unique_furion_5"	"Wrath of Nature: +{s:value} basisskade"
		"DOTA_Tooltip_ability_special_bonus_unique_furion_7_Description"	"Går gennem magisk immunitet"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_1"	"Supernova: +{s:value} slag for at ødelægge"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_2"	"Supernova: +{s:value}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_4"	"Icarus Dive: +{s:value} kasterækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_5"	"Sun Ray: +{s:value}% maks. HP som skade"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_6"	"Icarus Dive: +{s:value}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_7"	"Sun Ray aktiveres i løbet af Supernova"
		"DOTA_Tooltip_ability_special_bonus_unique_phoenix_8"	"Sun Ray: +{s:value}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_enchantress_1"	"Enchant påvirker Ancient-enheder"
		"DOTA_Tooltip_ability_special_bonus_unique_enchantress_2"	"Nature's Attendants: +{s:value} feer"
		"DOTA_Tooltip_ability_special_bonus_unique_enchantress_4"	"Impetus: +{s:bonus_distance_damage_pct}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_enchantress_5"	"Nature's Attendants: +{s:value} heling"
		"DOTA_Tooltip_ability_special_bonus_unique_enchantress_6"	"+{s:bonus_movespeed} bevægelseshastighed under Nature's Attendants"
		"DOTA_Tooltip_ability_special_bonus_unique_batrider_1"	"Firefly: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_batrider_5"	"Flamebreak får {s:bonus_AbilityCharges} ladninger"
		"DOTA_Tooltip_ability_special_bonus_unique_batrider_6"	"Flaming Lasso: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_1"	"Reincarnation koster ingen mana"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_3"	"Wraithfire Blast: +{s:value} skade per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_4"	"Reincarnation kaster Wraithfire Blast"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_4_Description"	"I stedet for at hæmme bliver alle fjendtlige enheder inden for 900 rækkevidde ramt af det nuværende level af Wraithfire Blast, når Reincarnation udløses."
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_6"	"Skeletter får +{s:value} angrebsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_7"	"Wraithfire Blast: +{s:value}s hæmningsvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_8"	"+{s:value}% skeletter hidkaldt"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_9"	"Wraithfire Blast: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_10"	"Mortal Strike: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_11"	"Wraithfire Blast: +{s:value}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka"	"Torrent: +{s:bonus_radius} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_ghostship_cooldown"	"Ghostship: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_2"	"Torrent: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_3"	"Spøgelsesskibsflåde"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_3_Description"	"Ghostship-evnen skaber 3 spøgelsesskibe, i et interval på {s:value} sekunder, mod det valgte mål."
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_4"	"Tidebringer: +{s:bonus_cleave_damage}% kløvning"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_5"	"Tidebringer: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_6"	"X Marks the Spot: +{s:bonus_ally_ms}% bevægelseshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_6_Description"	"Bevægelseshastigheden øges på allierede og reduceres på fjender"
		"DOTA_Tooltip_ability_special_bonus_unique_kunkka_7"	"Torrent: +{s:bonus_stun_duration}% længere opslyng/lammelse"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight"	"Dragon Blood: +{s:value} HP-regenerering/rustning"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_3"	"Breathe Fire: {s:value}% skadereduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_4"	"Dragon Blood bliver til en aura"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_5"	"Frost Breath: +{s:value}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_6"	"Splash Attack: +{s:value}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_7"	"Elder Dragon Form: +{s:value} angrebsrækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_8"	"Dragon Tail: +{s:value} områdestørrelse i drageform"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_9"	"Breathe Fire: +{s:bonus_dragon_form_bonus_pct}% skade/kasterækkevidde i drageform"
		"DOTA_Tooltip_ability_special_bonus_unique_invoker_2"	"Deafening Blast i alle retninger"
		"DOTA_Tooltip_ability_special_bonus_unique_invoker_4"	"Kataklysme"
		"DOTA_Tooltip_ability_special_bonus_unique_invoker_4_Description" 	"Aktiveres når der dobbelttrykkes på Sun Strike. Evnen sættes på nedkøling i {s:cooldown} sekunder. Skaber {s:value} synlige Sun Strikes inden for {s:min_range}-{s:max_range} rækkevidde af hver fjendtlig helt."
		"DOTA_Tooltip_ability_special_bonus_unique_invoker_12"	"Ice Wall kan kastes som vektormål"
		"DOTA_Tooltip_ability_special_bonus_unique_alchemist_3"	"Acid Spray giver rustning til allierede"
		"DOTA_Tooltip_ability_special_bonus_unique_alchemist_4"	"Chemical Rage: +{s:bonus_bonus_health_regen} regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_alchemist_6"	"Chemical Rage: +{s:bonus_bonus_movespeed} bevægelseshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_alchemist_8"	"Chemical Rage: -{s:bonus_base_attack_time}s grundangrebstid"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster"	"Wild Axes: +{s:bonus_axe_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_2"	"Vildsvin: +{s:bonus_boar_bonus_damage} angrebsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_3"	"Høg: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_4"	"Inner Beast: +{s:bonus_bonus_attack_speed} angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_5"	"Beastmaster + enheder: +{s:bonus_ms} bevægelseshastighed (aura)"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_5_Description"	"Auraen med bevægelseshastighed er global og vedvarende efter dødsfald. Den påvirker Beastmaster og alle enheder, som han kontrollerer."
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_7"	"Primal Roar: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_8"	"Hawk giver True Sight"
		"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_9"	"Wild Axes: +{s:bonus_damage_amp}% skadeforøgelse per stabling"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_1"	"Searing Arrows: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_2"	"Death Pact stjæler enhedens evner"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_2_Note0"	"Stjæler kun enhedens første evne"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_3"	"Searing Arrows: Multiskud"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_3_Description"	"Når du bruger Searing Arrows, affyres en ekstra Searing Arrow mod en tilfældig fjende inden for evnens rækkevidde."
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_4"	"Burning Barrage: +{s:bonus_damage_pct}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_5"	"Burning Army: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_6"	"Death Pact: +{s:value} HP"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_7"	"Strafe: +{s:value} angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_8"	"Death Pact: +{s:value}% HP"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_9"	"Skeleton Walk: Skaber et skelet, når usynligheden brydes"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_10"	"Skeleton Walk: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_11"	"Drab nulstiller nedkølingen på Death Pact"
		"DOTA_Tooltip_ability_special_bonus_unique_clinkz_12"	"Burning Barrage: +{s:value} pile"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut"	"Blade Fury: +{s:value} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_2"	"Healing Ward: +{s:bonus_healing_ward_bonus_health} angreb for at ødelægge"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_3"	"Blade Fury: +{s:value} skade per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_4"	"Blade Fury: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_5"	"Healing Ward: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_blade_dance_lifesteal"	"Blade Dance: +{s:bonus_blade_dance_lifesteal}% livsstjæl"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_omnislash_duration"	"Omnislash: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_omnislash_cast_range"	"Omnislash: +{s:bonus_AbilityCastRange} kasterækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_1"	"Arctic Burn: +{s:value}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_2"	"Splinter Blast: +{s:value} splintreradius"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_3"	"Winter's Curse: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_4"	"Splinter Blast lammer i {s:value}s"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_4_Description"	"Hæmningen påføres stadig i samme varighed."
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_5"	"Cold Embrace: +{s:value} HP/s heling"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_6"	"Arctic Burn: +{s:value}s effektvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_7"	"Splinter Blast: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_terrorblade"	"Sunder: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_3"	"Metamorphosis: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_1"	"Lucent Beam: +{s:bonus_beam_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_2"	"Lucent Beam: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_3"	"Luna Blessing: +{s:bonus_bonus_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_4"	"Lucent Beam: +{s:bonus_stun_duration}s lammelse"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_5"	"Eclipse: +{s:bonus_stun_duration}s lammelse per stråle"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_6"	"Eclipse: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_7"	"Moon Glaives: -{s:bonus_damage_reduction_percent}% skadereduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_8"	"Lucent Beam affyrer {s:bonus_glaives_fired} Moon Glaives"
		"DOTA_Tooltip_ability_special_bonus_unique_luna_8_Description"	"Affyrer ikke Moon Glaives fra stråler, der skabes af Eclipse"
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void"	"+{s:value} angrebshastighed i Chronosphere"
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_2"	"Chronosphere: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_3"	"Time Lock: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_4"	"+{s:dodge_chance_pct}% Backtrack"
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_4_Description"		"Giver {s:dodge_chance_pct}% chance for at undvige hver skadeinstans. Effekten virker ikke, hvis passive evner deaktiveres."
		"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_7"	"Time Walk: +{s:value}s skadeannullering"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker"	"Dark Ascension: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_6"	"Crippling Fear: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_2"	"Impale: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_3"	"Vendetta giver uhindret bevægelse"
		"DOTA_Tooltip_ability_special_bonus_unique_nyx_4"	"Impale: +{s:value}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_1"	"Shukuchi: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_2"	"Geminate Attack: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_3"	"The Swarm: +{s:value} rustningsreduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_4"	"The Swarm: +{s:value} angreb for at dræbe"
		"DOTA_Tooltip_ability_special_bonus_unique_weaver_5"	"Geminate Attack: +{s:value} ekstra angreb"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa"	"Fury Swipes: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_2"	"Earthshock: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_3"	"Enrage: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_4"	"Fury Swipes: +{s:value}s før nulstilling"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_5"	"Earthshock: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_ursa_6"	"Enrage giver {s:value}% statusresistens"
