"lang"
{ 
	"Language" "german" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"Lebenspunkte"					// $health
		"dota_ability_variable_mana"				"Mana"						// $mana
		"dota_ability_variable_armor"				"Rüstung"						// $armor
		"dota_ability_variable_damage"				"Schaden"					// $damage
		"dota_ability_variable_str"					"Stärke"					// $str
		"dota_ability_variable_int"					"Intelligenz"				// $int
		"dota_ability_variable_agi"					"Agilität"					// $agi
		"dota_ability_variable_all"					"Alle Attribute"			// $all
		"dota_ability_variable_primary_attribute"	"Primärattribut"			// $primary_attribute
		"dota_ability_variable_attack"				"Angriffstempo"				// $attack
		"dota_ability_variable_hp_regen"			"Lebensregeneration"		// $hp_regen
		"dota_ability_variable_lifesteal"			"Lebensraub"					// $lifesteal
		"dota_ability_variable_mana_regen"			"Manaregeneration"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"Manaregeneration (Aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"Zauberschaden"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"Schwächungsdauer"			// $debuff_amp
		"dota_ability_variable_move_speed"			"Bewegungstempo"			// $move_speed
		"dota_ability_variable_evasion"				"Ausweichen"					// $evasion
		"dota_ability_variable_spell_resist"		"Magieresistenz"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"Zauberlebensraub"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"Zauberlebensraub (Diener)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"Zauberlebensraub (Helden)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"Ausgewähltes Attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"Angriffsreichweite <font color='#7d7d7d'>(nur Fernkampf)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"Angriffsreichweite <font color='#7d7d7d'>(Nur Nahkampf)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"Zauberreichweite"				// $cast_range
		"dota_ability_variable_status_resist"		"Statusresistenz"			// $status_resist
		"dota_ability_variable_projectile_speed"	"Projektiltempo"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"Manakostenreduzierung"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Abklingzeitreduzierung"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"Max. Manabonus"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"Schaden (Intelligenzheld)"
		"DOTA_Tooltip_ability_item_tranquil_boots2_Description"					"<h1>Passiv: Fragil</h1>Wenn Sie angreifen oder angegriffen werden, geht für %break_time% Sekunden die Regeneration von %bonus_health_health% LP pro Sekunde verloren und der Bewegungstempobonus wird auf %broken_movement_speed% reduziert."
		"DOTA_Tooltip_ability_item_tranquil_boots2_Lore"							"Obwohl sie die Langlebigkeit des Trägers erhöhen, sind diese Schuhe nicht besonders zuverlässig."
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_health_regen"			"+$hp_regen"

		"DOTA_Tooltip_ability_item_travel_boots_Description"					"<h1>Aufwertung: Town Portal Scroll</h1>Verbessert Ihre Teleportationsrolle. Sie können nun auch zu Einheiten teleportieren, die Abklingzeit ist geringer und es wird keine Rolle verbraucht. \nBewegungstempoboni mehrerer Schuhpaare werden nicht aufsummiert."
		"DOTA_Tooltip_ability_item_travel_boots_Lore"							"Geflügelte Stiefel, die Allgegenwärtigkeit gewähren."
		//"DOTA_Tooltip_ability_item_travel_boots_Note0"							"Movement speed bonuses from boots do not stack."
		"DOTA_Tooltip_ability_item_travel_boots_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_tp_cooldown"			"ABKLINGZEIT (TP-SCHRIFTROLLE):"		

		"DOTA_Tooltip_modifier_boots_of_travel_incoming"				"Boots of Travel Teleport"
		"DOTA_Tooltip_modifier_boots_of_travel_incoming_Description"	"Ein Verbündeter teleportiert sich zu Ihrem Aufenthaltsort"
		"DOTA_Tooltip_modifier_boots_of_travel_recall"		"Boots of Travel"
		"DOTA_Tooltip_modifier_boots_of_travel_recall_Description"		"Wird zu einem Verbündeten teleportiert."		

		"DOTA_Tooltip_ability_item_travel_boots_2_Description"					"<h1>Aufwertung: Town Portal Scroll</h1>Verbessert die Teleportationsschriftrolle. Kann nun auch zu Einheiten und Helden teleportieren, hat eine reduzierte Abkling- und Kanalisierungszeit und es wird keine Rolle mehr verbraucht. \nBewegungstempoboni mehrerer Stiefelpaare werden nicht aufsummiert."
		"DOTA_Tooltip_ability_item_travel_boots_2_Lore"							"Geflügelte Stiefel die Omnipräsenz gewähren."
		//"DOTA_Tooltip_ability_item_travel_boots_2_Note0"						"Movement speed bonuses from boots do not stack."
		"DOTA_Tooltip_ability_item_travel_boots_2_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_2_tp_cooldown"			"ABKLINGZEIT (TP-SCHRIFTROLLE):"		
		"DOTA_Tooltip_ability_item_travel_boots_2_tp_channel_time"		"KANALISIERUNGSZEIT (TP-SCHRIFTROLLE):"		
		
		"DOTA_Tooltip_ability_item_ultimate_orb_Lore"							"Eine mystische Kugel, die die Essenz des Lebens enthält."		
		"DOTA_Tooltip_ability_item_ultimate_orb_bonus_all_stats"				"+$all"
		
		
		"DOTA_Tooltip_modifier_item_aghanims_shard"		"Aghanims Splitter"
		"DOTA_Tooltip_modifier_item_aghanims_shard_Description"	"Aghanims Splitter."
		"DOTA_Tooltip_modifier_item_aghanims_shard_permanent_buff"		"Aghanims Splitter"
		"DOTA_Tooltip_modifier_item_aghanims_shard_permanent_buff_Description"	"Schon ein winziger Splitter dieses magischen Kristalls kann verborgenes Potenzial freisetzen."
		
		"DOTA_Tooltip_modifier_item_aghanims_shard_2"		"Aghanims Splitter"
		"DOTA_Tooltip_modifier_item_aghanims_shard_2_Description"	"Aghanims Splitter."

		"DOTA_Tooltip_ability_item_aghanims_shard_Description"				"<h1>Passiv: Fähigkeit aufwerten</h1>Verbessert eine Heldenfähigkeit oder fügt eine neue hinzu."
		"DOTA_Tooltip_ability_item_aghanims_shard_Lore"				"Da der Ursprung nur einem einzigen Zauberer bekannt ist, sind Fragmente dieses unvergleichbaren Kristalls fast so begehrt wie das berühmte Zepter selbst."
		"DOTA_Tooltip_ability_item_aghanims_shard_bonus_all_stats"			"+$all"

		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_Description"				"<h1>Passiv: Fähigkeit aufwerten</h1>Verbessert eine Heldenfähigkeit oder fügt eine neue hinzu."
		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_Lore"				"Da der Ursprung nur einem einzigen Zauberer bekannt ist, sind Fragmente dieses unvergleichlichen Kristalls fast so begehrt wie das berühmte Zepter selbst."
		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_bonus_all_stats"			"+$all"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_Description"				"<h1>Passiv: Fähigkeit aufwerten</h1>Verbessert die ultimative Fähigkeit sowie manche andere Fähigkeiten aller Helden."
		"DOTA_Tooltip_ability_item_ultimate_scepter_Lore"						"Das Zepter eines Zauberers mit halbgottgleichen Kräften."
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_health"				"+$health"
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_mana"					"+$mana"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_Description"				"<h1>Passiv: Fähigkeit aufwerten</h1>Verbessert die ultimative Fähigkeit sowie manche andere Fähigkeiten aller Helden."
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_Lore"						"Das Zepter eines Zauberers mit halbgottgleichen Kräften."
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_health"				"+$health"
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_mana"					"+$mana"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_roshan_Description"				"<h1>Passiv: Fähigkeit aufwerten</h1>Verbessert die ultimative Fähigkeit sowie manche andere Fähigkeiten aller Helden."
		"DOTA_Tooltip_ability_item_ultimate_scepter_roshan_Lore"						"Das Zepter eines Zauberers mit halbgottgleichen Kräften."
		
		"DOTA_Tooltip_ability_item_urn_of_shadows_Description"					"<h1>Aktiv: Seelenenergie</h1> Gewährt einem Verbündeten %soul_heal_amount% Lebensregeneration oder fügt Gegnern %soul_damage_amount% Schaden pro Sekunde zu. <br><br>Dauer: %duration% Sekunden<br><br>Gewinnt eine Aufladung hinzu, wenn ein gegnerischer Held innerhalb von %soul_radius% Einheiten stirbt. Nur das Gefäß, das dem sterbenden Helden am nächsten ist, erhält eine Ladung.<br><br>Reichweite: %abilitycastrange%" 
		"DOTA_Tooltip_ability_item_urn_of_shadows_Note0"					"Leere Urnen erhalten 2 Ladungen."
		"DOTA_Tooltip_ability_item_urn_of_shadows_Note1"					"Bei Helden, die bereits unter dem Einfluss von Seelenenergie stehen, wird die Dauer des Effekts zurückgesetzt."
		"DOTA_Tooltip_ability_item_urn_of_shadows_Lore"							"Enthält die Asche mächtiger Dämonen."
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_health"					"+$health"
		"DOTA_Tooltip_ability_item_urn_of_shadows_mana_regen"					"+$mana_regen"
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_all_stats"				"+$all"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_heal_amount"				"RELEASE ALLY TOTAL HEAL:"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_damage_amount"				"RELEASE ENEMY TOTAL DAMAGE:"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_heal_duration"				"SOUL RELEASE DURATION:"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_release_abilitycastrange"	"SOUL RELEASE CAST RANGE:"
		
		"DOTA_Tooltip_modifier_item_urn_heal"					"Seelenenergie"
		"DOTA_Tooltip_modifier_item_urn_heal_Description"		"Regeneriert %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% LP pro Sekunde."
		"DOTA_Tooltip_modifier_item_urn_damage"					"Seelenenergie"
		"DOTA_Tooltip_modifier_item_urn_damage_Description"		"Erleidet %dMODIFIER_PROPERTY_TOOLTIP% Schaden pro Sekunde."

		"DOTA_Tooltip_ability_item_vanguard_Description"						"<h1>Passiv: Schadenblock</h1> Gewährt eine %block_chance%%%ige Chance, dass Nahkampfhelden %block_damage_melee% Schaden und Fernkampfhelden %block_damage_ranged% Angriffsschaden blocken."
		"DOTA_Tooltip_ability_item_vanguard_Lore"								"Ein mächtiger Schild, der seinen Träger selbst vor den gemeinsten Angriffen schützt."
		"DOTA_Tooltip_ability_item_vanguard_Note0"								"Lässt sich nicht in Verbindung mit anderen Arten von Schadenblock verwenden."
		"DOTA_Tooltip_ability_item_vanguard_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_vanguard_bonus_health_regen"					"+$hp_regen"
		//"DOTA_Tooltip_ability_item_vanguard_block_damage_melee"					"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_vanguard_block_damage_ranged"				"BLOCK DAMAGE RANGED:"
		//"DOTA_Tooltip_ability_item_vanguard_block_chance"						"BLOCK CHANCE:"
		
		"DOTA_Tooltip_ability_item_crimson_guard_Description"						"<h1>Aktiv: Schutz</h1> Gewährt in der Nähe befindlichen verbündeten Helden für %duration% Sekunden eine %block_chance_active%%%ige Chance, bei einem Angriff %block_damage_melee_active% Schaden zu blocken.<br><br>Eine Einheit kann diesen Effekt nur alle %tooltip_reapply_time% Sekunden erhalten.<br><br>Radius: %bonus_aoe_radius%\n<h1>Passiv: Schadenblock</h1>Gewährt eine %block_chance%%%ige Chance, dass Nahkampfhelden %block_damage_melee% Schaden und Fernkampfhelden %block_damage_ranged% Angriffsschaden blocken."
		"DOTA_Tooltip_ability_item_crimson_guard_Lore"								"Ein Brustharnisch, welcher ursprünglich als Schutz gegen die gefürchtete Jahresbestie konstruiert wurde."
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_armor"					"+$armor"
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee"			"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_ranged"				"BLOCK DAMAGE RANGED:"		
		//"DOTA_Tooltip_ability_item_crimson_guard_block_chance"						"BLOCK CHANCE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_armor"				"GUARD ARMOR:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee_active"				"GUARD DAMAGE BLOCK:"
		//"DOTA_Tooltip_ability_item_crimson_guard_duration"				"GUARD DURATION:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_radius"				"GUARD RADIUS:"
		"DOTA_Tooltip_ability_item_crimson_guard_Note0"								"Lässt sich nicht in Verbindung mit anderen Arten von Schadenblock verwenden."

		"DOTA_Tooltip_modifier_item_crimson_guard_aura"					"Rüstungsbonus von Crimson Guard"
		"DOTA_Tooltip_modifier_item_crimson_guard_aura_Description"		"Rüstung um %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% erhöht."

		"DOTA_Tooltip_modifier_item_crimson_guard_effect"					"Rüstungsbonus durch Crimson Guard"
		"DOTA_Tooltip_modifier_item_crimson_guard_effect_Description"		"Rüstung um %MODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% erhöht."

		"DOTA_Tooltip_modifier_item_crimson_guard_extra"		"Schutz"
		"DOTA_Tooltip_modifier_item_crimson_guard_extra_Description"		"Hat eine 100%ige Chance, %dMODIFIER_PROPERTY_PHYSICAL_CONSTANT_BLOCK% Schadenspunkte eingehender Angriffe abzublocken."
		"DOTA_Tooltip_modifier_item_crimson_guard_nostack"	"Abklingzeit von Schutz"
		"DOTA_Tooltip_modifier_item_crimson_guard_nostack_Description"	"Schutz funktioniert nicht bei Einheiten, die kürzlich bereits einmal durch Schutz beschützt wurden."
		
		"DOTA_Tooltip_ability_item_vitality_booster_Lore"						"Ein rubinroter Edelstein, der über Generationen in einer Kriegerfamilie weitergegeben wurde."
		"DOTA_Tooltip_ability_item_vitality_booster_bonus_health"				"+$health"
		
		"DOTA_Tooltip_ability_item_vladmir_Description"							"<h1>Passiv: Vladmirs Aura</h1>Gewährt Verbündeten in der Nähe %lifesteal_aura% %% Lebensraub, %damage_aura% %% Bonusschaden, %mana_regen_aura% Manaregeneration und %armor_aura% Rüstung. Der Lebensraubeffekt wird um %creep_lifesteal_reduction_pct% %% reduziert, wenn eine niedere Einheit angegriffen wird.<br><br>Radius: %aura_radius%"
		"DOTA_Tooltip_ability_item_vladmir_Lore"								"Eine unheimliche Maske, die mit der Böswilligkeit eines gefallenen Vampirs verflucht ist."
		
		"DOTA_Tooltip_ability_item_wraith_pact_Description"							"<h1>Aktiv: Heimsuchung</h1>Beschwört für %abilityduration% Sekunden ein kontrollierbares Totem, das den verursachten Schaden aller Gegner im Umkreis von %pact_aura_radius% Einheiten um %damage_penalty_aura% %% reduziert und %aura_dps% Schaden pro Sekunde verursacht.<br><br> Das Totem kann mit 5 Treffern zerstört werden. Niedere Einheiten benötigen die doppelte Trefferanzahl.\n<h1>Passiv: Vladmirs Aura</h1>Gewährt Verbündeten in der Nähe %lifesteal_aura% %% Lebensraub, %damage_aura% %% Bonusschaden, %mana_regen_aura% Manaregeneration und %armor_aura% Rüstung. Der Lebensraubeffekt wird um %creep_lifesteal_reduction_pct% %% reduziert, wenn eine niedere Einheit angegriffen wird.<br><br>Radius: %aura_radius%"
		"DOTA_Tooltip_ability_item_wraith_pact_Lore"								"Ein beseeltes Amulett, dessen Feindseligkeit den Kampfesmut selbst der stärksten Widersacher erschüttert."
		"DOTA_Tooltip_ability_item_wraith_pact_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_wraith_pact_bonus_mana"							"+$mana"

		"DOTA_Tooltip_modifier_item_wraith_pact_death_aura"							"Heimsuchung"
		"DOTA_Tooltip_modifier_item_wraith_pact_death_aura_Description"				"Verursachter Schaden um %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE% %% reduziert. Erleidet %dMODIFIER_PROPERTY_TOOLTIP% Schaden pro Sekunde."
		
		"DOTA_Tooltip_modifier_item_vladmir_aura"				"Vladmirs Aura"
		"DOTA_Tooltip_modifier_item_vladmir_aura_Description"	"Erhält %dMODIFIER_PROPERTY_TOOLTIP% %% Lebensraub, %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE% %% Schaden, %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% Rüstung und %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% Manaregeneration."

		"DOTA_Tooltip_ability_item_void_stone_Lore"								"Ein Schmuckstück, das einst dazu genutzt wurde, Nethermagie zu kanalisieren. Der Ring pulsiert vor Energie."
		"DOTA_Tooltip_ability_item_void_stone_bonus_mana_regen"					"+$mana_regen"


		"DOTA_Tooltip_ability_item_ward_observer_Description"					"<h1>Benutzen:</h1>Platziert einen unsichtbaren Observer Ward, welcher für Ihr Team einen Bereich von %vision_range_tooltip% Einheiten beobachtet. Hält %duration_minutes_tooltip% Minuten an.<br><br>Strg halten, um einen Observer Ward an einen verbündeten Helden weiterzugeben.<br><br>Reichweite: %abilitycastrange%"
		//"DOTA_Tooltip_ability_item_ward_observer_vision_range"				"VISION RANGE:"
		//"DOTA_Tooltip_ability_item_ward_observer_duration_minutes_tooltip"	"DURATION (MINUTES):"
		"DOTA_Tooltip_ability_item_ward_observer_Lore"							"Eine Form einer halb-empfindungsfähigen Pflanze, oftmals kultiviert von Jungzauberern."
		
		"DOTA_Tooltip_ability_item_ward_sentry_Description"						"<h1>Benutzen:</h1>Platziert einen unsichtbaren Sentry Ward, welcher für Ihr Team in einem Bereich von %true_sight_range% Einheiten Klarsicht gewährt, also unsichtbare Gegner und Wards aufdeckt. Hält %duration_minutes_tooltip% Minuten an.<br><br>Gewährt keine normale Sicht auf den Bereich.<br><br>Strg halten, um einen Sentry Ward an einen verbündeten Helden weiterzugeben.<br/><br/>Reichweite: %abilitycastrange%"
		//"DOTA_Tooltip_ability_item_ward_sentry_true_sight_range"			"TRUE SIGHT RANGE:"
		//"DOTA_Tooltip_ability_item_ward_sentry_duration_minutes_tooltip"	"DURATION (MINUTES):"
		"DOTA_Tooltip_ability_item_ward_sentry_Lore"								"Eine Form einer Pflanze, welche ursprünglich im Garten eines ängstlichen Königs wuchs."
		
		"DOTA_Tooltip_ability_item_ward_dispenser_Description"						"<h1>Benutzen:</h1> Platziert den ausgewählten Ward. Doppelklicken, um den derzeit aktiven Ward auszuwechseln.<br><br>Reichweite: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_ward_dispenser_Note0"						"Strg halten, um einen Ward an einen verbündeten Helden weiterzugeben."
		"DOTA_Tooltip_ability_item_ward_dispenser_observer_vision_range_tooltip"		"OBSERVER-SICHTWEITE:"
		"DOTA_Tooltip_ability_item_ward_dispenser_observer_duration_minutes_tooltip"	"OBSERVER-DAUER (MINUTEN):"
		"DOTA_Tooltip_ability_item_ward_dispenser_true_sight_range"							"KLARSICHTREICHWEITE (SENTRY):"
		"DOTA_Tooltip_ability_item_ward_dispenser_sentry_duration_minutes_tooltip"		"SENTRY-DAUER (MINUTEN):"
		"DOTA_Tooltip_ability_item_ward_dispenser_Lore"						"Durch den Fortschritt in der Lagereffizienz können Wards einfacher als je zuvor getragen werden."
		
		"DOTA_Tooltip_ability_item_wraith_band_Description"					"Doppelte Boni ab Minute %clock_time%."
		"DOTA_Tooltip_ability_item_wraith_band_Lore"							"Ein Diadem, von dem schwaches Geflüster widerhallt."
		"DOTA_Tooltip_ability_item_wraith_band_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_armor"						"+$armor"

		"DOTA_Tooltip_ability_item_yasha_Lore"									"Yasha wird als die schnellste Waffe angesehen, die je geschaffen wurde."	
		"DOTA_Tooltip_ability_item_yasha_Note0"							"Yasha-basierende Bewegungstempoboni mehrerer Gegenstände werden nicht aufsummiert."	
		"DOTA_Tooltip_ability_item_yasha_bonus_agility"							"+$agi"
		"DOTA_Tooltip_ability_item_yasha_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_yasha_movement_speed_percent_bonus"			"%+$move_speed"
		
		"DOTA_Tooltip_ability_item_arcane_boots_Description"					"<h1>Aktiv: Mana auffüllen</h1>Stellt in einem Radius von %replenish_radius% Einheiten um den Helden %replenish_amount% Mana wieder her.<br><br>Radius: %replenish_radius%\nBewegungstempoboni mehrerer Schuhpaare werden nicht aufsummiert."
		"DOTA_Tooltip_ability_item_arcane_boots_Lore"						"Magier, die diese Schuhe tragen, werden in der Schlacht hoch geschätzt."
		"DOTA_Tooltip_ability_item_arcane_boots_Note0"							"Wirkt nicht auf Meepo-Klone."
		"DOTA_Tooltip_ability_item_arcane_boots_bonus_movement"					"+$move_speed"
		"DOTA_Tooltip_ability_item_arcane_boots_bonus_mana"						"+$mana"	
		//"DOTA_Tooltip_ability_item_arcane_boots_replenish_amount"				"REPLENISH MANA RESTORE:"
		//"DOTA_Tooltip_ability_item_arcane_boots_replenish_radius"				"REPLENISH CAST RADIUS:"		

		"DOTA_Tooltip_ability_item_orb_of_venom_Description"					"<h1>Passiv: Giftangriff</h1> Vergiftet das Ziel. Verursacht %poison_damage_melee% magischen Schaden pro Sekunde und verlangsamt das Bewegungstempo um %poison_movement_speed_melee% %%, wenn der Träger Nahkämpfer ist oder um %poison_movement_speed_range% %%, wenn der Träger Fernkämpfer ist. Hält %poison_duration% Sekunden an."
		"DOTA_Tooltip_ability_item_orb_of_venom_Lore"							"Tränkt Ihre Waffe mit dem Gift einer bösartigen Viper."
		"DOTA_Tooltip_ability_item_orb_of_venom_Note0"                   		"Effekt summiert sich nicht mit seinen Aufwertungen."

		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_damage"					"POISON DAMAGE PER SECOND:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_melee"	"%POISON MELEE SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_range"	"%POISON RANGED SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_duration"				"POISON DURATION:"

		"DOTA_Tooltip_ability_item_orb_of_pestilence_Description"				"<h1>Passiv: Giftangriff</h1>Vergiftet das Ziel. Verursacht %poison_damage% magischen Schaden pro Sekunde und verlangsamt das Bewegungstempo um %poison_movement_speed_melee% %%, wenn der Träger Nahkämpfer ist oder um %poison_movement_speed_range% %%, wenn der Träger Fernkämpfer ist. Hält %poison_duration% Sekunden an. Erhöht Bewegungstempo und Lebenspunkte des Trägers %poison_duration% Sekunden lang um die Verlangsamungs- und Schadenswerte."
		"DOTA_Tooltip_ability_item_orb_of_pestilence_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_orb_of_pestilence_hp_regen"						"+$hp_regen"


		"DOTA_Tooltip_modifier_item_orb_of_venom_slow"			"Kugel des Gifts"
		"DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Erleidet %dMODIFIER_PROPERTY_TOOLTIP% Giftschaden pro Sekunde und bewegt sich %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% langsamer."


		
		"DOTA_Tooltip_ability_item_boots_of_bearing_Description"					"<h1>Aktiv: Ausdauer</h1> Verbraucht eine Aufladung und gewährt in der Nähe befindlichen Verbündeten %duration% Sekunden lang +%bonus_attack_speed_pct% Angriffs- und +%bonus_movement_speed_pct% %% Bewegungstempo. Innerhalb der ersten %bonus_ms_duration% Sekunden können Verbündete nicht verlangsamt werden.<br><br>Hat anfangs 8 Aufladungen. Erhält alle 3 Minuten 1 Aufladung.<br><br>Radius: %radius%\n\n<h1>Passiv: Schnelligkeitsaura</h1>Gewährt Verbündeten +%aura_movement_speed% Bewegungstempo.<br><br>Radius: %radius%"
		"DOTA_Tooltip_ability_item_boots_of_bearing_Lore"						"Ein prächtiges Schuhwerk, angefertigt für den alten Herold, der es als Erster gewagt hat, den Ruhm von Steinhalle über die Grenzen der ursprünglichen Ländereien hinaus zu verbreiten."
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_int"					"+$int"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_health_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_ancient_janggo_Description"					"<h1>Aktiv: Ausdauer</h1> Verbraucht eine Aufladung und gewährt in der Nähe befindlichen Verbündeten %bonus_attack_speed_pct% Angriffs- und %bonus_movement_speed_pct% %% Bewegungstempo. Hält %duration% Sekunden lang an.<br><br>Hat anfangs %charges_tooltip% Aufladungen.<br><br>Radius: %radius%\n\n<h1>Passiv: Schnelligkeitsaura</h1>Gewährt Verbündeten %aura_movement_speed% Bewegungstempo.<br><br>Radius: %radius%"
		"DOTA_Tooltip_ability_item_ancient_janggo_Lore"						"Ein Relikt, das in Krisenzeiten durch Magie die Körper all jener schneller laufen lässt, die sich in dessen Nähe befinden."
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_int"					"+$int"
