"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"พลังชีวิต"					// $health
		"dota_ability_variable_mana"				"มานา"						// $mana
		"dota_ability_variable_armor"				"เกราะป้องกัน"						// $armor
		"dota_ability_variable_damage"				"พลังโจมตี"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"ค่าคุณสมบัติทั้งหมด"			// $all
		"dota_ability_variable_primary_attribute"	"ค่าสถานะหลัก"			// $primary_attribute
		"dota_ability_variable_attack"				"ความเร็วในการโจมตี"				// $attack
		"dota_ability_variable_hp_regen"			"อัตราการฟื้นฟูพลังชีวิต"		// $hp_regen
		"dota_ability_variable_lifesteal"			"ดูดพลังชีวิต"					// $lifesteal
		"dota_ability_variable_mana_regen"			"อัตราฟื้นฟูมานา"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"ออราอัตราฟื้นฟูมานา"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"ความเสียหายสกิล"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"ระยะเวลาดีบัฟ"			// $debuff_amp
		"dota_ability_variable_move_speed"			"ความเร็วในการเคลื่อนที่"			// $move_speed
		"dota_ability_variable_evasion"				"อัตราหลบหลีก"					// $evasion
		"dota_ability_variable_spell_resist"		"ความต้านทานเวทมนตร์"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"สกิลดูดพลังชีวิต"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"สกิลดูดพลังชีวิต (ครีป)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"สกิลดูดพลังชีวิต (ฮีโร่)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ค่าคุณสมบัติที่เลือก"		// $selected_attribute
		"dota_ability_variable_attack_range"		"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะไกล)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะประชิด)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"ระยะร่าย"				// $cast_range
		"dota_ability_variable_status_resist"		"ความต้านทานสถานะ"			// $status_resist
		"dota_ability_variable_projectile_speed"	"ความเร็วกระสุน"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"ลดมานาที่ใช้"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"ลดคูลดาวน์"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"เพิ่มมานาสูงสุด"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"พลังโจมตี (ฮีโร่ Intelligence)"
		"DOTA_Tooltip_ability_item_ring_of_health_bonus_health_regen"			"+$hp_regen"
		
		"DOTA_Tooltip_ability_item_ring_of_protection_Lore"						"แหวนสุกสกาวที่ปกป้องผู้สวมใส่"
		"DOTA_Tooltip_ability_item_ring_of_protection_bonus_armor"				"+$armor"
		
		"DOTA_Tooltip_ability_item_ring_of_regen_Lore"							"แหวนวงนี้ถือว่าเป็นเครื่องรางนำโชคสำหรับเหล่า Gnome"
		"DOTA_Tooltip_ability_item_ring_of_regen_bonus_health_regen"			"+$hp_regen"
		
		"DOTA_Tooltip_ability_item_ring_of_tarrasque_Lore"			"แหวนอมตะที่หล่อหลอมขึ้นด้วยเวทมนตร์โลหิตเรียบง่ายซึ่งเสริมพลังมาจากแหล่งต้นกำเนิดของส่วนประกอบหลัก"
		"DOTA_Tooltip_ability_item_ring_of_tarrasque_bonus_health_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_ring_of_tarrasque_bonus_health"				"+$health"
		
		"DOTA_Tooltip_ability_item_robe_Lore"									"เสื้อคลุมนี้จะกัดกร่อนจิตวิญญาณของผู้สวมใส่ แต่จะได้มาซึ่งสติปัญญาอันเพิ่มพูน"
		"DOTA_Tooltip_ability_item_robe_bonus_intellect"						"+$int"
		
		"DOTA_Tooltip_ability_item_rod_of_atos_Description"						"<h1>เรียกใช้: Cripple</h1>ทำให้เป้าหมายติดรากเป็นเวลา %duration% วินาที<br><br>ระยะร่าย: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_rod_of_atos_Lore"							"Atos จ้าวแห่งการเสื่อมสลาย ได้ถ่ายพลังชีวิตของเขาไว้ในคทาที่ดูธรรมดาจนไม่น่าเชื่ออันนี้"
		"DOTA_Tooltip_ability_item_rod_of_atos_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_rod_of_atos_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_rod_of_atos_bonus_agility"					"+$agi"
		//"DOTA_Tooltip_ability_item_rod_of_atos_duration"						"CRIPPLE DURATION:"
		
		"DOTA_Tooltip_modifier_rod_of_atos_debuff"				"Rod of Atos"
		"DOTA_Tooltip_modifier_rod_of_atos_debuff_Description"	"ไม่สามารถเคลื่อนที่ขณะติดรากได้"

		"DOTA_Tooltip_ability_item_sange_Lore"									"Sange เป็นอาวุธที่มีความแม่นยำสูงอย่างแปลกประหลาด มันจะหาจุดอ่อนโดยอัตโนมัติ"
		"DOTA_Tooltip_ability_item_sange_bonus_strength"						"+$str"		
		"DOTA_Tooltip_ability_item_sange_status_resistance"					"%+ความต้านทานสถานะ"
		"DOTA_Tooltip_ability_item_sange_hp_regen_amp"							"%+เพิ่มอัตราฟื้นฟูและดูดพลังชีวิต"

		
		"DOTA_Tooltip_ability_item_kaya_and_sange_Lore"							"ไอเท็มสองในสามชิ้นซึ่งเป็นที่รู้จักว่ามีพลังเหนือจินตนาการ หลายคนเชื่อว่าถูกสร้างขึ้นจากการหล่อหลอมของจอมเวทคนเดียวกัน"
		"DOTA_Tooltip_ability_item_kaya_and_sange_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_kaya_and_sange_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_kaya_and_sange_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_kaya_and_sange_spell_amp"					"%+เพิ่มความเสียหายสกิล"
		"DOTA_Tooltip_ability_item_kaya_and_sange_mana_regen_multiplier"				"%+เพิ่มอัตราฟื้นฟูมานา"
		"DOTA_Tooltip_ability_item_kaya_and_sange_status_resistance"					"%+ความต้านทานสถานะ"
		"DOTA_Tooltip_ability_item_kaya_and_sange_hp_regen_amp"							"%+เพิ่มอัตราฟื้นฟูและดูดพลังชีวิต"
		"DOTA_Tooltip_ability_item_kaya_and_sange_spell_lifesteal_amp"				"%+เพิ่มอัตราสกิลดูดพลังชีวิต"

		
		"DOTA_Tooltip_ability_item_yasha_and_kaya_Lore"					"Yasha และ Kaya เมื่อนำมาคู่กันแล้วต่างก็แบ่งปันพลังกังวานตามธรรมชาติ"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_spell_amp"					"%+เพิ่มความเสียหายสกิล"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_mana_regen_multiplier"				"%+เพิ่มอัตราฟื้นฟูมานา"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_bonus_agility"							"+$agi"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_movement_speed_percent_bonus"			"%+$move_speed"
		"DOTA_Tooltip_ability_item_yasha_and_kaya_spell_lifesteal_amp"				"%+เพิ่มอัตราสกิลดูดพลังชีวิต"


		"DOTA_Tooltip_modifier_sange_buff"						"Maim"
		"DOTA_Tooltip_modifier_sange_buff_Description"			"เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% และโจมตีช้าลง %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% หน่วย"

		"DOTA_Tooltip_ability_item_heavens_halberd_Description"							"<h1>เรียกใช้: Disarm</h1>ทำให้เป้าหมายไม่สามารถโจมตีได้เป็นระยะเวลา %disarm_melee% วินาทีสำหรับเป้าหมายที่โจมตีระยะประชิด และ %disarm_range% วินาทีสำหรับเป้าหมายที่โจมตีระยะไกล<br><br>ระยะร่าย: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_heavens_halberd_Lore"								"ง้าวที่เคลื่อนไหวได้เร็วราวกับเป็นอาวุธขนาดเล็ก ทำให้ผู้ใช้สามารถเอาชนะการดวลที่อาวุธขนาดใหญ่ทั่วไปไม่มีทางชนะได้"
		"DOTA_Tooltip_ability_item_heavens_halberd_bonus_evasion"						"%+$evasion"
		"DOTA_Tooltip_ability_item_heavens_halberd_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_heavens_halberd_status_resistance"					"%+ความต้านทานสถานะ"
		"DOTA_Tooltip_ability_item_heavens_halberd_hp_regen_amp"							"%+เพิ่มอัตราฟื้นฟูและดูดพลังชีวิต"

		"DOTA_Tooltip_modifier_heavens_halberd_buff"						"Maim"
		"DOTA_Tooltip_modifier_heavens_halberd_buff_Description"			"เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% และโจมตีช้าลง %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% หน่วย"
		"DOTA_Tooltip_modifier_heavens_halberd_debuff"						"Disarm"
		"DOTA_Tooltip_modifier_heavens_halberd_debuff_Description"			"ถูกปลดอาวุธโดย Heaven's Halberd ไม่สามารถโจมตีได้"

		"DOTA_Tooltip_ability_item_sange_and_yasha_Note0"						"ความเร็วในการเคลื่อนที่ที่เพิ่มจากไอเท็ม Yasha หลาย ๆ ชิ้นไม่สามารถซ้อนทับกันได้"
		"DOTA_Tooltip_ability_item_sange_and_yasha_Lore"						"เมื่อ Sange และ Yasha ถูกปรับให้สอดคล้องโดยแสงจันทร์และใช้ร่วมกัน มันจะกลายเป็นการผสมผสานที่ทรงพลังมาก"
		"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_agility"				"+$agi"
		"DOTA_Tooltip_ability_item_sange_and_yasha_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_ability_item_sange_and_yasha_movement_speed_percent_bonus"	"%+$move_speed"		
		"DOTA_Tooltip_ability_item_sange_and_yasha_status_resistance"					"%+ความต้านทานสถานะ"
		"DOTA_Tooltip_ability_item_sange_and_yasha_hp_regen_amp"							"%+เพิ่มอัตราฟื้นฟูและดูดพลังชีวิต"
		
		"DOTA_Tooltip_modifier_sange_and_yasha_buff"			"Maim"
		"DOTA_Tooltip_modifier_sange_and_yasha_buff_Description" "เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% และโจมตีช้าลง %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% หน่วย"

		"DOTA_Tooltip_ability_item_satanic_Description"							"<h1>เรียกใช้: Unholy Rage</h1>เพิ่มอัตราการดูดพลังชีวิตเป็น %unholy_lifesteal_total_tooltip%%% เป็นระยะเวลา %unholy_duration% วินาที <br><br>ชนิดการลบล้าง: <span class=\"GameplayValues GameplayVariable\">การลบล้างพื้นฐาน</span> \n\n<h1>ติดตัว: Lifesteal</h1>ฟื้นฟูพลังชีวิตผู้โจมตีเป็นเปอร์เซ็นต์ของความเสียหายที่สร้าง การดูดพลังชีวิตจากครีปจะมีค่าลดลง %creep_lifesteal_reduction_pct%%%"
		"DOTA_Tooltip_ability_item_satanic_Lore"								"พลังอันมหาศาล แลกมาด้วยวิญญาณของคุณ"
		"DOTA_Tooltip_ability_item_satanic_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_satanic_bonus_damage"						"+$damage"
		"DOTA_Tooltip_ability_item_satanic_lifesteal_percent"					"%+$lifesteal"
		//"DOTA_Tooltip_ability_item_satanic_unholy_lifesteal_total_tooltip"		"%UNHOLY RAGE LIFESTEAL:"
		//"DOTA_Tooltip_ability_item_satanic_unholy_duration"					    "UNHOLY RAGE DURATION:"

		"DOTA_Tooltip_modifier_item_satanic_unholy"				"Unholy Rage"
		"DOTA_Tooltip_modifier_item_satanic_unholy_Description"			"ดูดพลังชีวิตเพิ่มขึ้น %dMODIFIER_PROPERTY_TOOLTIP%%%"
		
		"DOTA_Tooltip_ability_item_sheepstick_Description"						"<h1>เรียกใช้: Hex</h1>เปลี่ยนยูนิตเป้าหมายให้กลายเป็นสัตว์ไร้พิษสงเป็นเวลา %sheep_duration% วินาที เป้าหมายจะมีความเร็วในการเคลื่อนที่พื้นฐานเหลือ %sheep_movement_speed% หน่วย และถูกใบ้ ไม่สามารถใช้ไอเท็ม และไม่สามารถโจมตีได้<br>หากเป้าหมายเป็นร่างเงาจะถูกทำลายในทันที<br><br>ระยะร่าย: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_sheepstick_Note0"							"ความเร็วในการเคลื่อนที่พื้นฐานของเป้าหมายจะเหลือเพียง %sheep_movement_speed% หน่วย แต่บัฟที่มอบความเร็วในการเคลื่อนที่สูงสุดจะไม่ถูกยกเลิก"
		"DOTA_Tooltip_ability_item_sheepstick_Lore"								"โบราณวัตถุที่ได้รับการพิทักษ์อย่างหนาแน่นที่สุดโดย The cult of Vyse มันเป็นอาวุธที่เหล่าจอมเวทต่างปรารถนามากที่สุด"
		"DOTA_Tooltip_ability_item_sheepstick_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_sheepstick_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_sheepstick_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_sheepstick_bonus_mana_regen"					"+$mana_regen"
		//"DOTA_Tooltip_ability_item_sheepstick_sheep_duration"					"HEX DURATION:"

		"DOTA_Tooltip_modifier_sheepstick_debuff"				"Pigged"
		"DOTA_Tooltip_modifier_sheepstick_debuff_Description"	"คุณเป็นหมู ไม่สามารถโจมตีหรือใช้สกิลได้"

		"DOTA_Tooltip_ability_item_shivas_guard_Description"					"<h1>เรียกใช้: Arctic Blast</h1> ปล่อยคลื่นพลังเยือกแข็งที่สร้างความเสียหายทางเวทมนตร์ %blast_damage% หน่วยแก่ศัตรู และลดความเร็วในการเคลื่อนที่ %blast_movement_speed%%% เป็นระยะเวลา %blast_debuff_duration% วินาที<br><br>รัศมี: %blast_radius%\n\n<h1>ติดตัว: Freezing Aura</h1> ลดความเร็วในการโจมตีของศัตรูทั้งหมด %aura_attack_speed% หน่วย และลดการรักษา อัตราฟื้นฟูพลังชีวิต และการดูดพลังชีวิตทั้งหมด %hp_regen_degen_aura%%% <br><br>รัศมี: %aura_radius%"
		"DOTA_Tooltip_ability_item_shivas_guard_Lore"							"ร่ำลือกันว่าเคยเป็นของเทพธิดา ทุกวันนี้มันก็ยังทรงพลังอยู่เช่นเดิม"
		"DOTA_Tooltip_ability_item_shivas_guard_Note0"							"วงคลื่นจะขยายตัวออกด้วยความเร็ว %blast_speed% หน่วย จนมีขนาดวงกว้างเต็มที่ %blast_radius% หน่วย"
		"DOTA_Tooltip_ability_item_shivas_guard_Note1"							"รัศมีระเบิดของ Arctic Blast ติดตามผู้ที่ร่าย"
		"DOTA_Tooltip_ability_item_shivas_guard_Note2" 							"ผลของ Freezing Aura จากหลายแหล่งไม่สามารถซ้อนทับกันได้"
		"DOTA_Tooltip_ability_item_shivas_guard_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_shivas_guard_bonus_armor"					"+$armor"
		//"DOTA_Tooltip_ability_item_shivas_guard_aura_attack_speed"				"AURA ATTACK SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_blast_damage"					"BLAST DAMAGE:"
		//"DOTA_Tooltip_ability_item_shivas_guard_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
		//"DOTA_Tooltip_ability_item_shivas_guard_blast_debuff_duration"			"BLAST SLOW DURATION:"
		//"DOTA_Tooltip_ability_item_shivas_guard_blast_radius"						"BLAST RADIUS:"
		
		"DOTA_Tooltip_modifier_item_shivas_guard_aura"				"Freezing Aura"
		"DOTA_Tooltip_modifier_item_shivas_guard_aura_Description"	"ความเร็วในการโจมตีลดลง %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% หน่วย และอัตราฟื้นฟู %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%"
