"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"ฮ้า ฮ่า ฮาฮ่าฮ่าฮาฮะฮะฮ่ะฮ่ะฮ่ะฮ่ะ!"
"dota_chatwheel_message_phoenix_4"	"ขันโมโห"
"[english]dota_chatwheel_message_phoenix_4"	"Angry Squawk"
"dota_chatwheel_label_phoenix_4"	"ขันโมโห"
"[english]dota_chatwheel_label_phoenix_4"	"Angry Squawk"
"dota_chatwheel_message_phoenix_5"	"ขันพอใจ"
"[english]dota_chatwheel_message_phoenix_5"	"Contented Squawk"
"dota_chatwheel_label_phoenix_5"	"ขันพอใจ"
"[english]dota_chatwheel_label_phoenix_5"	"Contented Squawk"
"dota_chatwheel_message_oracle_laugh"	"ฮี่ ฮ่า ฮ่า ฮี่ ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_oracle_laugh"	"He ha ha he ha ha!"
"dota_chatwheel_label_oracle_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_oracle_laugh"	"Laugh"
"dota_chatwheel_message_oracle_deny"	"ข้าอยากตาย"
"[english]dota_chatwheel_message_oracle_deny"	"I want to die."
"dota_chatwheel_label_oracle_deny"	"ข้าอยากตาย"
"[english]dota_chatwheel_label_oracle_deny"	"I want to die."
"dota_chatwheel_message_oracle_1"	"ข้าเห็นนะ"
"[english]dota_chatwheel_message_oracle_1"	"I saw that."
"dota_chatwheel_label_oracle_1"	"ข้าเห็นนะ"
"[english]dota_chatwheel_label_oracle_1"	"I saw that."
"dota_chatwheel_message_oracle_2"	"ข้าผวาเลยรู้ไหม ผวามาก!"
"[english]dota_chatwheel_message_oracle_2"	"I am shocked. Shocked!"
"dota_chatwheel_label_oracle_2"	"ข้าผวา"
"[english]dota_chatwheel_label_oracle_2"	"I am shocked."
"dota_chatwheel_message_arc_warden_laugh"	"ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม ฮื้ม"
"[english]dota_chatwheel_message_arc_warden_laugh"	"Hm hm hm hm hm hm hm hm hm hm hm hm hm hm hm."
"dota_chatwheel_label_arc_warden_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_arc_warden_laugh"	"Laugh"
"dota_chatwheel_message_arc_warden_deny"	"อย่าเห็นแก่ตัว"
"[english]dota_chatwheel_message_arc_warden_deny"	"Do not be selfish."
"dota_chatwheel_label_arc_warden_deny"	"อย่าเห็นแก่ตัว"
"[english]dota_chatwheel_label_arc_warden_deny"	"Do not be selfish."
"dota_chatwheel_message_arc_warden_1"	"จับได้แล้ว"
"[english]dota_chatwheel_message_arc_warden_1"	"Busted."
"dota_chatwheel_label_arc_warden_1"	"จับได้แล้ว"
"[english]dota_chatwheel_label_arc_warden_1"	"Busted."
"dota_chatwheel_message_arc_warden_2"	"เจ้าทำอะไรลงไป?"
"[english]dota_chatwheel_message_arc_warden_2"	"What have you done?"
"dota_chatwheel_label_arc_warden_2"	"เจ้าทำอะไรลงไป?"
"[english]dota_chatwheel_label_arc_warden_2"	"What have you done?"
"dota_chatwheel_message_winter_wyvern_laugh"	"ฮ้า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_winter_wyvern_laugh"	"Ah ha ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_winter_wyvern_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_winter_wyvern_laugh"	"Laugh"
"dota_chatwheel_message_winter_wyvern_thank"	"วิเศษ!"
"[english]dota_chatwheel_message_winter_wyvern_thank"	"Wonderful!"
"dota_chatwheel_label_winter_wyvern_thank"	"วิเศษ"
"[english]dota_chatwheel_label_winter_wyvern_thank"	"Wonderful."
"dota_chatwheel_message_winter_wyvern_deny"	"เย็นไว้นะหนู"
"[english]dota_chatwheel_message_winter_wyvern_deny"	"Chill, baby."
"dota_chatwheel_label_winter_wyvern_deny"	"เย็นไว้นะหนู"
"[english]dota_chatwheel_label_winter_wyvern_deny"	"Chill, baby."
"dota_chatwheel_message_winter_wyvern_1"	"ไม่ฉลาดเลยนะ!"
"[english]dota_chatwheel_message_winter_wyvern_1"	"That was not wise!"
"dota_chatwheel_label_winter_wyvern_1"	"ไม่ฉลาดเลยนะ"
"[english]dota_chatwheel_label_winter_wyvern_1"	"That was not wise."
"dota_chatwheel_message_winter_wyvern_2"	"โธ่ น่าสงสาร"
"[english]dota_chatwheel_message_winter_wyvern_2"	"Poor dear."
"dota_chatwheel_label_winter_wyvern_2"	"โธ่ น่าสงสาร"
"[english]dota_chatwheel_label_winter_wyvern_2"	"Poor dear."
"dota_chatwheel_message_winter_wyvern_3"	"จงอย่าได้ถามไวเวิร์นว่าเพราะเหตุใด"
"[english]dota_chatwheel_message_winter_wyvern_3"	"Never ask a wyvern why."
"dota_chatwheel_label_winter_wyvern_3"	"จงอย่าได้ถามไวเวิร์นว่าเพราะเหตุใด"
"[english]dota_chatwheel_label_winter_wyvern_3"	"Never ask a wyvern why."
"dota_chatwheel_message_winter_wyvern_4"	"สมควรเป็นอย่างยิ่ง!"
"[english]dota_chatwheel_message_winter_wyvern_4"	"Well deserved!"
"dota_chatwheel_label_winter_wyvern_4"	"สมควรเป็นอย่างยิ่ง"
"[english]dota_chatwheel_label_winter_wyvern_4"	"Well deserved."
"dota_chatwheel_message_winter_wyvern_5"	"อาห์ ข้าไม่เคยรู้สึกดีแบบนี้มาก่อน! อะฮะฮึฮืม!"
"[english]dota_chatwheel_message_winter_wyvern_5"	"Ah, I've never felt this good! Ah ha ha ha ha!"
"dota_chatwheel_label_winter_wyvern_5"	"ไม่เคยรู้สึกดีแบบนี้มาก่อน!"
"[english]dota_chatwheel_label_winter_wyvern_5"	"Never felt this good!"
"dota_chatwheel_message_monkey_king_laugh"	"ฮ้า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า วู้ฮู่ฮู่ฮู่ โห่ววว หี้ววว"
"[english]dota_chatwheel_message_monkey_king_laugh"	"Ah ha ha ha ha ha. Woohoohoohoo. Ohhh heee."
"dota_chatwheel_label_monkey_king_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_monkey_king_laugh"	"Laugh"
"dota_chatwheel_message_monkey_king_thank"	"นี่จะต้องได้ผล"
"[english]dota_chatwheel_message_monkey_king_thank"	"This'll work."
"dota_chatwheel_label_monkey_king_thank"	"นี่จะต้องได้ผล"
"[english]dota_chatwheel_label_monkey_king_thank"	"This'll work."
"dota_chatwheel_message_monkey_king_deny"	"ข้าชักจะรู้สึกดีขึ้นมาแล้วสิ"
"[english]dota_chatwheel_message_monkey_king_deny"	"I feel better already."
"dota_chatwheel_label_monkey_king_deny"	"ข้าชักจะรู้สึกดีขึ้นมาแล้วสิ"
"[english]dota_chatwheel_label_monkey_king_deny"	"I feel better already."
"dota_chatwheel_message_monkey_king_1"	"โอ้ เดี๋ยวข้าจะไปแจกลายเซ็นหน้าทางออกนะ"
"[english]dota_chatwheel_message_monkey_king_1"	"Ohh, I'll be signing autographs out front."
"dota_chatwheel_label_monkey_king_1"	"แจกลายเซ็น"
"[english]dota_chatwheel_label_monkey_king_1"	"Signing autographs"
"dota_chatwheel_message_monkey_king_2"	"โอเค อันนั้นคิดไม่ถึงมาก่อน"
"[english]dota_chatwheel_message_monkey_king_2"	"Ok, that was unexpected."
"dota_chatwheel_label_monkey_king_2"	"โอเค อันนั้นคิดไม่ถึงมาก่อน.."
"[english]dota_chatwheel_label_monkey_king_2"	"Ok, that was unexpected.."
"dota_chatwheel_message_monkey_king_3"	"ก็ได้"
"[english]dota_chatwheel_message_monkey_king_3"	"Alright."
"dota_chatwheel_label_monkey_king_3"	"ก็ได้"
"[english]dota_chatwheel_label_monkey_king_3"	"Alright."
"dota_chatwheel_message_monkey_king_4"	"ข้าจะแกล้งทำเป็นว่านี่ไม่ได้ทำให้ข้าสนุก"
"[english]dota_chatwheel_message_monkey_king_4"	"I'll pretend I didn't enjoy this."
"dota_chatwheel_label_monkey_king_4"	"ข้าจะแกล้งทำเป็นว่านี่ไม่ได้ทำให้ข้าสนุก"
"[english]dota_chatwheel_label_monkey_king_4"	"I'll pretend I didn't enjoy this."
"dota_chatwheel_message_monkey_king_5"	"มันจบลงตั้งแต่ก่อนเริ่มแล้ว"
"[english]dota_chatwheel_message_monkey_king_5"	"This was over before it started."
"dota_chatwheel_label_monkey_king_5"	"จบลงตั้งแต่ก่อนเริ่ม"
"[english]dota_chatwheel_label_monkey_king_5"	"Over before it started."
"dota_chatwheel_message_dark_willow_laugh"	"ฮ่าฮ่าฮ่า ฮะฮ่าฮ่า ฮะฮ่าฮ่า ฮ้าฮ่าฮ่าฮ่าฮ่าฮ่าา!"
"[english]dota_chatwheel_message_dark_willow_laugh"	"Hahaha ahaha ahaha ahhahahahahaa!"
"dota_chatwheel_label_dark_willow_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_dark_willow_laugh"	"Laugh"
"dota_chatwheel_message_dark_willow_thank"	"นี่แหละคือสิ่งที่ข้ารอคอย"
"[english]dota_chatwheel_message_dark_willow_thank"	"Just what I was waiting for."
"dota_chatwheel_label_dark_willow_thank"	"นี่แหละคือสิ่งที่ข้ารอคอย"
"[english]dota_chatwheel_label_dark_willow_thank"	"Just what I was waiting for."
"dota_chatwheel_message_dark_willow_deny"	"บอกตามตรงเลยนะ ข้าก็คิดไม่ถึงมาก่อน"
"[english]dota_chatwheel_message_dark_willow_deny"	"I won't lie, that was unexpected..."
"dota_chatwheel_label_dark_willow_deny"	"คิดไม่ถึงมาก่อน"
"[english]dota_chatwheel_label_dark_willow_deny"	"That was unexpected"
"dota_chatwheel_message_dark_willow_1"	"ไม่ ก็คือ... ไม่"
"[english]dota_chatwheel_message_dark_willow_1"	"No. Just... no."
"dota_chatwheel_label_dark_willow_1"	"ไม่ ก็คือ... ไม่"
"[english]dota_chatwheel_label_dark_willow_1"	"No. Just... no."
"dota_chatwheel_message_dark_willow_2"	"ไม่เคยมีหวังอยู่แล้ว..."
"[english]dota_chatwheel_message_dark_willow_2"	"Never had a chance..."
"dota_chatwheel_label_dark_willow_2"	"ไม่เคยมีหวังอยู่แล้ว"
"[english]dota_chatwheel_label_dark_willow_2"	"Never had a chance."
"dota_chatwheel_message_dark_willow_3"	"โอ้โห อย่ารำคาญข้าเลย ข้าก็แค่นางฟ้าตัวจิ๋ว บินตัวปลิวทำธุระไปตามประสา"
"[english]dota_chatwheel_message_dark_willow_3"	"Oh-ho. Don't mind me. Just a wee fairy going about her business."
"dota_chatwheel_label_dark_willow_3"	"อย่ารำคาญข้าเลย"
"[english]dota_chatwheel_label_dark_willow_3"	"Don't mind me."
"dota_chatwheel_message_dark_willow_4"	"ข้าไม่รู้ว่าข้าคาดหวังอะไรเหมือนกัน"
"[english]dota_chatwheel_message_dark_willow_4"	"I don't know what I was expecting."
"dota_chatwheel_label_dark_willow_4"	"ไม่รู้ว่าข้าคาดหวังอะไรเหมือนกัน"
"[english]dota_chatwheel_label_dark_willow_4"	"Don't know what I was expecting."
"dota_chatwheel_message_dark_willow_5"	"นี่มันไม่เข้าท่าเลยสักนิด"
"[english]dota_chatwheel_message_dark_willow_5"	"This makes absolutely no sense."
"dota_chatwheel_label_dark_willow_5"	"ไม่เข้าท่า"
"[english]dota_chatwheel_label_dark_willow_5"	"Makes no sense."
"dota_chatwheel_message_pangolier_laugh"	"ฮ้าาาา ฮ่า ฮ่าฮ่าฮ่าฮ่า ฮ่าฮ่าฮ่าาา ฮู้วว"
"[english]dota_chatwheel_message_pangolier_laugh"	"Aaaah ha hahahaha hahahaaa huu."
"dota_chatwheel_label_pangolier_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_pangolier_laugh"	"Laugh"
"dota_chatwheel_message_pangolier_thank"	"นั่นตั้งใจหรือเปล่าน่ะ? ดูเหมือนตั้งใจนะ"
"[english]dota_chatwheel_message_pangolier_thank"	"Was that intentional? It looked intentional."
"dota_chatwheel_label_pangolier_thank"	"นั่นตั้งใจหรือเปล่าน่ะ?"
"[english]dota_chatwheel_label_pangolier_thank"	"Was that intentional?"
"dota_chatwheel_message_pangolier_1"	"ครั้งหน้าพยายามขึ้นอีกหน่อยนะ..."
"[english]dota_chatwheel_message_pangolier_1"	"Try a bit harder next time..."
"dota_chatwheel_label_pangolier_1"	"พยายามขึ้นอีกหน่อยนะ"
"[english]dota_chatwheel_label_pangolier_1"	"Try Harder"
"dota_chatwheel_message_pangolier_2"	"นั่นดูไม่ค่อยดีเลยนะ"
"[english]dota_chatwheel_message_pangolier_2"	"That does not look good."
"dota_chatwheel_label_pangolier_2"	"ดูไม่ค่อยดีนะ"
"[english]dota_chatwheel_label_pangolier_2"	"Not look good"
"dota_chatwheel_message_pangolier_3"	"ปี๊น ปี๊น!"
"[english]dota_chatwheel_message_pangolier_3"	"Beep Beep!"
"dota_chatwheel_label_pangolier_3"	"ปี๊น ปี๊น!"
"[english]dota_chatwheel_label_pangolier_3"	"Beep Beep!"
"dota_chatwheel_message_pangolier_5"	"แล้วทั้งหมดนี้เป็นความผิดเจ้าเองหรอกหรือ?"
"[english]dota_chatwheel_message_pangolier_5"	"So this whole mess is all your fault?"
"dota_chatwheel_label_pangolier_5"	"ทั้งหมดเป็นความผิดเจ้าหรือ?"
"[english]dota_chatwheel_label_pangolier_5"	"All your fault?"
"dota_chatwheel_message_grimstroke_laugh"	"ฮ่ะ ฮ่ะ ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่าาา!"
"[english]dota_chatwheel_message_grimstroke_laugh"	"Huh huh ha ha ha ha ha ha ha haaa!"
"dota_chatwheel_label_grimstroke_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_grimstroke_laugh"	"Laugh"
"dota_chatwheel_message_grimstroke_thank"	"โอ้ นี่มันจะดีเกินไปแล้ว!"
"[english]dota_chatwheel_message_grimstroke_thank"	"Oh, that is too good!"
"dota_chatwheel_label_grimstroke_thank"	"โอ้ นี่มันจะดีเกินไปแล้ว!"
"[english]dota_chatwheel_label_grimstroke_thank"	"Oh, that is too good!"
"dota_chatwheel_message_grimstroke_deny"	"แม้เจ้าตาย แต่ความล้มเหลวของเจ้ายังคงดำเนินอยู่ต่อไป..."
"[english]dota_chatwheel_message_grimstroke_deny"	"You die, yet your failure lives on..."
"dota_chatwheel_label_grimstroke_deny"	"แม้เจ้าตาย แต่ความล้มเหลวของเจ้า..."
"[english]dota_chatwheel_label_grimstroke_deny"	"You die, yet your failure..."
"dota_chatwheel_message_grimstroke_1"	"กว่าเจ้าจะคิดได้ก็สายเสียแล้ว..."
"[english]dota_chatwheel_message_grimstroke_1"	"You should have known better..."
"dota_chatwheel_label_grimstroke_1"	"กว่าเจ้าจะคิดได้ก็สายเสียแล้ว..."
"[english]dota_chatwheel_label_grimstroke_1"	"You should have known better..."
"dota_chatwheel_message_grimstroke_2"	"พวกโง่เขลาเศร้าหมองพวกนี้ไม่รู้อะไรเสียเลย..."
"[english]dota_chatwheel_message_grimstroke_2"	"These wretched fools have no idea..."
"dota_chatwheel_label_grimstroke_2"	"พวกโง่เขลาเศร้าหมองพวกนี้..."
"[english]dota_chatwheel_label_grimstroke_2"	"These wretched fools..."
"dota_chatwheel_message_grimstroke_3"	"รู้จักที่ต่ำที่สูงบ้าง"
"[english]dota_chatwheel_message_grimstroke_3"	"Know your place."
"dota_chatwheel_label_grimstroke_3"	"รู้จักที่ต่ำที่สูงบ้าง"
"[english]dota_chatwheel_label_grimstroke_3"	"Know your place."
"dota_chatwheel_message_grimstroke_4"	"เจ้านี่มีความคิดเหมือนเด็กน้อย!"
