"lang"
{ 
	"Language" "polish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"pkt. zdrowia"					// $health
		"dota_ability_variable_mana"				"pkt. many"						// $mana
		"dota_ability_variable_armor"				"pkt. pancerza"						// $armor
		"dota_ability_variable_damage"				"pkt. obrażeń"					// $damage
		"dota_ability_variable_str"					"pkt. Siły"					// $str
		"dota_ability_variable_int"					"pkt. Inteligencji"				// $int
		"dota_ability_variable_agi"					"pkt. Zręczności"					// $agi
		"dota_ability_variable_all"					"pkt. wszystkich atrybutów"			// $all
		"dota_ability_variable_primary_attribute"	"pkt. głównego atrybutu"			// $primary_attribute
		"dota_ability_variable_attack"				"jedn. szybkości ataku"				// $attack
		"dota_ability_variable_hp_regen"			"pkt. regeneracji zdrowia"			// $hp_regen
"dota_ability_variable_mana_regen"			"pkt. regeneracji many"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"jedn. aury regeneracji many"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"obrażeń od czarów"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"czasu trwanie negatywnych efektów"			// $debuff_amp
		"dota_ability_variable_move_speed"			"szybkości ruchu"			// $move_speed
		"dota_ability_variable_evasion"				"szansy na unik"					// $evasion
		"dota_ability_variable_spell_resist"		"odporności na magię"			// $spell_resist
"dota_ability_variable_spell_lifesteal_creep"	"kradzieży zdrowia z czarów (creepy)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"kradzieży zdrowia z czarów (bohaterowie)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"pkt. wybranego atrybutu"		// $selected_attribute
		"dota_ability_variable_attack_range"		"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko dla dystansowych)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko walczący wręcz)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"zasięgu rzutu"				// $cast_range
		"dota_ability_variable_status_resist"		"odporności na statusy"			// $status_resist
		"dota_ability_variable_projectile_speed"	"jedn. szybkości pocisku"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"redukcji kosztów many"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Skrócenie czasów oczekiwania"		// $cooldown_reduction 

		//ATTRIBUTES
		"DOTA_Tooltip_ability_item_glimmer_cape_bonus_magical_armor"			"%+$spell_resist"
		//"DOTA_Tooltip_ability_item_glimmer_cape_fade_delay"						"GLIMMER FADE TIME:"
		//"DOTA_Tooltip_ability_item_glimmer_cape_active_magical_armor"		"%GLIMMER MAGIC RESISTANCE:"	
		//"DOTA_Tooltip_ability_item_glimmer_cape_duration"				"GLIMMER DURATION:"
		"DOTA_Tooltip_ability_item_glimmer_cape_Lore"					"Peleryna skradziona iluzjoniście-mistrzowi."
		
		"DOTA_Tooltip_ability_item_red_mist_Description"						"text."
		"DOTA_Tooltip_ability_item_red_mist_Lore"						"Lore."	
		
		"DOTA_Tooltip_ability_item_octarine_core_cast_range_bonus"             "+$cast_range"	
		"DOTA_Tooltip_ability_item_octarine_core_bonus_mana_regen"                "+$mana_regen"
		"DOTA_Tooltip_ability_item_octarine_core_bonus_health"				"+$health"
		"DOTA_Tooltip_ability_item_octarine_core_bonus_mana"				"+$mana"
		"DOTA_Tooltip_ability_item_octarine_core_Lore"						"We wnętrzu czarodziejstwa znajdują się widma, które wyczuć mogą tylko bardzo obdarowani."
		
		"DOTA_Tooltip_ability_item_enchanted_mango_Description"						"<h1>Użycie: Eat Mango</h1> Natychmiastowo przywraca %replenish_amount% pkt. many.<br><br>Zasięg: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_enchanted_mango_Note0"                       "Przytrzymaj Ctrl, by użyć na pobliskim sojuszniku."
		"DOTA_Tooltip_ability_item_enchanted_mango_hp_regen"					"+$hp_regen"
		//"DOTA_Tooltip_ability_item_enchanted_mango_replenish_amount"					"MANA RESTORED:"
		"DOTA_Tooltip_ability_item_enchanted_mango_Lore"						"Słodko-gorzkimi smakami wyspy Jidi warto się delektować."
		
		"DOTA_Tooltip_ability_item_iron_talon_Description"						"<h1>Aktywna: Chop</h1>Usuwa %creep_damage_pct%%% obecnego zdrowia wybranej jednostce niebędącej bohaterem.<br><br>Użycie na drzewie sprawi, że cel zostanie natychmiast zniszczony.<br><br>Zasięg (jednostka): %abilitycastrange%<br>Zasięg (drzewo): %abilitycastrange%"
		"DOTA_Tooltip_ability_item_iron_talon_Note0"						    "Czas oczekiwania po użyciu na drzewie wynosi 4 sekundy."
		"DOTA_Tooltip_ability_item_iron_talon_bonus_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_iron_talon_bonus_attack_speed"					"+$attack"
		//"DOTA_Tooltip_ability_item_iron_talon_damage_bonus"						"QUELL MELEE DAMAGE:"
		//"DOTA_Tooltip_ability_item_iron_talon_damage_bonus_ranged"              "QUELL RANGED DAMAGE:"
		//"DOTA_Tooltip_ability_item_iron_talon_abilitycastrange"			"CAST RANGE:"
		//"DOTA_Tooltip_ability_item_iron_talon_cast_range_ward"			        "CAST RANGE ON WARDS:"
		"DOTA_Tooltip_ability_item_iron_talon_Lore"								"Prosta, lecz efektywna broń, którą stworzono do stłumienia powstania hellbearów."

		"DOTA_Tooltip_ability_item_lotus_orb_Description"						"<h1>Aktywna: Echo Shell</h1>Nakłada na cel tarczę trwającą %active_duration% s, która ponownie rzuca większość czarów skierowanych przeciwko konkretnym jednostkom. Celem ataku tych umiejętności jest osoba, która ich użyła. <br><br>Jednostka z tarczą nadal będzie otrzymywać obrażenia od umiejętności.<br><br>Zasięg: %abilitycastrange%<br>Typ rozproszenia: <span class=\"GameplayValues GameplayVariable\">zwykłe</span>"
		"DOTA_Tooltip_ability_item_lotus_orb_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_lotus_orb_bonus_health_regen"		"+$hp_regen"
		"DOTA_Tooltip_ability_item_lotus_orb_bonus_mana_regen"		"+$mana_regen"
		"DOTA_Tooltip_ability_item_lotus_orb_bonus_mana"		    "+$mana"
		//"DOTA_Tooltip_ability_item_lotus_orb_active_duration"				"ECHO DURATION:"
		//"DOTA_Tooltip_ability_item_lotus_orb_abilitycastrange"			"ECHO CAST RANGE:"
		"DOTA_Tooltip_ability_item_lotus_orb_Lore"						"W samym środku klejnotu wciąż widać delikatne odbicie jego twórcy."
		
		"DOTA_Tooltip_modifier_item_lotus_orb_active"		"Echo Shell"
		"DOTA_Tooltip_modifier_item_lotus_orb_active_Description"		"Większość czarów celowanych zostanie użyta ponownie w kierunku rzucającego."


		"DOTA_Tooltip_ability_item_nightfall_striders_Description"						"text."
		"DOTA_Tooltip_ability_item_nightfall_striders_Lore"						"Lore."
		
		"DOTA_Tooltip_ability_item_guardian_greaves_bonus_movement"			"+$move_speed"
		"DOTA_Tooltip_ability_item_guardian_greaves_bonus_mana"				"+$mana"		
		"DOTA_Tooltip_ability_item_guardian_greaves_bonus_armor"			"+$armor"		
		//"DOTA_Tooltip_ability_item_guardian_greaves_aura_health_regen"		"AURA HEALTH REGEN:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_aura_armor"				"AURA ARMOR:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_aura_bonus_threshold"	"%AURA BOOST THRESHOLD:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_aura_health_regen_bonus"	"AURA BOOST HEALTH REGEN:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_aura_armor_bonus"			"AURA BOOST ARMOR:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_replenish_health"			"MEND HEAL:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_replenish_mana"			"MEND MANA RESTORE:"
		//"DOTA_Tooltip_ability_item_guardian_greaves_replenish_radius"		"AURA/MEND RADIUS:"
		"DOTA_Tooltip_ability_item_guardian_greaves_Lore"						"Jeden z wielu świętych przyrządów, służących oddawaniu czci Wszechwiedzącemu."
		"DOTA_Tooltip_ability_item_guardian_greaves_Note0"				"Wzmocnienie aury działa tylko na bohaterów."
		
		"DOTA_Tooltip_modifier_item_guardian_greaves_aura"		"Guardian Aura"
		"DOTA_Tooltip_ability_item_bounty_pact_Description"						"text."
		"DOTA_Tooltip_ability_item_bounty_pact_Lore"						"Lore."
		
		"DOTA_Tooltip_ability_item_solar_crest_Description"					"<h1>Aktywna: Shine</h1>Przy użyciu na sojuszniku zapewnia mu %bonus_armor% pkt. pancerza, %target_attack_speed% jednostek szybkości ataku i %target_movement_speed%%% szybkości ruchu. Przy użyciu na wrogu traci on %bonus_armor% pkt. pancerza, %target_attack_speed% jednostek szybkości ataku i %target_movement_speed%%% szybkości ruchu. <br><br>Użycie umiejętności tymczasowo usuwa premię do pancerza z Solar Crest.<br><br> Nie można używać na wrogach niewrażliwych na czary.<br><br> Zasięg: %abilitycastrange%"	
		"DOTA_Tooltip_ability_item_solar_crest_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_solar_crest_bonus_all_stats"				"+$all"
		"DOTA_Tooltip_ability_item_solar_crest_self_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_solar_crest_bonus_mana_regen_pct"		"+$mana_regen"
		"DOTA_Tooltip_ability_item_solar_crest_Lore"						"Talizman wykuty dla uczczenia dziennego nieba."

		"DOTA_Tooltip_modifier_item_solar_crest_armor_reduction"		"Solar Crest"
		"DOTA_Tooltip_modifier_item_solar_crest_armor_reduction_Description"		"Redukcja pancerza o %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% pkt., szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jedn."
		"DOTA_Tooltip_modifier_item_solar_crest_armor_addition"		"Solar Crest"
		"DOTA_Tooltip_modifier_item_solar_crest_armor_addition_Description"		"Zwiększenie pancerza o %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% pkt., szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jedn."

		
		"DOTA_Tooltip_ability_item_rune_breaker_Description"						"text."
		"DOTA_Tooltip_ability_item_rune_breaker_Lore"						"Lore."
		
		"DOTA_Tooltip_ability_item_natures_mend_Description"						"text."
		"DOTA_Tooltip_ability_item_natures_mend_Lore"						"Lore."
		
		"DOTA_Tooltip_ability_item_blinders_Description"					"text."
		"DOTA_Tooltip_ability_item_blinders_Lore"							"Lore."
		
		"DOTA_Tooltip_ability_item_javelin_Description"							"<h1>Pasywna: Pierce</h1>Każdy atak posiada %bonus_chance%%% szansy na bycie niemożliwym do uniknięcia i zadanie dodatkowych %bonus_chance_damage% pkt. obrażeń magicznych."
		"DOTA_Tooltip_ability_item_javelin_Lore"							"Dość zwyczajna włócznia potrafiąca czasem przebić pancerz wroga."
		//"DOTA_Tooltip_ability_item_javelin_bonus_chance"						"%CHANCE TO PIERCE:"
		//"DOTA_Tooltip_ability_item_javelin_bonus_chance_damage"					"PIERCE DAMAGE:"
		
		"DOTA_Tooltip_ability_item_lesser_crit_Description"						"<h1>Pasywna: Critical Strike</h1>Każdy atak posiada %crit_chance%%% szansy na zadanie %crit_multiplier%%% obrażeń."
		"DOTA_Tooltip_ability_item_lesser_crit_Note0" 							"Critical Strike nie działa przeciwko budynkom."

		"DOTA_Tooltip_ability_item_lesser_crit_Lore"							"Ostrze wykute z rzadkich kryształów. Wyszukuje słabe punkty w pancerzu wroga."
		//"DOTA_Tooltip_ability_item_lesser_crit_crit_chance"						"%CRITICAL CHANCE:"
		//"DOTA_Tooltip_ability_item_lesser_crit_crit_multiplier"					"%CRITICAL DAMAGE:"
		"DOTA_Tooltip_ability_item_lesser_crit_bonus_damage"					"+$damage"
		
		"DOTA_Tooltip_ability_item_lifesteal_Lore"								"Maska wysysająca energię z każdego, na kogo padnie jej spojrzenie."
"DOTA_Tooltip_ability_item_voodoo_mask_Lore"						"Maska dostrojona, by sączyć z tajemnych oków, które przechodzą między rzucającym a przeciwnikiem."
		"DOTA_Tooltip_ability_item_mask_of_dispair_Description"					"."
		
		"DOTA_Tooltip_ability_item_sphere_Description"							"<h1>Pasywna: Spellblock</h1>Raz na %block_cooldown% s blokuje większość czarów rzucanych bezpośrednio na posiadacza.\n<h1>Po aktywacji: Transfer Spellblock</h1>Tymczasowo pozbawia posiadacza przedmiotu efektu Spellblock i przekazuje go sojuszniczej jednostce na %block_cooldown% s.<br><br>Zasięg: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_sphere_Lore"									"Ta magiczna kula niegdyś ochroniła jednego z najbardziej znanych bohaterów w historii."
		"DOTA_Tooltip_ability_item_sphere_bonus_all_stats"						"+$all"
		"DOTA_Tooltip_ability_item_sphere_bonus_health_regen"					"+$hp_regen"	
		"DOTA_Tooltip_ability_item_sphere_bonus_mana_regen"						"+$mana_regen"
		


		"DOTA_Tooltip_modifier_item_sphere_target"			"Linken's Sphere – Spell Block"
		"DOTA_Tooltip_modifier_item_sphere_target_Description"			"Następny czar działający na wskazaną jednostkę zostanie zablokowany."

		"DOTA_Tooltip_ability_item_maelstrom_Description"						"<h1>Pasywna: Chain Lightning</h1>Przyznaje %chain_chance%%% szansy na wypuszczenie przy ataku pioruna, który przeskakuje pomiędzy %chain_strikes% celami w promieniu %chain_radius% jednostek, zadając każdemu z nich %chain_damage% pkt. obrażeń magicznych. Pioruna nie można uniknąć."
		"DOTA_Tooltip_ability_item_maelstrom_Lore"								"Młot wykuty dla samych bogów. Maelstrom pozwala swojemu właścicielowi ujarzmić moc piorunów."
		"DOTA_Tooltip_ability_item_maelstrom_bonus_damage"						"+$damage"
		//"DOTA_Tooltip_ability_item_maelstrom_chain_chance"						"%CHAIN CHANCE:"
		//"DOTA_Tooltip_ability_item_maelstrom_chain_damage"						"CHAIN DAMAGE:"
		//"DOTA_Tooltip_ability_item_maelstrom_chain_strikes"							"CHAIN TARGETS:"
		//"DOTA_Tooltip_ability_item_maelstrom_chain_radius"							"CHAIN LEAP RADIUS:"		

		"DOTA_Tooltip_ability_item_gungir_Description"						"<h1>Aktywna: Eternal Chains</h1>Ukorzenia wszystkich wrogów wokół wybranego miejsca o promieniu %radius% jednostek na %duration% s i zadaje %active_damage% pkt. obrażeń.<br><br>Zasięg: %abilitycastrange% \n\n<h1>Pasywna: Chain Lightning</h1>Przyznaje %chain_chance%%% szansy na wypuszczenie pioruna, który przeskakuje pomiędzy %chain_strikes% celami w promieniu %chain_radius% jednostek, zadając każdemu z nich %chain_damage% pkt. obrażeń magicznych. Pioruna nie można uniknąć."
		"DOTA_Tooltip_ability_item_gungir_Lore"								"Okowy wykute w niemożliwy sposób w celu spętania starożytnego zła."
		"DOTA_Tooltip_ability_item_gungir_bonus_damage"						"+$damage"
		"DOTA_Tooltip_ability_item_gungir_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_gungir_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_gungir_bonus_agility"					"+$agi"

		"DOTA_Tooltip_ability_item_warhammer_Description"					"<h1>Aktywna: Warhammer</h1>Zadaje %damage% pkt. obrażeń i redukuje pancerz celu o %armor_reduction% pkt. na %duration% s."
		"DOTA_Tooltip_ability_item_warhammer_bonus_strength"						"+$str"

		"DOTA_Tooltip_modifier_item_warhammer_armor"						"Warhammer"
		"DOTA_Tooltip_modifier_item_warhammer_armor_Description"            "Redukcja pancerza o %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% pkt."

		"DOTA_Tooltip_ability_item_bullwhip_Description"					"<h1>Aktywna: Whip</h1>Przyznaje celowi %speed%%% szybkości ruchu podczas rzucania na sojuszników i spowalnia o %speed%%% podczas rzucania na wrogów. Trwa %duration% s."
		"DOTA_Tooltip_ability_item_bullwhip_Lore"						"Niegdyś był to ulubiony bicz niesławnego handlarza gladiatorów i innego żywego towaru."
		"DOTA_Tooltip_ability_item_bullwhip_bonus_health_regen"						"+$hp_regen"
		"DOTA_Tooltip_ability_item_bullwhip_bonus_mana_regen"						"+$mana_regen"

		"DOTA_Tooltip_ability_item_quicksilver_amulet_Description"					"<h1>Pasywna: Quicksilver</h1>Przyznaje ci dodatkowe %bonus_movement%%% szybkości ruchu i %bonus_attack% jedn. szybkości ataku za każdym razem, gdy jedna z twoich umiejętności jest odnawiana."
		"DOTA_Tooltip_ability_item_quicksilver_amulet_Lore"				"Zaklęty talizman wypełniony po brzegi tajemniczą substancją."
		"DOTA_Tooltip_ability_item_quicksilver_amulet_base_movement"				"%+$move_speed"
		"DOTA_Tooltip_ability_item_quicksilver_amulet_base_attack"					"+$attack"
		"DOTA_Tooltip_ability_item_quicksilver_amulet_projectile_increase"			"%+szybkości pocisku z ataku"
		"DOTA_Tooltip_ability_item_quicksilver_amulet_anim_increase"			"%+szybkości animacji ataku"

		"DOTA_Tooltip_modifier_item_quicksilver_amulet"					"Quicksilver Amulet"
		"DOTA_Tooltip_modifier_item_quicksilver_amulet_Description"		"Przyznawanie premii do szybkości ruchu i ataku, gdy umiejętność jest odnawiana."

		"DOTA_Tooltip_modifier_item_bullwhip_buff"				        "Bullwhip"
		"DOTA_Tooltip_ability_item_psychic_headband_Description"						"<h1>Aktywna: Psychic Push</h1>Odpycha od ciebie obraną za cel wrogą jednostkę na odległość %push_length% jedn."
		"DOTA_Tooltip_ability_item_psychic_headband_Lore"						"Nieudany eksperyment dokładniejszego celowania telekinezą, który wciąż nadaje się do innych celów."
		"DOTA_Tooltip_ability_item_psychic_headband_cast_range"						"+$cast_range"

		"DOTA_Tooltip_modifier_item_psychic_headband_active"		            "Psychic Push"
        "DOTA_Tooltip_modifier_item_psychic_headband_active_Description"	    "Popchnięcie przez Psychic Headband."

		"DOTA_Tooltip_ability_item_ceremonial_robe_Description"						"<h1>Pasywna: Ceremonial Aura</h1>Obniża odporność na statusy wrogów o %status_resistance%%% i odporność na magię o %magic_resistance%%%.<br><br>Promień: %aura_radius%"
		"DOTA_Tooltip_ability_item_ceremonial_robe_Lore"						"Jeden z wielu przedmiotów utraconych podczas złupienia świętego relikwiarza Zelenwyru."
		"DOTA_Tooltip_ability_item_ceremonial_robe_bonus_mana"						"+$mana"

		"DOTA_Tooltip_ability_item_book_of_shadows_Description"						"<h1>Aktywna: Shadows</h1>Obierz za cel wroga, sojusznika lub siebie. Powoduje, że cel staje się nieobieralny za cel, ale również jest uciszony, wytłumiony i rozbrojony na 3 sekundy. Nakłada zwykłe rozproszenie."
		"DOTA_Tooltip_ability_item_book_of_shadows_Lore"						"Niemożliwa księga wypełniona nieczytelną prozą nieznanych myśli."
		"DOTA_Tooltip_ability_item_book_of_shadows_bonus_all_stats"						"+$all"
		"DOTA_Tooltip_ability_item_book_of_shadows_night_vision"						"+jedn. zasięgu wzroku w nocy"

		"DOTA_Tooltip_modifier_item_book_of_shadows_buff"						"Book of Shadows"
		"DOTA_Tooltip_modifier_item_book_of_shadows_buff_Description"			"Nieobieralny za cel, uciszony, rozbrojony i wytłumiony."

		"DOTA_Tooltip_ability_item_giants_ring_Description"						"<h1>Pasywna: Giant's Foot</h1>Pozwala na chodzenie po dowolnym terenie i zadaje obrażenia na sekundę w postaci %pct_str_damage_per_second%%% twojej Siły jednostkom, na których stoisz."
		"DOTA_Tooltip_ability_item_giants_ring_Lore"						"Ceniony nabytek niczym niewyróżniającego się w innych kwestiach władcy Elze, który abdykował ze swojej pozycji i słuch po nim zaginął."
		"DOTA_Tooltip_ability_item_giants_ring_movement_speed"						"+$move_speed"
		"DOTA_Tooltip_ability_item_giants_ring_model_scale"						"%+skali modelu"

		"DOTA_Tooltip_ability_item_vengeances_shadow_Description"						"<h1>Pasywna: Vengeance's Shadow</h1>Po śmierci przyzywasz silną iluzję, która zadaje %illusion_outgoing_damage%%% obrażeń i otrzymuje %illusion_incoming_damage%%% obrażeń. Może rzucać wszystkie podstawowe czary. Iluzja trwa %illusion_duration% s."
		"DOTA_Tooltip_ability_item_vengeances_shadow_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_vengeances_shadow_damage_return"						"%+zwracanych obrażeń"
		

		"DOTA_Tooltip_ability_item_magic_stick_Description"						"<h1>Aktywna: Energy Charge</h1>Natychmiastowo przywraca %restore_per_charge% pkt. zdrowia i many za każdy zgromadzony ładunek.<br><br> Maksymalna liczba ładunków to %max_charges%. Ładunek jest zdobywany za każdym razem, gdy wróg widoczny w promieniu %charge_radius% jednostek używa umiejętności."
		"DOTA_Tooltip_ability_item_magic_stick_Lore"							"Zwykła różdżka służąca do skupiania energii magicznych, używana zarówno przez początkujących magików, jak i potężnych czarodziejów."
		"DOTA_Tooltip_ability_item_magic_stick_Note0"							"Zbiera ładunki tylko za czary rzucone przez widzianych przeciwników znajdujących się w promieniu 1200 jednostek."
		"DOTA_Tooltip_ability_item_magic_stick_Note1"							"Niektóre umiejętności i umiejętności przedmiotów nie dodają ładunków."
		//"DOTA_Tooltip_ability_item_magic_stick_restore_per_charge"				"HEALTH/MANA PER CHARGE:"
		
		"DOTA_Tooltip_ability_item_magic_wand_Description"						"<h1>Aktywna: Energy Charge</h1>Natychmiastowo przywraca %restore_per_charge% pkt. zdrowia i many za każdy zgromadzony ładunek.<br><br>Maksymalna liczba ładunków to %max_charges%. Ładunek jest zdobywany za każdym razem, gdy wróg widoczny w promieniu %charge_radius% jednostek używa umiejętności."
		"DOTA_Tooltip_ability_item_magic_wand_Lore"							"Zwykła różdżka służąca do skupiania energii magicznych, używana zarówno przez początkujących magików, jak i potężnych czarodziejów."
		"DOTA_Tooltip_ability_item_magic_wand_Note0"							"Zbiera ładunki tylko za czary rzucone przez widzianych przeciwników znajdujących się w promieniu 1200 jednostek."
		"DOTA_Tooltip_ability_item_magic_wand_Note1"							"Niektóre umiejętności i umiejętności przedmiotów nie dodają ładunków."
		"DOTA_Tooltip_ability_item_magic_wand_bonus_all_stats"					"+$all"		
		//"DOTA_Tooltip_ability_item_magic_wand_restore_per_charge"				"HEALTH/MANA PER CHARGE:"

		"DOTA_Tooltip_ability_item_manta_Description"							"<h1>Aktywna: Mirror Image</h1>Tworzy %images_count% obrazy twojego bohatera, które znikają po %tooltip_illusion_duration% s.<br><br>Obrazy walczące wręcz zadają %tooltip_damage_outgoing_melee%%% obrażeń, a obrazy walczące na dystans zadają %tooltip_damage_outgoing_ranged%%% obrażeń. Iluzje otrzymują %tooltip_damage_incoming_total_pct%%% obrażeń. <br><br>Typ rozproszenia: <span class=\"GameplayValues GameplayVariable\">zwykłe</span>"
		"DOTA_Tooltip_ability_item_manta_Lore"								"Topór z połyskliwych materiałów, który sieje zamęt w szeregach wroga."
		"DOTA_Tooltip_ability_item_manta_Note0"									"Proces przyzywania iluzji trwa %invuln_duration% s. W tym czasie bohater jest nietykalny."
		"DOTA_Tooltip_ability_item_manta_Note1"									"Wiele aur przestaje działać po użyciu Manty."
		"DOTA_Tooltip_ability_item_manta_Note2"									"Premie do szybkości ruchu bazujące na Yashy nie kumulują się."
		"DOTA_Tooltip_ability_item_manta_bonus_agility"							"+$agi"
		"DOTA_Tooltip_ability_item_manta_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_manta_bonus_intellect"						"+$int"
		"DOTA_Tooltip_ability_item_manta_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_manta_bonus_movement_speed"					"%+$move_speed"
		//"DOTA_Tooltip_ability_item_manta_images_count"							"NUMBER OF IMAGES:"
		//"DOTA_Tooltip_ability_item_manta_tooltip_damage_incoming_melee_total_pct"		"%MELEE IMAGE DAMAGE TAKEN:"
		//"DOTA_Tooltip_ability_item_manta_tooltip_damage_outgoing_melee"			"%MELEE IMAGE DAMAGE:"
		//"DOTA_Tooltip_ability_item_manta_tooltip_damage_incoming_ranged_total_pct"		"%RANGED IMAGE DAMAGE TAKEN:"
		//"DOTA_Tooltip_ability_item_manta_tooltip_damage_outgoing_ranged"		"%RANGED IMAGE DAMAGE:"
		//"DOTA_Tooltip_ability_item_manta_tooltip_illusion_duration"				"IMAGE DURATION:"


		"DOTA_Tooltip_ability_item_mantle_Lore"									"Cudowna szafirowa opończa noszona przez pokolenia królowych."
		"DOTA_Tooltip_ability_item_mantle_bonus_intellect"						"+$int"
		
		"DOTA_Tooltip_ability_item_mask_of_madness_Lore"						"Po założeniu tej maski noszący przeobraża się w nieokiełznaną, agresywną potęgę."
		//"DOTA_Tooltip_ability_item_mask_of_madness_bonus_damage"			"+$damage"
