"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_abaddon_5"	"The fog of war is no match for the mist of fate."
"dota_chatwheel_label_abaddon_5"	"Мъглата на войната…"
"[english]dota_chatwheel_label_abaddon_5"	"The fog of war..."
"dota_chatwheel_message_elder_titan_laugh"	"Ех-ха-ха-ха-ха-ха."
"[english]dota_chatwheel_message_elder_titan_laugh"	"Eh ha ha ha ha ha."
"dota_chatwheel_label_elder_titan_laugh"	"Смях"
"[english]dota_chatwheel_label_elder_titan_laugh"	"Laugh"
"dota_chatwheel_message_elder_titan_thank"	"Сега везните на битката ще се обърнат."
"[english]dota_chatwheel_message_elder_titan_thank"	"Now shall the battle turn."
"dota_chatwheel_label_elder_titan_thank"	"Сега везните на битката ще се обърнат."
"[english]dota_chatwheel_label_elder_titan_thank"	"Now shall the battle turn."
"dota_chatwheel_message_elder_titan_deny"	"Титанът казва „Не“."
"[english]dota_chatwheel_message_elder_titan_deny"	"The Titan says no."
"dota_chatwheel_label_elder_titan_deny"	"Титанът казва „Не“."
"[english]dota_chatwheel_label_elder_titan_deny"	"The Titan says no."
"dota_chatwheel_message_elder_titan_1"	"Разкарайте се от ливадата ми!"
"[english]dota_chatwheel_message_elder_titan_1"	"Get off my lawn!"
"dota_chatwheel_label_elder_titan_1"	"Разкарайте се от ливадата ми."
"[english]dota_chatwheel_label_elder_titan_1"	"Get off my lawn."
"dota_chatwheel_message_elder_titan_2"	"Какво съм сторил сега?"
"[english]dota_chatwheel_message_elder_titan_2"	"What have I done now?"
"dota_chatwheel_label_elder_titan_2"	"Какво съм сторил сега?"
"[english]dota_chatwheel_label_elder_titan_2"	"What have I done now?"
"dota_chatwheel_message_elder_titan_3"	"Това предвещава добро."
"[english]dota_chatwheel_message_elder_titan_3"	"This bodes well."
"dota_chatwheel_label_elder_titan_3"	"Това предвещава добро."
"[english]dota_chatwheel_label_elder_titan_3"	"This bodes well."
"dota_chatwheel_message_elder_titan_4"	"Жалък опит."
"[english]dota_chatwheel_message_elder_titan_4"	"A pitiable attempt."
"dota_chatwheel_label_elder_titan_4"	"Жалък опит."
"[english]dota_chatwheel_label_elder_titan_4"	"A pitiable attempt."
"dota_chatwheel_message_elder_titan_5"	"Трябва да се научите на уважение към своите старейшини."
"[english]dota_chatwheel_message_elder_titan_5"	"You must learn respect for your elders."
"dota_chatwheel_label_elder_titan_5"	"Трябва да се научите на уважение…"
"[english]dota_chatwheel_label_elder_titan_5"	"You must learn respect..."
"dota_chatwheel_message_legion_commander_laugh"	"Ах-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_legion_commander_laugh"	"Ah ha ha ha ha ha ha!"
"dota_chatwheel_label_legion_commander_laugh"	"Смях"
"[english]dota_chatwheel_label_legion_commander_laugh"	"Laugh"
"dota_chatwheel_message_legion_commander_thank"	"Даже никак не е зле!"
"[english]dota_chatwheel_message_legion_commander_thank"	"Not bad at all!"
"dota_chatwheel_label_legion_commander_thank"	"Даже никак не е зле!"
"[english]dota_chatwheel_label_legion_commander_thank"	"Not bad at all!"
"dota_chatwheel_message_legion_commander_deny"	"Постарайте се повече."
"[english]dota_chatwheel_message_legion_commander_deny"	"Try harder."
"dota_chatwheel_label_legion_commander_deny"	"Постарайте се повече."
"[english]dota_chatwheel_label_legion_commander_deny"	"Try Harder."
"dota_chatwheel_message_legion_commander_1"	"Солидна стратегия."
"[english]dota_chatwheel_message_legion_commander_1"	"Sound strategy."
"dota_chatwheel_label_legion_commander_1"	"Солидна стратегия."
"[english]dota_chatwheel_label_legion_commander_1"	"Sound strategy."
"dota_chatwheel_message_legion_commander_2"	"Готин мустак."
"[english]dota_chatwheel_message_legion_commander_2"	"Nice mustache."
"dota_chatwheel_label_legion_commander_2"	"Готин мустак."
"[english]dota_chatwheel_label_legion_commander_2"	"Nice mustache."
"dota_chatwheel_message_legion_commander_3"	"Ще Ви разкъсам на парчета!"
"[english]dota_chatwheel_message_legion_commander_3"	"I will tear you apart!"
"dota_chatwheel_label_legion_commander_3"	"Ще Ви разкъсам на парчета."
"[english]dota_chatwheel_label_legion_commander_3"	"I will tear you apart."
"dota_chatwheel_message_legion_commander_4"	"Кучи с…!"
"[english]dota_chatwheel_message_legion_commander_4"	"Son of a...!"
"dota_chatwheel_label_legion_commander_4"	"Кучи с…"
"[english]dota_chatwheel_label_legion_commander_4"	"Son of a..."
"dota_chatwheel_message_legion_commander_5"	"Това ескалира бързо!"
"[english]dota_chatwheel_message_legion_commander_5"	"That escalated quickly!"
"dota_chatwheel_label_legion_commander_5"	"Това ескалира бързо."
"[english]dota_chatwheel_label_legion_commander_5"	"That escalated quickly."
"dota_chatwheel_message_techies_laugh"	"Хе-хе-хе! Хехе-ах-ха! Ох-хо-хо-ох-ох-ха-ха-ха!"
"[english]dota_chatwheel_message_techies_laugh"	"He he he, hehe ah ha! Oh ho ho oh oh ha ha ha!"
"dota_chatwheel_label_techies_laugh"	"Смях"
"[english]dota_chatwheel_label_techies_laugh"	"Laugh"
"dota_chatwheel_message_techies_thank"	"Забава! Ху-ху-ху!"
"[english]dota_chatwheel_message_techies_thank"	"Fun! Huhuhu!"
"dota_chatwheel_label_techies_thank"	"Забава!"
"[english]dota_chatwheel_label_techies_thank"	"Fun!"
"dota_chatwheel_message_techies_deny"	"Бяха ми казали, че ще има гъбен облак!"
"[english]dota_chatwheel_message_techies_deny"	"I was told there'd be a mushroom cloud!"
"dota_chatwheel_label_techies_deny"	"Гъбен облак."
"[english]dota_chatwheel_label_techies_deny"	"Mushroom cloud."
"dota_chatwheel_message_techies_1"	"О, гадост!"
"[english]dota_chatwheel_message_techies_1"	"Oh crap!"
"dota_chatwheel_label_techies_1"	"О, гадост!"
"[english]dota_chatwheel_label_techies_1"	"Oh crap!"
"dota_chatwheel_message_techies_2"	"Где се дяна ли? Навсякъде!"
"[english]dota_chatwheel_message_techies_2"	"Where'd he go? Everywhere!"
"dota_chatwheel_label_techies_2"	"Где се дяна ли? Навсякъде!"
"[english]dota_chatwheel_label_techies_2"	"Where'd he go? Everywhere!"
"dota_chatwheel_message_techies_3"	"Пипнах Ви!"
"[english]dota_chatwheel_message_techies_3"	"Gotcha!"
"dota_chatwheel_label_techies_3"	"Пипнах Ви!"
"[english]dota_chatwheel_label_techies_3"	"Gotcha!"
"dota_chatwheel_message_techies_4"	"Просто седнете точно ей там. И оставете умните хора да работят."
"[english]dota_chatwheel_message_techies_4"	"Just have a seat right over there. And let the smart people work."
"dota_chatwheel_label_techies_4"	"Седнете."
"[english]dota_chatwheel_label_techies_4"	"Have a seat."
"dota_chatwheel_message_techies_5"	"Не мога да повярвам, че това проработи."
"[english]dota_chatwheel_message_techies_5"	"I can't believe that worked."
"dota_chatwheel_label_techies_5"	"Не мога да повярвам, че това проработи."
"[english]dota_chatwheel_label_techies_5"	"I can't believe that worked."
"dota_chatwheel_message_ember_spirit_laugh"	"Ех-хе-хе-хе-хе-хе!"
"[english]dota_chatwheel_message_ember_spirit_laugh"	"Eh he he he he he!"
"dota_chatwheel_label_ember_spirit_laugh"	"Смях"
"[english]dota_chatwheel_label_ember_spirit_laugh"	"Laugh"
"dota_chatwheel_message_ember_spirit_thank"	"Светкавично вдъхновение!"
"[english]dota_chatwheel_message_ember_spirit_thank"	"A flash of inspiration!"
"dota_chatwheel_label_ember_spirit_thank"	"Светкавично вдъхновение!"
"[english]dota_chatwheel_label_ember_spirit_thank"	"A flash of inspiration!"
"dota_chatwheel_message_ember_spirit_deny"	"Тази награда надминава очакванията!"
"[english]dota_chatwheel_message_ember_spirit_deny"	"This reward transcends expectation!"
"dota_chatwheel_label_ember_spirit_deny"	"Тази награда надминава очакванията!"
"[english]dota_chatwheel_label_ember_spirit_deny"	"This reward transcends expectation!"
"dota_chatwheel_message_ember_spirit_1"	"Пригответе се за урок."
"[english]dota_chatwheel_message_ember_spirit_1"	"Prepare for a lesson."
"dota_chatwheel_label_ember_spirit_1"	"Пригответе се за урок."
"[english]dota_chatwheel_label_ember_spirit_1"	"Prepare for a lesson."
"dota_chatwheel_message_ember_spirit_2"	"Какво научихте?"
"[english]dota_chatwheel_message_ember_spirit_2"	"What did you learn?"
"dota_chatwheel_label_ember_spirit_2"	"Какво научихте?"
"[english]dota_chatwheel_label_ember_spirit_2"	"What did you learn?"
"dota_chatwheel_message_ember_spirit_3"	"Равновесие във всичко."
"[english]dota_chatwheel_message_ember_spirit_3"	"Balance in all things."
"dota_chatwheel_label_ember_spirit_3"	"Равновесие във всичко."
"[english]dota_chatwheel_label_ember_spirit_3"	"Balance in all things."
"dota_chatwheel_message_ember_spirit_4"	"Посредством гнева се крие неуспеха."
"[english]dota_chatwheel_message_ember_spirit_4"	"Through anger lies failure."
"dota_chatwheel_label_ember_spirit_4"	"Посредством гнева се крие неуспеха."
"[english]dota_chatwheel_label_ember_spirit_4"	"Through anger lies failure."
"dota_chatwheel_message_ember_spirit_5"	"Дори и учителя се препъва."
"[english]dota_chatwheel_message_ember_spirit_5"	"Even a master falters."
"dota_chatwheel_label_ember_spirit_5"	"Дори и учителя се препъва."
"[english]dota_chatwheel_label_ember_spirit_5"	"Even a master falters."
"dota_chatwheel_message_earth_spirit_laugh"	"Ох-хо-хо-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_earth_spirit_laugh"	"Oh ho ho ha ha ha ha ha ha!"
"dota_chatwheel_label_earth_spirit_laugh"	"Смях"
"[english]dota_chatwheel_label_earth_spirit_laugh"	"Laugh"
"dota_chatwheel_message_earth_spirit_thank"	"Къртите."
"[english]dota_chatwheel_message_earth_spirit_thank"	"You rock."
"dota_chatwheel_label_earth_spirit_thank"	"Къртите."
"[english]dota_chatwheel_label_earth_spirit_thank"	"You rock."
"dota_chatwheel_message_earth_spirit_deny"	"Да, току-що направих това."
"[english]dota_chatwheel_message_earth_spirit_deny"	"Yes, I just did that."
"dota_chatwheel_label_earth_spirit_deny"	"Да, току-що направих това."
"[english]dota_chatwheel_label_earth_spirit_deny"	"Yes, I just did that."
"dota_chatwheel_message_earth_spirit_1"	"Какво?"
"[english]dota_chatwheel_message_earth_spirit_1"	"What?"
"dota_chatwheel_label_earth_spirit_1"	"Какво?"
"[english]dota_chatwheel_label_earth_spirit_1"	"What?"
"dota_chatwheel_message_earth_spirit_2"	"Къде се дянах?"
"[english]dota_chatwheel_message_earth_spirit_2"	"Where did I go?"
"dota_chatwheel_label_earth_spirit_2"	"Къде се дянах?"
"[english]dota_chatwheel_label_earth_spirit_2"	"Where did I go?"
"dota_chatwheel_message_earth_spirit_3"	"Перфектно уцелване на подходящия момент."
"[english]dota_chatwheel_message_earth_spirit_3"	"Perfect timing."
"dota_chatwheel_label_earth_spirit_3"	"Перфектно уцелване на подходящия момент"
"[english]dota_chatwheel_label_earth_spirit_3"	"Perfect Timing"
"dota_chatwheel_message_earth_spirit_4"	"Наистина? Наистина?"
"[english]dota_chatwheel_message_earth_spirit_4"	"Really? Really?"
"dota_chatwheel_label_earth_spirit_4"	"Наистина? Наистина?"
"[english]dota_chatwheel_label_earth_spirit_4"	"Really? Really?"
"dota_chatwheel_message_earth_spirit_5"	"Кой смее да ми се опълчи сега."
"[english]dota_chatwheel_message_earth_spirit_5"	"Who dares face me now."
"dota_chatwheel_label_earth_spirit_5"	"Кой смее да ми се опълчи сега."
"[english]dota_chatwheel_label_earth_spirit_5"	"Who dares face me now."
"dota_chatwheel_message_abyssal_underlord_laugh"	"Ах-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_abyssal_underlord_laugh"	"Ah ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_abyssal_underlord_laugh"	"Смях"
"[english]dota_chatwheel_label_abyssal_underlord_laugh"	"Laugh"
"dota_chatwheel_message_abyssal_underlord_thank"	"Аз не благодаря."
"[english]dota_chatwheel_message_abyssal_underlord_thank"	"I do not thank."
"dota_chatwheel_label_abyssal_underlord_thank"	"Аз не благодаря."
"[english]dota_chatwheel_label_abyssal_underlord_thank"	"I do not thank."
"dota_chatwheel_message_abyssal_underlord_deny"	"Проклятия!"
"[english]dota_chatwheel_message_abyssal_underlord_deny"	"Curses!"
"dota_chatwheel_label_abyssal_underlord_deny"	"Проклятия!"
"[english]dota_chatwheel_label_abyssal_underlord_deny"	"Curses!"
"dota_chatwheel_message_abyssal_underlord_1"	"О, да."
"[english]dota_chatwheel_message_abyssal_underlord_1"	"Oh yes."
"dota_chatwheel_label_abyssal_underlord_1"	"О, да."
"[english]dota_chatwheel_label_abyssal_underlord_1"	"Oh yes."
"dota_chatwheel_message_abyssal_underlord_2"	"Незначително."
"[english]dota_chatwheel_message_abyssal_underlord_2"	"Insignificant."
"dota_chatwheel_label_abyssal_underlord_2"	"Незначително!"
"[english]dota_chatwheel_label_abyssal_underlord_2"	"Insignificant!"
"dota_chatwheel_message_abyssal_underlord_3"	"Преклонете се пред своя нов повелител."
"[english]dota_chatwheel_message_abyssal_underlord_3"	"Bow to your new lord."
"dota_chatwheel_label_abyssal_underlord_3"	"Преклонете се пред своя нов повелител."
"[english]dota_chatwheel_label_abyssal_underlord_3"	"Bow to your new lord."
"dota_chatwheel_message_abyssal_underlord_4"	"Няма надежда."
"[english]dota_chatwheel_message_abyssal_underlord_4"	"There is no hope."
"dota_chatwheel_label_abyssal_underlord_4"	"Няма надежда."
"[english]dota_chatwheel_label_abyssal_underlord_4"	"There is no hope."
"dota_chatwheel_message_abyssal_underlord_5"	"Дръжте се здраво."
"[english]dota_chatwheel_message_abyssal_underlord_5"	"Hold on to your butts."
"dota_chatwheel_label_abyssal_underlord_5"	"Дръжте се!"
"[english]dota_chatwheel_label_abyssal_underlord_5"	"Hold on!"
"dota_chatwheel_message_terrorblade_laugh"	"Хе-ха-ха-ха-хахх."
"[english]dota_chatwheel_message_terrorblade_laugh"	"Hehahahahahh."
"dota_chatwheel_label_terrorblade_laugh"	"Смях"
"[english]dota_chatwheel_label_terrorblade_laugh"	"Laugh"
"dota_chatwheel_message_terrorblade_thank"	"Какъв дяволит красавец."
"[english]dota_chatwheel_message_terrorblade_thank"	"What a handsome devil."
