"lang"
{ 
	"Language" "japanese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"HP"					// $health
		"dota_ability_variable_mana"				"マナ"						// $mana
		"dota_ability_variable_armor"				"アーマー"						// $armor
		"dota_ability_variable_damage"				"ダメージ"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"すべての属性"			// $all
		"dota_ability_variable_attack"				"攻撃速度"				// $attack
		"dota_ability_variable_mana_regen"			"マナ自然回復"			// $mana_regen
		"dota_ability_variable_spell_amp"			"スペルダメージ"				// $spell_amp
		"dota_ability_variable_move_speed"			"移動速度"			// $move_speed
		"dota_ability_variable_evasion"				"回避"					// $evasion
		"dota_ability_variable_selected_attrib"		"選択中の属性"		// $selected_attribute
		"dota_ability_variable_attack_range"		"攻撃範囲 <font color='#7d7d7d'>(Ranged のみ)</font>"	// $attack_range
		"dota_ability_variable_cast_range"			"キャスト範囲"				// $cast_range
//ATTRIBUTES
		"DOTA_Tooltip_ability_attribute_bonus"											"属性値ボーナス"

		"DOTA_Tooltip_modifier_centaur_khan_endurance_aura_bonus"							"Swiftness Aura"
		// Centaur Conqueror: War Stomp

		"DOTA_Tooltip_ability_centaur_khan_war_stomp"										"War Stomp"
		"DOTA_Tooltip_ability_centaur_khan_war_stomp_Description"							"強力な蹄が地面を踏み鳴らし、周囲の敵にスタントダメージを与える。ヒーローはより迅速に回復する。"
		"DOTA_Tooltip_ability_centaur_khan_war_stomp_radius"								"範囲:"
		"DOTA_Tooltip_ability_centaur_khan_war_stomp_non_hero_stun_duration"				"スタン持続時間："
		"DOTA_Tooltip_ability_centaur_khan_war_stomp_hero_stun_duration"					"ヒーロースタン："

		// Vhoul Assassin: Envenomed Weapon

		"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon"								"Envenomed Weapon"
		"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_non_hero_duration"			"持続時間："
		"DOTA_Tooltip_ability_gnoll_assassin_envenomed_weapon_hero_duration"				"ヒーロー持続時間："
		"DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison"						"Envenomed Weapon"
		"DOTA_Tooltip_modifier_gnoll_assassin_envenomed_weapon_poison_Description"			"毎秒%dMODIFIER_PROPERTY_TOOLTIP%ダメージを受ける。"

		// Ghost: Frost Attack

		"DOTA_Tooltip_ability_ghost_frost_attack"											"Frost Attack"
		"DOTA_Tooltip_ability_ghost_frost_attack_movespeed_slow"							"%移動減速："
		"DOTA_Tooltip_ability_ghost_frost_attack_attackspeed_slow"							"攻撃減速："
		"DOTA_Tooltip_ability_ghost_frost_attack_duration"									"持続時間："

		"DOTA_Tooltip_modifier_ghost_frost_attack_slow"										"Frost Attack"
		"DOTA_Tooltip_modifier_ghost_frost_attack_slow_Description"							"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下し、攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%低下する。"

		// Hellbear Smasher: Thunder Clap

		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap"						"Thunder Clap"
		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_Description"			"Hellbear Smasher は両手を強くたたいて耳を劈くような爆発を作り出し、周囲の敵にダメージを与えて足元をふらつかせる。"
		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_radius"				"範囲:"
		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_movespeed_slow"		"%移動減速："
		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_attackspeed_slow"		"攻撃減速："
		"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_duration"				"持続時間："

		"DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap"						"Thunder Clap"
		"DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap_Description"			"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下し、攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%低下する。"

		// Generic Neutral Ability: Spell Immunity

		"DOTA_Tooltip_ability_neutral_spell_immunity"										"スペル耐性"
		"DOTA_Tooltip_ability_neutral_spell_immunity_Description"							"このクリーチャーはほとんどの魔法スペルの影響を受けない。"

		"DOTA_Tooltip_modifier_neutral_spell_immunity_visible"								"スペル耐性"
// Ogre Frostmage: Ice Armor

		"DOTA_Tooltip_ability_ogre_magi_frost_armor"										"Ice Armor"
		"DOTA_Tooltip_ability_ogre_magi_frost_armor_armor_bonus"							"アーマーボーナス："
		"DOTA_Tooltip_ability_ogre_magi_frost_armor_duration"								"持続時間："
		"DOTA_Tooltip_ability_ogre_magi_frost_armor_movespeed_slow"							"%移動減速："
		"DOTA_Tooltip_ability_ogre_magi_frost_armor_attackspeed_slow"						"攻撃減速："
		"DOTA_Tooltip_ability_ogre_magi_frost_armor_slow_duration"							"減速持続時間："

		"DOTA_Tooltip_modifier_ogre_magi_frost_armor"										"Ice Armor"
		"DOTA_Tooltip_modifier_ogre_magi_frost_armor_Description"							"アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%上昇する。攻撃した敵のメレーユニットの移動速度と攻撃速度が低下する。"
		"DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow"									"Ice Armor Slow"
		"DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow_Description"						"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下し、攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%低下する。"

		// Dark Troll Summoner: Ensnare

		"DOTA_Tooltip_ability_dark_troll_warlord_ensnare"									"Ensnare"
		"DOTA_Tooltip_ability_dark_troll_warlord_ensnare_duration"							"持続時間："
		
		"DOTA_Tooltip_modifier_dark_troll_warlord_ensnare"									"Ensnare"
		"DOTA_Tooltip_modifier_dark_troll_warlord_ensnare_Description"						"移動できない。"

		// Dark Troll Summoner: Raise Dead

		"DOTA_Tooltip_ability_dark_troll_warlord_raise_dead"								"Raise Dead"
		"DOTA_Tooltip_ability_dark_troll_warlord_raise_dead_duration"						"持続時間："

		// Giant Wolf: Critical Strike

		"DOTA_Tooltip_ability_giant_wolf_critical_strike"									"Critical Strike"
		"DOTA_Tooltip_ability_giant_wolf_critical_strike_Description"						"猛烈な攻撃は時に重要な腱を引き裂き、クリティカルダメージを与える。"
		"DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_chance"						"%確率:"
		"DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_mult"							"%クリティカルダメージ:"

		// Alpha Wolf: Critical Strike

		"DOTA_Tooltip_ability_alpha_wolf_critical_strike"									"Critical Strike"
		"DOTA_Tooltip_ability_alpha_wolf_critical_strike_Description"						"残酷な Alpha Wolf は、機会を見逃さずに敵の無防備な急所を攻撃し、多大なダメージを与える。"
		"DOTA_Tooltip_ability_alpha_wolf_critical_strike_crit_mult"							"%クリティカルダメージ:"

		// Alpha Wolf: Wolf Aura
		"DOTA_Tooltip_ability_alpha_wolf_command_aura"										"Packleader's Aura"
		"DOTA_Tooltip_ability_alpha_wolf_command_aura_Description"							"Alpha Wolf の無慈悲な攻撃は余分のダメージを与える。 その威厳のある存在感が周囲の味方を刺激し、同様に容赦なく攻撃するようになる。"
		"DOTA_Tooltip_ability_alpha_wolf_command_aura_bonus_damage_pct"						"%ボーナスダメージ："
		"DOTA_Tooltip_ability_alpha_wolf_command_aura_radius"								"範囲:"

		"DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus"								"Packleader's Aura"
		"DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus_Description"					"ダメージが%dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%上昇する。"
// Tornado: Tempest

		"DOTA_Tooltip_ability_tornado_tempest"												"Tempest"
		"DOTA_Tooltip_ability_tornado_tempest_Description"									"Tornado の圧倒的な風が周囲の敵を減速させ、破片を投げつけて毎秒ダメージを与える。Tornado の中心に近ければ近いほどより大きなダメージを受ける。"
		"DOTA_Tooltip_ability_tornado_tempest_far_radius"									"範囲："
		"DOTA_Tooltip_ability_tornado_tempest_movespeed_slow"								"%移動減速："
		"DOTA_Tooltip_ability_tornado_tempest_attackspeed_slow"								"攻撃減速："
		"DOTA_Tooltip_ability_tornado_tempest_near_radius"									"近いユニットの範囲："
		"DOTA_Tooltip_ability_tornado_tempest_near_damage"									"近距離ダメージ:"
		"DOTA_Tooltip_ability_tornado_tempest_far_damage"									"遠距離ダメージ:"

		"DOTA_Tooltip_modifier_tornado_tempest_debuff"										"Tempest"
		// Wildwing: Tornado

		"DOTA_Tooltip_ability_enraged_wildkin_tornado"										"Tornado"
		"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura"								"Toughness Aura"
		"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_Description"					"Wildwing Ripper の激しさによって攻撃に対してて無感覚となり、周囲の味方を攻撃に耐えられる様にする。"
		"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_bonus_armor"					"ボーナスアーマー："
		"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_radius"						"範囲:"

		"DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus"						"Toughness Aura"
		"DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus_Description"			"アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%上昇する。"

		// Granite Golem: Granite Aura

		"DOTA_Tooltip_ability_granite_golem_hp_aura"								"Granite オーラ"
		"DOTA_Tooltip_ability_granite_golem_hp_aura_bonus_hp"					"ボーナス HP ％:"
		"DOTA_Tooltip_ability_granite_golem_hp_aura_radius"						"範囲："

		"DOTA_Tooltip_modifier_granite_golem_hp_aura_bonus"						"Granite オーラ"
		"DOTA_Tooltip_ability_spawnlord_aura_Description"   "周囲の味方にライフ吸収を自然回復を与える。"
		"DOTA_Tooltip_ability_spawnlord_aura_lifesteal"     "%ライフ吸収L:"
		"DOTA_Tooltip_ability_spawnlord_aura_hp_regen"      "+$hp_regen"

        // Prowler Shaman (Spawnlord Master): Prowler Freeze

		"DOTA_Tooltip_ability_spawnlord_master_freeze"              "Petrify"
		"DOTA_Tooltip_ability_spawnlord_master_freeze_duration"     "PETRIFY 持続時間:"
		"DOTA_Tooltip_ability_spawnlord_master_freeze_damage"       "PETRIFY ダメージ／秒:"

        // Prowler Shaman (Spawnlord Master): Prowler Stomp

		"DOTA_Tooltip_ability_spawnlord_master_stomp"               "Desecrate"
		"DOTA_Tooltip_ability_spawnlord_master_stomp_radius"        "範囲:"
		"DOTA_Tooltip_ability_spawnlord_master_stomp_damage"        "ダメージ:"
		"DOTA_Tooltip_ability_spawnlord_master_stomp_duration"      "持続時間:"
		"DOTA_Tooltip_ability_spawnlord_master_stomp_armor_reduction_pct"      "%基本アーマー低下:"

        // Satyr Banisher: Purge

		"DOTA_Tooltip_ability_satyr_trickster_purge"										"Purge"
		"DOTA_Tooltip_ability_satyr_trickster_purge_duration"								"持続時間："
		
		"DOTA_Tooltip_modifier_satyr_trickster_purge"										"Purge"
		"DOTA_Tooltip_modifier_satyr_trickster_purge_Description"							"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下する。"

		// Satyr Mindstealer: Mana Burn

		"DOTA_Tooltip_ability_satyr_soulstealer_mana_burn"									"Mana Burn"
		// Satyr Tormenter: Shockwave

		"DOTA_Tooltip_ability_satyr_hellcaller_shockwave"									"Shockwave"
		"DOTA_Tooltip_ability_satyr_hellcaller_shockwave_Description"						"Satyr Tormenter は地下に続く不安定な裂け目を作り、地面に沿って移動する衝撃波を作り出し、命中した敵にダメージを与える。"
		"DOTA_Tooltip_ability_satyr_hellcaller_shockwave_distance"							"移動距離："

		// Satyr Tormenter: Unholy Aura

		"DOTA_Tooltip_ability_satyr_hellcaller_unholy_aura"									"Unholy Aura"
		"DOTA_Tooltip_ability_satyr_hellcaller_unholy_aura_Description"						"Satyr Tormenter の悪魔と交信して自然回復力を生じさせ、自身と周囲の味方のヘルス自然回復を上昇させる。"
		"DOTA_Tooltip_ability_satyr_hellcaller_unholy_aura_health_regen"					"HP自然回復速度:"
		"DOTA_Tooltip_ability_satyr_hellcaller_unholy_aura_radius"							"範囲:"

		"DOTA_Tooltip_modifier_satyr_hellcaller_unholy_aura_bonus"							"Unholy Aura"
		"DOTA_Tooltip_modifier_satyr_hellcaller_unholy_aura_bonus_Description"				"毎秒ヘルスの回復が%fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%上昇する。"

		// Hill Troll Priest: Heal

		"DOTA_Tooltip_ability_forest_troll_high_priest_heal"								"Heal"
		"DOTA_Tooltip_ability_forest_troll_high_priest_heal_Description"					"標的の味方に聖なる加護を与え、いくらかのヘルスを補充する。"
		"DOTA_Tooltip_ability_forest_troll_high_priest_heal_health"							"HP回復量:"
		"DOTA_Tooltip_ability_mud_golem_hurl_boulder_duration"		"スタン持続時間:"
		// Harpy Stormcrafter: Chain Lightning

		"DOTA_Tooltip_ability_harpy_storm_chain_lightning"									"Chain Lightning"
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_Description"						"目標ユニットに高電圧の稲妻を放ち、ダメージを与える。稲妻は周囲の敵に飛び移るが、ジャンプの度に威力を失う。"
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_initial_damage"					"初期ダメージ:"
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_jump_range"						"ジャンプ範囲："
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_damage_percent_loss"				"失った%ジャンプダメージ："
		"DOTA_Tooltip_ability_harpy_storm_chain_lightning_max_targets"						"最大ターゲット数:"
// Black Dragon: Splash Attack

		"DOTA_Tooltip_ability_black_dragon_splash_attack"									"Splash Attack"
		// Black Dragon: Dragonhide Aura
		
		"DOTA_Tooltip_ability_black_dragon_dragonhide_aura"									"Dragonhide オーラ"
		"DOTA_Tooltip_ability_black_dragon_dragonhide_aura_bonus_armor"			"ボーナスアーマー："
		"DOTA_Tooltip_ability_black_dragon_dragonhide_aura_radius"						"オーラ 範囲："		
		
		"DOTA_Tooltip_modifier_black_dragon_dragonhide_aura_bonus"							"Dragonhide オーラ"
		// Black Dragon: Fireball

		"DOTA_Tooltip_ability_black_dragon_fireball"									    "Fireball"
		"DOTA_Tooltip_ability_black_dragon_fireball_radius"		                	        "射程:"
		"DOTA_Tooltip_ability_black_dragon_fireball_damage"                                 "ダメージ／秒："
		"DOTA_Tooltip_ability_black_dragon_fireball_duration"                               "持続時間:"


		// Drakken Sentinel: Evasion

		"DOTA_Tooltip_ability_blue_dragonspawn_sorcerer_evasion"							"Evasion"
		"DOTA_Tooltip_ability_blue_dragonspawn_sorcerer_evasion_Description"				"部分的にエーテル状の形態を身につけたので、攻撃を命中させることは困難だ。"
		"DOTA_Tooltip_ability_blue_dragonspawn_sorcerer_evasion_evasion_chance_pct"			"%回避確率:"

		// Drakken Armorer: Evasion

		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_evasion"							"Evasion"
		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_evasion_Description"				"攻撃の命中を困難にするくらいの素早さで移動する。"
		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_evasion_evasion_chance_pct"			"%回避確率:"

		// Drakken Armorer: Guardian Aura

		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_devotion_aura"						"Guardian Aura"
		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_devotion_aura_Description"			"Drakken Armorer は信念に執心し、物理的攻撃に対する耐性を上昇させる。周囲の見方も同様にOverseer に傾倒し、より大きな爆発に耐えられる。"
		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_devotion_aura_bonus_armor"			"ボーナスアーマー："
		"DOTA_Tooltip_ability_blue_dragonspawn_overseer_devotion_aura_radius"				"範囲:"

		"DOTA_Tooltip_modifier_blue_dragonspawn_overseer_devotion_aura_bonus"				"Guardian Aura"
		"DOTA_Tooltip_modifier_blue_dragonspawn_overseer_devotion_aura_bonus_Description"	"アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%上昇する。"

		// Big Thunder Lizard: Slam

		"DOTA_Tooltip_ability_big_thunder_lizard_slam"										"Slam"
		"DOTA_Tooltip_ability_big_thunder_lizard_slam_radius"								"範囲:"
		"DOTA_Tooltip_ability_big_thunder_lizard_slam_movespeed_slow"						"%移動減速："
		"DOTA_Tooltip_ability_big_thunder_lizard_slam_attack_slow_tooltip"					"攻撃減速："
		"DOTA_Tooltip_ability_big_thunder_lizard_slam_non_hero_duration"					"持続時間："
		"DOTA_Tooltip_ability_big_thunder_lizard_slam_hero_duration"						"ヒーローの持続時間："

		"DOTA_Tooltip_modifier_big_thunder_lizard_slam"										"Slam"
		// Big Thunder Lizard: Frenzy

		"DOTA_Tooltip_ability_big_thunder_lizard_frenzy"									"Frenzy"
		"DOTA_Tooltip_ability_big_thunder_lizard_frenzy_duration"							"持続時間："

		"DOTA_Tooltip_modifier_big_thunder_lizard_frenzy"									"Frenzy"
		"DOTA_Tooltip_modifier_big_thunder_lizard_frenzy_Description"						"攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%上昇する。"
		
		// Big Thunder Lizard: War Drums Aura
		
		"DOTA_Tooltip_ability_big_thunder_lizard_wardrums_aura"								"War Drums オーラ"
		"DOTA_Tooltip_ability_big_thunder_lizard_wardrums_aura_speed_bonus"		"攻撃速度ボーナス："
		"DOTA_Tooltip_ability_big_thunder_lizard_wardrums_aura_radius"					"範囲："
		
		"DOTA_Tooltip_modifier_big_thunder_lizard_wardrums_aura"							"War Drums オーラ"
		"DOTA_Tooltip_ability_item_aegis_Lore"									"不死の者は、死そのものから身を守ることが出来るという。"
		"DOTA_Tooltip_ability_item_abyssal_blade_Lore"									"Abyss の指揮官がなくした刃物、その刃は敵の魂まで届く。"
		"DOTA_Tooltip_ability_item_abyssal_blade_Note0"									"スタンは近距離範囲です。"
		"DOTA_Tooltip_ability_item_abyssal_blade_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_abyssal_blade_bonus_health"							"+$health"
		"DOTA_Tooltip_ability_item_abyssal_blade_bonus_health_regen"					"+$hp_regen"
		//"DOTA_Tooltip_ability_item_abyssal_blade_block_damage_melee"					"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_abyssal_blade_block_damage_ranged"					"BLOCK DAMAGE RANGED:"
		//"DOTA_Tooltip_ability_item_abyssal_blade_block_chance"							"BLOCK CHANCE:"
		"DOTA_Tooltip_ability_item_abyssal_blade_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_arcane_ring_bonus_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_armlet_Lore"									"野性に好まれる。保有者はその生命力と引き換えに強大なStrength とパワーを得る。"
		"DOTA_Tooltip_ability_item_armlet_Note0"								"Strength の変更は最高HPと現在のHPの両方に影響するが、この変更によって死ぬことはない。"
		"DOTA_Tooltip_ability_item_armlet_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_armlet_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_armlet_bonus_armor"							"+$armor"
		"DOTA_Tooltip_ability_item_armlet_bonus_health_regen"					"+$hp_regen"
		
		"DOTA_Tooltip_modifier_item_armlet_unholy_strength"				"Unholy Strength"
		"DOTA_Tooltip_ability_item_assault_Lore"								"地下深くで鍛造されたこの地獄のかたびらは戦士に、防御力と攻撃速度の上昇を与える。"
		"DOTA_Tooltip_ability_item_assault_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_assault_bonus_armor"							"+$armor"
		//"DOTA_Tooltip_ability_item_assault_aura_attack_speed"					"AURA ATTACK SPEED:"
		//"DOTA_Tooltip_ability_item_assault_aura_positive_armor"					"AURA ALLY BONUS ARMOR:"
		//"DOTA_Tooltip_ability_item_assault_aura_negative_armor"					"AURA ENEMY ARMOR REDUCTION:"

		"DOTA_Tooltip_modifier_item_assault_negative_armor"				"Assault Cuirass"
		"DOTA_Tooltip_modifier_item_assault_negative_armor_Description"	"アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%低下する。"
		"DOTA_Tooltip_modifier_item_assault_positive"				"Assault Cuirass"
		"DOTA_Tooltip_modifier_item_assault_positive_Description"	"アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% 増加。\n攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%上昇。"
		"DOTA_Tooltip_modifier_item_assault_positive_buildings"		"Assault Cuirass"
		"DOTA_Tooltip_modifier_item_assault_positive_buildings_Description""アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%上昇"
		"DOTA_Tooltip_modifier_item_assault_negative_buildings_aura"		"Assault Cuirass"
		"DOTA_Tooltip_modifier_item_assault_negative_buildings_aura_Description""アーマーが%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%低下する"

		
		"DOTA_Tooltip_ability_item_basher_Lore"									"敵の防具を砕くことができるこの大槌は正しい者が持てば恐ろしい武器となる。決して見くびるべきではない。"
		"DOTA_Tooltip_ability_item_basher_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_basher_bonus_strength"						"+$str"
		"DOTA_Tooltip_modifier_bashed"						"Bash"
		"DOTA_Tooltip_modifier_bashed_Description"		"Bash でスタンを受けた。"

		"DOTA_Tooltip_ability_item_belt_of_strength_Lore"						"生命力を向上させる貴重なアクセサリー。"
		"DOTA_Tooltip_ability_item_belt_of_strength_bonus_strength"				"+$str"
		
		"DOTA_Tooltip_ability_item_bfury_Lore"									"この強大な斧の持ち主は、敵をまとめて一撃でなで切りにすることが出来る。"
		"DOTA_Tooltip_ability_item_bfury_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_bfury_bonus_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_bfury_bonus_mana_regen"						"+$mana_regen"
		"DOTA_Tooltip_ability_item_black_king_bar_Lore"							"巨人の強さを染み込ませた強力な杖。"
		"DOTA_Tooltip_ability_item_black_king_bar_Note0"						"もう一つ Black King Bar を買っても、持続時間はリセットされません。"
		"DOTA_Tooltip_ability_item_black_king_bar_Note1"						"Black King Bar の使用によって、有益なバフが取り除かれる可能性もある。"
		"DOTA_Tooltip_ability_item_black_king_bar_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_black_king_bar_bonus_damage"					"+$damage"
		//"DOTA_Tooltip_ability_item_black_king_bar_duration"					"AVATAR DURATION:"
		
		"DOTA_Tooltip_modifier_black_king_bar_immune"				"Black King Bar"
