"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_icarus_dive_burn_Description"		"每秒受到%dMODIFIER_PROPERTY_TOOLTIP%点伤害并且移动速度被减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"

		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits"						"烈火精灵"
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_Description"			"召唤%spirit_count%只围绕凤凰飞行的烈火精灵。每一只烈火精灵都能被单独发射到指定区域。对敌人持续造成伤害并大幅降低他们的攻击速度。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_shard_description"		"烈火精灵变成被动充能技能。具有7秒充能时间。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_Note0"					"烈火精灵现在到达目标区域后将获得1秒的视野。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_Lore"					"凤凰那不断坍塌重生的内核经常释放出具有意识的霎那光流。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_hp_cost_perc"			"%生命值消耗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_spirit_duration"		"烈火精灵持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_radius"					"作用范围："
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_duration"				"烧灼持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_damage_per_second"		"每秒伤害："
		"DOTA_Tooltip_ability_aghsfort_phoenix_fire_spirits_attackspeed_slow"		"攻击速度减少："

		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit"						"发动烈火精灵"
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_Description"			"每一只烈火精灵都能被单独发射到指定区域。对敌人持续造成伤害并大幅降低他们的攻击速度。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_Note0"				"烈火精灵现在到达目标区域后将获得1秒的视野。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_Lore"					"轰！嘣！"
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_hp_cost_perc"			"%生命值消耗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_spirit_duration"		"烈火精灵持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_radius"				"作用范围："
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_duration"				"烧灼持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_damage_per_second"	"每秒伤害："
		"DOTA_Tooltip_ability_aghsfort_phoenix_launch_fire_spirit_attackspeed_slow"		"攻击速度减少："

		"DOTA_Tooltip_modifier_aghsfort_phoenix_fire_spirit_burn"					"烈火精灵灼烧"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_fire_spirit_burn_Description"		"每秒受到%dMODIFIER_PROPERTY_TOOLTIP%点伤害并且攻击速度被减缓%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_fire_spirit_count"					"烈火精灵"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_fire_spirit_count_Description"		"烈火精灵已经可以发动。"

		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray"							"烈日炙烤"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_Description"				"凤凰以损失生命能量为代价，向前射出一束炽热的光线炙烤敌人。光线对敌人造成固定伤害，并且能治疗友军，治疗的数值为基础数值加上目标生命值的一定百分比。随着光线不断炙烤，固定伤害和治疗百分比会不断增加。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_Lore"					"星体能量的这般释放对凤凰来说仅仅是打开了原子大小的豁口。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_hp_cost_pct"				"%生命值消耗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_base_damage"				"伤害："
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_tick_interval"			"伤害/治疗间隔："
		//"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_max_dps_tooltip"			"DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_base_heal"				"基础治疗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_hp_perc_heal"			"%最大治疗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_abilityduration"			"最大持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_Note0"					"烈日炙烤的宽度为%radius%，长度为%abilitycastrange%。"		
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_Note1"					"凤凰受到眩晕、沉默、飓风、妖术或睡眠等效果时烈日炙烤将会中断。"		
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_Note2"					"凤凰可以使用物品和其他技能，不会打断烈日炙烤。"		

		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_stop"					"终止烈日炙烤"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_stop_Description"		"马上停止烈日炙烤。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_stop_Lore"				"吱吱！"

		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_toggle_move"						"切换移动状态"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_toggle_move_Description"			"在烈日炙烤时切换为缓慢前行状态。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_toggle_move_Note0"				"烈日炙烤允许凤凰穿越地形和树木。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_sun_ray_toggle_move_Lore"				"&￥……%"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_ray"								"烈日炙烤"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_ray_Description"					"发出光线开始烈日炙烤。"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_ray_slow"						"烈日炙烤"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_ray_slow_Description"			"移动速度被减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%%。"

		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova"							"超新星"
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_Description"				"凤凰十分乐意终结自己现在的生命来换取重生。将自己变为一颗燃烧的恒星，灼烧附近一大片区域内的敌人。恒星受到敌人一定次数的攻击后将会被摧毁。经过%abilityduration%秒后恒星将会爆炸，眩晕周围所有敌人。而凤凰的生命和魔法值都会回到满状态，并且所有技能的冷却时间都会刷新。\n\n驱散类型：强驱散"
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_Lore"						"超新星的烈日试炼致命非常，而从烈焰中，永生的凤吟将再一次升起。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_aura_radius"				"作用范围："
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_abilityduration"			"持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_damage_per_sec"			"每秒伤害："
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_stun_duration"				"眩晕时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_attacks_to_kill"			"摧毁所需攻击次数："
		"DOTA_Tooltip_ability_aghsfort_phoenix_supernova_cast_range_tooltip_scepter"	"神杖升级施法距离："

		"DOTA_Tooltip_modifier_aghsfort_phoenix_supernova_hiding"					"恒星形态"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_supernova_hiding_Description"		"重生前炙烤敌人。"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun"								"恒星形态"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_Description"					"重生前炙烤敌人。"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_debuff"							"恒星灼烧"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_sun_debuff_Description"				"每秒受到%dMODIFIER_PROPERTY_TOOLTIP%点伤害。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_savior"				"十万火急"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_savior_Description"	"凤凰在凤凰冲击期间碰到的首个友方英雄会被带上，并且马上受到一次治疗，数值为烈日炙烤每秒基础治疗的%mult_of_sun_ray_as_heal%倍。冲击期间单位为无敌状态，并且之后获得持续的隐身状态，持续%invis_duration%秒。可以关闭凤凰冲击的自动施放，禁用拯救队友的行为。"

		"DOTA_Tooltip_modifier_aghsfort_special_phoenix_icarus_dive_savior_invis"				"十万火急"
		"DOTA_Tooltip_modifier_aghsfort_special_phoenix_icarus_dive_savior_invis_Description"	"拥有持续隐身效果。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_blast_wave"				"冲击波"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_blast_wave_Description"	"凤凰冲击结束时，凤凰产生一次爆炸，在%blast_radius%范围内造成一次伤害，数值为凤凰冲击每秒伤害的%pct_of_dps_as_dmg%%%，并且施加凤凰冲击的负面效果，还击退敌人%knockback_distance%距离。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_second_sun"				"双子星"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_icarus_dive_second_sun_Description"	"凤凰冲击在目的地产生一个作用范围减半的超新星，持续%duration%秒。该恒星不会回复凤凰的生命和魔法，也不会刷新冷却时间。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_vitality"				"精灵抚慰"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_vitality_Description"	"烈火精灵将作用于撞击范围内的友军，持续进行治疗。治疗量为%pct_of_dps_as_heal%%%烈火精灵每秒伤害。烈火精灵的行进速度额外提升%bonus_travel_speed%。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_artillery"				"渗透作用"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_artillery_Description"	"发射烈火精灵时会对经过的敌人施加负面效果。首个击中的敌人会被精灵带到目的地。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_flame_revenant"				"烈火幽魂"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_fire_spirits_flame_revenant_Description"	"烈火精灵在落地点留下一个烈火幽魂。幽魂利用一团范围性烈火对单位造成伤害，每秒伤害为烈火精灵每秒伤害的%flame_revenant_damage_pct%%%。施加%move_slow_pct%%%减速效果。每个烈火幽魂的存活时间为烈火精灵负面效果持续时间的2倍，并且攻击范围为烈火精灵作用范围的2倍。"

        "DOTA_Tooltip_ability_aghsfort_phoenix_flame_revenant_attack"						"烈火幽魂攻击"
        "DOTA_Tooltip_ability_aghsfort_phoenix_flame_revenant_attack_Description"			"烈火幽魂向面朝的方向放出一道宽度为%width%的火焰，将蔓延%length%距离。施加一个负面效果，每秒造成%damage_per_second%点伤害，减缓30%%移动速度。对建筑造成40%%伤害。持续%duration%秒。负面效果粘滞2秒。"
        "DOTA_Tooltip_ability_aghsfort_phoenix_flame_revenant_attack_duration"				"持续时间："
        "DOTA_Tooltip_ability_aghsfort_phoenix_flame_revenant_attack_damage_per_second"  	"每秒伤害："

		"DOTA_Tooltip_modifier_aghsfort_phoenix_flame_revenant_attack"						"喷火之魂"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_flame_revenant_attack_Description"			"让东西烧起来。"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_flame_revenant_attack_damage"				"喷火之魂"
		"DOTA_Tooltip_modifier_aghsfort_phoenix_flame_revenant_attack_damage_Description"	"受到烧灼伤害，移动速度被减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"

		"npc_dota_aghsfort_phoenix_flame_revenant"					"烈火幽魂"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_luminance"				"光芒万丈"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_luminance_Description"	"烈日炙烤作用下的友军将受到强驱散，并获得攻击速度加成，数值为烈日炙烤基础治疗量的%pct_of_heal_as_attack_speed%%%。每次施放烈日炙烤时每个英雄只能被驱散一次。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_focus_point"				"焦点"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_focus_point_Description"	"烈日炙烤的尖端造成的伤害增加%damage_pct%%%，治疗增加%heal_pct%%%。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_gamma_ray"				"伽马射线"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_sun_ray_gamma_ray_Description"	"烈日炙烤可以在超新星期间施放，使其可以直接对敌人施加烈火精灵的烧灼效果。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_capture"				"俘获"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_capture_Description"	"超新星可以对友方英雄施放，使其进入凤凰的恒星。如果恒星存活，两名英雄都会重生。如果恒星死亡，两名英雄都会死亡。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_horizon"				"黎明时分"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_horizon_Description"	"超新星将单位推向其外围边缘，并施加凤凰冲击的烧灼效果。"

		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_expel_core"				"驱逐内核"
		"DOTA_Tooltip_ability_aghsfort_special_phoenix_supernova_expel_core_Description"	"超新星会向作用范围内的敌人发射烈火精灵。发射的数量等于烈火精灵的数量。优先以附近的敌人以及当前不受烈火精灵作用的敌人为目标。"

		"DOTA_Tooltip_ability_aghsfort_talent_phoenix_supernova_bonus_dps"			"+{s:value} 超新星每秒伤害"
		"DOTA_Tooltip_ability_aghsfort_talent_phoenix_sun_ray_damage"				"+{s:bonus_base_damage} 烈日炙烤每波伤害"
		"DOTA_Tooltip_ability_aghsfort_talent_phoenix_supernova_attacks_to_kill"	"+{s:bonus_attacks_to_kill} 超新星可被攻击次数"

		"aghsfort_phoenix_icarus_dive_mana_cost_cooldown"	"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		//"aghsfort_phoenix_icarus_dive_dash_length"			"+{s:value} {s:ability_name} Dash Length"
		"aghsfort_phoenix_icarus_dive_burn_duration"		"+{s:value}秒 {s:ability_name}烧灼持续时间"
		"aghsfort_phoenix_icarus_dive_damage_per_second"	"+{s:value} {s:ability_name}每秒伤害"
		"aghsfort_phoenix_icarus_dive_move_slow"			"+{s:value}% {s:ability_name}减速"

		"aghsfort_phoenix_fire_spirits_mana_cost_cooldown"	"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_phoenix_fire_spirits_spirit_count"		"+{s:value} {s:ability_name}精灵数量"
		"aghsfort_phoenix_fire_spirits_radius"				"+{s:value} {s:ability_name}作用范围"
		"aghsfort_phoenix_fire_spirits_burn_duration"		"+{s:value}秒 {s:ability_name}烧灼持续时间"
		"aghsfort_phoenix_fire_spirits_attackspeed_slow"	"+{s:value}% {s:ability_name}攻击速度降低"
		"aghsfort_phoenix_fire_spirits_damage_per_second"	"+{s:value} {s:ability_name}每秒伤害"

		"aghsfort_phoenix_sun_ray_mana_cost_cooldown"		"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_phoenix_sun_ray_base_damage"				"+{s:value} {s:ability_name}每秒伤害"
		"aghsfort_phoenix_sun_ray_hp_perc_heal"				"+{s:value}% {s:ability_name}最大生命治疗"

		"aghsfort_phoenix_supernova_mana_cost_cooldown"		"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_phoenix_supernova_damage_per_sec"			"+{s:value} {s:ability_name}每秒伤害"
		"aghsfort_phoenix_supernova_stun_duration"			"+{s:value}秒 {s:ability_name}眩晕时间"
		"aghsfort_phoenix_supernova_attacks_to_kill"		"+{s:value} {s:ability_name}摧毁所需攻击次数"
		"aghsfort_phoenix_supernova_aura_radius"			"+{s:value} {s:ability_name}作用范围"

		// PHOENIX HERO END
		

		// CLINKZ HERO START
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage"						"炽烈火雨"
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_Description"			"克林克兹持续施法，朝目标方向射出多支灼热的箭矢，击中所有敌人，造成克林克兹攻击伤害的一定百分比并施加攻击特效。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_Lore"					"其他人很难分辨骷髅弓箭手身边缭绕的劲风到底是来自他心中的火焰还是那让人眼花缭乱的射箭速度。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_Note0"				"攻击距离加成会提升炽烈火雨的长度。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_abilitychanneltime"	"持续时间："
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_wave_count"			"发射箭矢数量："
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_range"				"距离："
		"DOTA_Tooltip_ability_aghsfort_clinkz_burning_barrage_damage_pct"			"每支箭矢伤害："

		"DOTA_Tooltip_modifier_aghsfort_clinkz_burning_barrage"						"骨隐步"
		"DOTA_Tooltip_modifier_aghsfort_clinkz_burning_barrage_Description"			"攻击速度提升%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%。"

		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows"					"灼热之箭"
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_Description"		"让克林克兹的箭矢带有火焰，造成更多伤害。被灼热之箭击中的敌人攻击速度降低，持续%debuff_duration%秒。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_Lore"				"克林克兹用他的灼热精华点燃弓箭，造成毁灭性打击。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_Note0"				"灼热之箭能对建筑造成伤害。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_Note1"				"伤害直接作为物理伤害加到克林克兹的攻击伤害中。"
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_damage_bonus"		"额外伤害："
		"DOTA_Tooltip_ability_aghsfort_clinkz_searing_arrows_attack_slow"		"攻击速度降低："
