"lang"
{ 
	"Language" "italian" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"di salute"					// $health
		"dota_ability_variable_mana"				"di mana"						// $mana
		"dota_ability_variable_armor"				"di armatura"						// $armor
		"dota_ability_variable_damage"				"di danno"					// $damage
		"dota_ability_variable_str"					"di Forza"					// $str
		"dota_ability_variable_int"					"di Intelligenza"				// $int
		"dota_ability_variable_agi"					"di Agilità"					// $agi
		"dota_ability_variable_all"					"a tutti gli attributi"			// $all
		"dota_ability_variable_primary_attribute"	"all'attributo primario"			// $primary_attribute
		"dota_ability_variable_attack"				"di velocità di attacco"				// $attack
		"dota_ability_variable_hp_regen"			"di rigenerazione della salute"		// $hp_regen
		"dota_ability_variable_lifesteal"			"di prosciugamento della salute"					// $lifesteal
		"dota_ability_variable_mana_regen"			"di rigen. del mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"di rigen. del mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"di danno degli incantesimi"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"alla durata degli effetti negativi"			// $debuff_amp
		"dota_ability_variable_move_speed"			"di velocità di movimento"			// $move_speed
		"dota_ability_variable_evasion"				"di elusività"					// $evasion
		"dota_ability_variable_spell_resist"		"di resistenza alla magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"di prosciugamento dagli incantesimi"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"di prosciugamento dagli incantesimi (creep)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"di prosciugamento dagli incantesimi (Eroi)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"all'attributo selezionato"		// $selected_attribute
		"dota_ability_variable_attack_range"		"di gittata d'attacco <font color='#7d7d7d'>(solo a distanza)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"di gittata d'attacco <font color='#7d7d7d'>(solo da mischia)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"di gittata di lancio"				// $cast_range
		"dota_ability_variable_status_resist"		"di resistenza agli stati"			// $status_resist
		"dota_ability_variable_projectile_speed"	"di velocità dei proiettili"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"di riduzione dei costi in mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"di riduzione dei tempi di ricarica"		// $cooldown_reduction 

		"dota_ability_variable_damage_int_hero"	"di danno (Eroi Intelligenza)"
		//"DOTA_Tooltip_ability_item_ward_sentry_duration_minutes_tooltip"	"DURATION (MINUTES):"
		"DOTA_Tooltip_ability_item_ward_sentry_Lore"								"Una specie di pianta coltivata in passato nel giardino di un re timoroso."
		
		"DOTA_Tooltip_ability_item_ward_dispenser_Description"						"<h1>Uso: Posiziona</h1> Posiziona il Guardiano attualmente attivo. Clicca due volte con il pulsante sinistro del mouse per scambiare il tipo di Guardiano utilizzabile.<br><br>Gittata: %abilitycastrange%\n\nNome in inglese: <b><font color='#F2A93E'>Observer and Sentry Wards</font></b>"
		"DOTA_Tooltip_ability_item_ward_dispenser_Note0"						"Tieni premuto CTRL per dare un Guardiano ad un Eroe alleato."
		"DOTA_Tooltip_ability_item_ward_dispenser_observer_vision_range_tooltip"		"GITTATA DELLA VISIONE DEI GUARDIANI OSSERVATORI:"
		"DOTA_Tooltip_ability_item_ward_dispenser_observer_duration_minutes_tooltip"	"DURATA DEI GUARDIANI OSSERVATORI (MINUTI):"
		"DOTA_Tooltip_ability_item_ward_dispenser_true_sight_range"							"GITTATA DELLA VERA VISIONE DEI GUARDIANI SENTINELLA:"
		"DOTA_Tooltip_ability_item_ward_dispenser_sentry_duration_minutes_tooltip"		"DURATA DEI GUARDIANI SENTINELLA (MINUTI):"
		"DOTA_Tooltip_ability_item_ward_dispenser_Lore"						"I progressi ottenuti nel campo della Guardianologia hanno relegato lo stress del trasportare i Guardiani ad un passato molto meno efficiente."
		
		"DOTA_Tooltip_ability_item_wraith_band_Description"					"I suoi bonus raddoppiano dopo il minuto %clock_time%.\n\nNome in inglese: <b><font color='#F2A93E'>Wraith Band</font></b>"
		"DOTA_Tooltip_ability_item_wraith_band_Lore"							"Un cerchietto dal quale si ode l'eco di deboli sospiri."
		"DOTA_Tooltip_ability_item_wraith_band_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_ability_item_wraith_band_bonus_armor"						"+$armor"

		"DOTA_Tooltip_ability_item_yasha_Lore"									"Yasha viene considerata l'arma più veloce mai creata."	
		"DOTA_Tooltip_ability_item_yasha_Note0"							"I bonus alla velocità di movimento provenienti dai vari oggetti associati a Yasha non sono cumulabili."	
		"DOTA_Tooltip_ability_item_yasha_bonus_agility"							"+$agi"
		"DOTA_Tooltip_ability_item_yasha_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_yasha_movement_speed_percent_bonus"			"%+$move_speed"
		
		"DOTA_Tooltip_ability_item_arcane_boots_Description"					"<h1>Attiva: Riempimento del mana</h1>Ripristina %replenish_amount% punti mana a tutti gli alleati vicini.<br><br>Raggio: %replenish_radius%\nI bonus alla velocità di movimento dovuti a molteplici paia di stivali non sono cumulabili.\n\nNome in inglese: <b><font color='#F2A93E'>Arcane Boots</font></b>"
		"DOTA_Tooltip_ability_item_arcane_boots_Lore"						"I maghi che indossano questi stivali sono molto apprezzati in battaglia."
		"DOTA_Tooltip_ability_item_arcane_boots_Note0"							"Non funziona sui cloni di Meepo."
		"DOTA_Tooltip_ability_item_arcane_boots_bonus_movement"					"+$move_speed"
		"DOTA_Tooltip_ability_item_arcane_boots_bonus_mana"						"+$mana"	
		//"DOTA_Tooltip_ability_item_arcane_boots_replenish_amount"				"REPLENISH MANA RESTORE:"
		//"DOTA_Tooltip_ability_item_arcane_boots_replenish_radius"				"REPLENISH CAST RADIUS:"		

		"DOTA_Tooltip_ability_item_orb_of_venom_Description"					"<h1>Passiva: Avvelenamento</h1>Avvelena il bersaglio, infliggendogli %poison_damage_melee% danni magici al secondo e rallentandone la velocità di movimento del %poison_movement_speed_melee%%% se l'Eroe impersonato è da mischia, oppure del %poison_movement_speed_range%%% se è a distanza. Ha una durata di %poison_duration% secondi.\n\nNome in inglese: <b><font color='#F2A93E'>Orb of Venom</font></b>"
		"DOTA_Tooltip_ability_item_orb_of_venom_Lore"							"Ricopre la tua arma col veleno di una vipera velenosa."
		"DOTA_Tooltip_ability_item_orb_of_venom_Note0"                   		"Non è cumulabile con gli effetti dei suoi miglioramenti."

		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_damage"					"POISON DAMAGE PER SECOND:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_melee"	"%POISON MELEE SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_range"	"%POISON RANGED SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_duration"				"POISON DURATION:"

		"DOTA_Tooltip_ability_item_orb_of_pestilence_Description"				"<h1>Passiva: Avvelenamento</h1>Avvelena il bersaglio, infliggendogli %poison_damage% danni magici al secondo e rallentandone la velocità di movimento del %poison_movement_speed_melee%%% se l'Eroe impersonato è da mischia, oppure del %poison_movement_speed_range%%% se è a distanza. Ha una durata di %poison_duration% secondi. La salute e la velocità di movimento dell'utilizzatore aumentano di una quantità pari ai valori di danno e rallentamento per %poison_duration% secondi.\n\nNome in inglese: <b><font color='#F2A93E'>Orb of Pestilence</font></b>"
		"DOTA_Tooltip_ability_item_orb_of_pestilence_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_orb_of_pestilence_hp_regen"						"+$hp_regen"


		"DOTA_Tooltip_modifier_item_orb_of_venom_slow"			"Sfera del Veleno"
		"DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Subisce %dMODIFIER_PROPERTY_TOOLTIP% danni da avvelenamento al secondo, la sua velocità di movimento è ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."


		
		"DOTA_Tooltip_ability_item_boots_of_bearing_Description"					"<h1>Attiva: Resistenza</h1> Consuma una carica e fa ottenere agli alleati nelle vicinanze +%bonus_attack_speed_pct% di velocità di attacco e +%bonus_movement_speed_pct%%% di velocità di movimento per %duration% secondi. Gli alleati sono immuni ai rallentamenti per i primi %bonus_ms_duration% secondi.<br><br>Cariche iniziali: 8. Ottiene 1 carica ogni 3 minuti.<br><br>Raggio: %radius% \n\n<h1>Passiva: Aura della rapidità</h1>Aumenta di %aura_movement_speed% la velocità di movimento degli alleati. <br><br>Raggio: %radius%\n\nNome in inglese: <b><font color='#F2A93E'>Drum of Endurance</font></b>"
		"DOTA_Tooltip_ability_item_boots_of_bearing_Lore"						"Un paio di stivali splendenti realizzati per l'antico araldo che per primo ha osato diffondere la gloria di Borgolitio oltre i suoi confini iniziali."
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_int"					"+$int"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_health_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_ancient_janggo_Description"					"<h1>Attiva: Resistenza</h1> Consuma una carica e aumenta la velocità d'attacco di %bonus_attack_speed_pct% e la velocità di movimento del %bonus_movement_speed_pct%%% per %duration% secondi. <br><br>Cariche iniziali: %charges_tooltip%.<br><br>Raggio: %radius% \n\n<h1>Passiva: Aura della rapidità</h1>Aumenta di %aura_movement_speed% la velocità di movimento degli alleati. <br><br>Raggio: %radius%\n\nNome in inglese: <b><font color='#F2A93E'>Drum of Endurance</font></b>"
		"DOTA_Tooltip_ability_item_ancient_janggo_Lore"						"Una reliquia che incanta i corpi di coloro che le stanno attorno, permettendo loro di muoversi più rapidamente nel momento del bisogno."
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_int"					"+$int"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_attack_speed"					"+$attack"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_mana_regen" 			"+$mana_regen"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_movement_speed"			"+$move_speed"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_aura_movement_speed"		"AURA MOVE SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_attack_speed_pct"			"ENDURANCE ATTACK SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_movement_speed_pct"	"%ENDURANCE MOVE SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_duration"				"ENDURANCE DURATION:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_radius"				"AURA/ENDURANCE RADIUS:"

		"DOTA_Tooltip_modifier_item_boots_of_bearing_aura"				"Aura della rapidità"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_aura_Description"	"Velocità di movimento aumentata di %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_item_boots_of_bearing_active"				"Resistenza"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_active_Description"	"Velocità di movimento aumentata del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.\nVelocità di attacco aumentata di %dMODIFIER_PROPERTY_TOOLTIP%."

		"DOTA_Tooltip_modifier_item_ancient_janggo_aura"			"Aura della rapidità"
		"DOTA_Tooltip_modifier_item_ancient_janggo_aura_Description"	"Velocità di movimento aumentata di %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Resistenza"
		"DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Velocità di movimento aumentata del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.\nVelocità di attacco aumentata di %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_item_medallion_of_courage_Description"			"<h1>Attiva: Valore</h1> Usare questo oggetto su un alleato ne aumenterà l'armatura di %bonus_armor%, ma quella dell'utilizzatore diminuirà dello stesso valore. <br><br>Usare questo oggetto su un nemico ridurrà di %bonus_armor% la sua armatura e quella dell'utilizzatore. <br><br>Non può essere usato su un bersaglio immune agli incantesimi.<br><br>Gittata: %abilitycastrange%\n\nNome in inglese: <b><font color='#F2A93E'>Medallion of Courage</font></b>"
		"DOTA_Tooltip_ability_item_medallion_of_courage_Lore"					"Il portatore non ha paura di combattere."
		"DOTA_Tooltip_ability_item_medallion_of_courage_bonus_armor"			"+$armor"
		"DOTA_Tooltip_ability_item_medallion_of_courage_bonus_mana_regen_pct"	"+$mana_regen"
		//"DOTA_Tooltip_ability_item_medallion_of_courage_armor_reduction"		"VALOR ARMOR REDUCTION:"
		//"DOTA_Tooltip_ability_item_medallion_of_courage_duration"			"VALOR DURATION:"
		//"DOTA_Tooltip_ability_item_medallion_of_courage_valor_abilitycastrange"		"VALOR CAST RANGE:"
	
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medaglione del Coraggio"
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Armatura ridotta di %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_addition"	"Medaglione del Coraggio"
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_addition_Description"	"Armatura aumentata di %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		
		"DOTA_Tooltip_ability_item_smoke_of_deceit_Description"					"<h1>Uso: Mimetizzazione</h1> Il giocatore e tutte le Unità controllate dagli alleati in un raggio di %application_radius% unità diventano invisibili e si muovono più velocemente del %bonus_movement_speed%%% per %duration% secondi. <br><br>L'invisibilità svanisce attaccando o avvicinandosi a meno di %visibility_radius% unità da un Eroe o da una torre nemica. <br><br>L'invisibilità di Mimetizzazione è immune all'effetto di Vera visione.\n\nNome in inglese: <b><font color='#F2A93E'>Smoke of Deceit</font></b>"
		//"DOTA_Tooltip_ability_item_smoke_of_deceit_bonus_movement_speed"		"%BONUS SPEED:"
		//"DOTA_Tooltip_ability_item_smoke_of_deceit_duration"					"DURATION:"
		"DOTA_Tooltip_ability_item_smoke_of_deceit_Lore"						"L'unico vero contributo del mago ciarlatano Myrddin alle arti arcane."

		"DOTA_Tooltip_modifier_smoke_of_deceit"				"Fumo del Raggiro"
		"DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"È invisibile, la sua velocità di movimento è aumentata del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% e non compare sulla minimappa. L'invisibilità verrà perduta attaccando o avvicinandosi a meno di %dMODIFIER_PROPERTY_TOOLTIP% unità da un Eroe o una torre della squadra avversaria."

		
		"DOTA_Tooltip_ability_item_revenants_brooch_Description"					"<h1>Attiva: Dominio fantasma</h1>I tuoi %number_of_attacks% attacchi successivi non possono fallire (Attacco perfetto) e infliggono danno magico. Questi bonus scompaiono dopo %active_duration% secondi.<br><br> Consente di attaccare le Unità in forma eterea e non danneggia i bersagli immuni alla magia.\n<h1>Passiva: Spada stregata</h1>Fa sì che il tuo attacco successivo avveleni il bersaglio per %slow_duration% secondi, rallentandolo del %slow%%% e infliggendo ogni secondo un danno pari a %int_damage_multiplier% volte la tua Intelligenza. Questo effetto può attivarsi una volta ogni %passive_cooldown% secondi.\n\nNome in inglese: <b><font color='#F2A93E'>Revenant's Brooch</font></b>"
		"DOTA_Tooltip_ability_item_revenants_brooch_Lore"						"La spilla maledetta di un guardiano ormai caduto che vaga in eterno tra il velo che separa la vita e la morte."
		"DOTA_Tooltip_ability_item_revenants_brooch_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_revenants_brooch_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_revenants_brooch_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_ability_item_revenants_brooch_projectile_speed"			"+$projectile_speed"

		"DOTA_Tooltip_modifier_item_revenants_brooch_internal_cd"				"Tempo di ricarica (Spada Stregata)"
		"DOTA_Tooltip_modifier_item_revenants_brooch_internal_cd_Description"	"Intervallo dopo cui il tuo attacco successivo potrà attivare la Spada Stregata."

		"DOTA_Tooltip_ability_item_veil_of_discord_Description"					"<h1>Attiva: Debolezza magica</h1> Emette un'onda indebolente in un raggio di %debuff_radius% che aumenta del %spell_amp%%% il danno che gli Eroi nemici subiscono dagli incantesimi.<br><br>Gittata: %abilitycastrange%<br>Durata: %resist_debuff_duration% secondi. \n\n<h1>Passiva: Aura di Basilius</h1> Aumenta di %aura_mana_regen% la rigenerazione del mana degli alleati.<br><br>Raggio: %aura_radius%\n\nNome in inglese: <b><font color='#F2A93E'>Veil of Discord</font></b>"
		"DOTA_Tooltip_ability_item_veil_of_discord_Lore"						"Il copricapo dei maghi corrotti."
		"DOTA_Tooltip_ability_item_veil_of_discord_bonus_all_stats"			"+$all"

		"DOTA_Tooltip_modifier_item_veil_of_discord_mana"				"Velo della Discordia"
		"DOTA_Tooltip_modifier_item_veil_of_discord_mana_Description"	"Aumenta la rigenerazione del mana degli alleati."
		
		"DOTA_Tooltip_modifier_item_veil_of_discord_debuff"				"Debolezza magica"
		"DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"Il danno subito dagli incantesimi viene aumentato del %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_item_ring_of_aquila_Description"				"<h1>Passiva: Aura di Aquila</h1>Aumenta di %aura_mana_regen% la rigenerazione del mana e di %aura_bonus_armor% l'armatura degli alleati vicini.<br><br>Raggio: %aura_radius%\n<h1>Attiva: Aura</h1> Abilita o disabilita l'effetto anche per le Unità non eroiche.\n\nNome in inglese: <b><font color='#F2A93E'>Ring of Aquila</font></b>"
		"DOTA_Tooltip_ability_item_ring_of_aquila_Lore"						"L'anello del defunto Aquila, signore della guerra, continua a sostenere gli eserciti in battaglia."
		"DOTA_Tooltip_ability_item_ring_of_aquila_Note0"					"Molteplici istanze di Aura di Aquila non sono cumulabili."
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_strength"			"+$str"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_agility"			"+$agi"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_intellect"			"+$int"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_damage"				"+$damage"
		//"DOTA_Tooltip_ability_item_ring_of_aquila_aura_mana_regen"			"AURA MANA REGEN:"
		//"DOTA_Tooltip_ability_item_ring_of_aquila_aura_bonus_armor"			"AURA BONUS ARMOR:"

		"DOTA_Tooltip_modifier_item_ring_of_aquila_aura_bonus"				"Anello di Aquila"
		"DOTA_Tooltip_modifier_item_ring_of_aquila_aura_bonus_Description"		"Rigenerazione del mana aumentata di %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE% e armatura aumentata di %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE%."


		"DOTA_Tooltip_ability_item_shadow_amulet_Description"					"<h1>Attiva: Dissolvenza</h1>Rende l'utilizzatore o un Eroe alleato invisibile finché il bersaglio rimane fermo.<br><br>Ha un tempo di sparizione pari a %fade_time% secondi e muoversi fa svanire l'effetto istantaneamente.<br><br>Questo oggetto non ha bisogno di ricaricarsi se viene utilizzato su di sé.<br><br>Gittata: %abilitycastrange%\n\nNome in inglese: <b><font color='#F2A93E'>Shadow Amulet</font></b>"
		"DOTA_Tooltip_ability_item_shadow_amulet_Lore"							"Un piccolo talismano in grado di annebbiare i sensi dei propri nemici quando viene tenuto perfettamente fermo."
		//"DOTA_Tooltip_ability_item_shadow_amulet_fade_time"					"FADE TIME:"

		"DOTA_Tooltip_modifier_item_shadow_amulet_fade"		"Amuleto dell'Ombra"
		"DOTA_Tooltip_modifier_item_shadow_amulet_fade_Description"		"Sta svanendo tra le ombre."

		"DOTA_Tooltip_ability_item_meteor_hammer_Description"                   "<h1>Attiva: Martello della meteora</h1> CANALIZZATA - Se la canalizzazione va a buon fine, evoca una meteora che colpisce un'area di %impact_radius% unità, stordisce i nemici per %stun_duration% secondi e infligge danno all'impatto. I nemici e le strutture colpite continuano a subire danni per un periodo di %burn_duration% secondi.<BR><BR>Danno d'impatto inflitto alle strutture: %impact_damage_buildings% <BR>Danno nel tempo inflitto alle strutture: %burn_dps_buildings% <BR><BR>Danno d'impatto inflitto alle Unità: %impact_damage_units% <BR>Danno nel tempo inflitto alle Unità: %burn_dps_units% <BR><BR>Durata della canalizzazione: %max_duration% secondi.<BR>Tempo per l'impatto: %land_time% secondi.\n\nNome in inglese: <b><font color='#F2A93E'>Meteor Hammer</font></b>"		
		"DOTA_Tooltip_ability_item_meteor_hammer_lore"                   "Un martello incantato forgiato con metalli rinvenuti nelle rovine di un villaggio distrutto da una grande tempesta celestiale."		
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_all_stats"						"+$all"	
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_health_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_mana_regen"				"+$mana_regen"

		"DOTA_Tooltip_modifier_item_meteor_hammer_burn"						"Bruciatura (Martello della Meteora)"
		"DOTA_Tooltip_modifier_item_meteor_hammer_burn_Description"			"Subisce %dMODIFIER_PROPERTY_TOOLTIP% danni ogni %dMODIFIER_PROPERTY_TOOLTIP2% secondo."


		"DOTA_Tooltip_ability_item_nullifier_Description"                     "<h1>Attiva: Nullificazione</h1> Dissipa il bersaglio e gli applica un effetto negativo per %mute_duration% secondi. Il bersaglio viene dissipato ripetutamente.<br><br>TIPO DI DISSIPAZIONE: <span class=\"GameplayValues GameplayVariable\">Dissipazione di base</span>\n\nNome in inglese: <b><font color='#F2A93E'>Nullifier</font></b>"		
		"DOTA_Tooltip_ability_item_nullifier_lore"                     "Un'arma pericolosa saccheggiata da una dimensione inversa."		
		"DOTA_Tooltip_ability_item_nullifier_bonus_damage"					"+$damage"
		"DOTA_Tooltip_ability_item_nullifier_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_nullifier_bonus_regen"				"+$hp_regen"
		//"DOTA_Tooltip_ability_item_nullifier_bonus_mana_regen"					"+$mana_regen"

		"DOTA_Tooltip_modifier_item_nullifier_mute" 						"Nullificatore"
		"DOTA_Tooltip_modifier_item_nullifier_mute_Description" 			"Il bersaglio viene dissipato ripetutamente e rallentato ogni volta che subisce un attacco."
		"DOTA_Tooltip_modifier_item_nullifier_slow"							"Rallentato (Nullificatore)"
		"DOTA_Tooltip_modifier_item_nullifier_slow_Description"				"Rallentato del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"


		"DOTA_Tooltip_ability_item_spirit_vessel_Description"					"<h1>Attiva: Liberazione dell'anima</h1> Se usato sui nemici, la salute attuale del bersaglio viene ridotta del %enemy_hp_drain%%% ogni secondo, mentre gli effetti di rigenerazione della salute, guarigione, prosciugamento della salute e prosciugamento della salute dagli incantesimi vengono ridotti del %hp_regen_reduction_enemy%%%. Infligge %soul_damage_amount% danni al secondo. <br><br>Se usato sugli alleati, aumenta di %soul_heal_amount% la rigenerazione della salute al secondo. <br><br>L'effetto dura %duration% secondi. <br><br>Ottiene delle cariche ogni volta che un Eroe nemico muore in un raggio di %soul_radius% unità. Soltanto il Ricettacolo più vicino all'Eroe morente otterrà una carica.<br><br>Gittata di lancio: %paint_duration% \n\nNome in inglese: <b><font color='#F2A93E'>Spirit Vessel</font></b>" 		
