"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_IV_Description"	"Ανοίξτε 5 θησαυρούς IV"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_IV_Name"	"ΤΕΛΕΙΟΜΑΝΗΣ ΘΗΣΑΥΡΩΝ IV"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_IV_Description"	"Ανοίξτε 10 θησαυρούς IV"
"DOTA_FallMajor2016_Achievement_Use_2_Infusers_Name"	"ΧΡΗΣΤΗΣ Infuser"
"DOTA_FallMajor2016_Achievement_Use_2_Infusers_Description"	"Χρησιμοποιήστε 2 φθινοπωρινά Infuser"
"DOTA_FallMajor2016_Achievement_Use_5_Infusers_Name"	"ΠΡΟΣΑΡΜΟΓΕΑΣ"
"DOTA_FallMajor2016_Achievement_Use_5_Infusers_Description"	"Χρησιμοποιήστε 5 φθινοπωρινά Infuser"
"DOTA_FallMajor2016_Achievement_Use_20_Infusers_Name"	"ΠΑΡΤΙ ΣΩΜΑΤΙΔΙΩΝ"
"DOTA_FallMajor2016_Achievement_Use_20_Infusers_Description"	"Χρησιμοποιήστε 20 φθινοπωρινά Infuser"
"DOTA_FallMajor2016_Reward_Blink_Effect"	"Εφέ Blink"
"DOTA_DB_SeasonPass_Fall_2016"	"Φθινόπωρο 2016"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Colleseum"	"Εποχιακό πεδίο μάχης: Φθινόπωρο<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>1</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_LoadScreens"	"Εικόνα φόρτωσης πάσου μάχης φθινοπώρου 2016<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>1</font> / <font color='#96C68C'>17</font> / <font color='#96C68C'>21</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_BattleCupTicket"	"Εισιτήριο κυπέλλου μάχης σαββατοκύριακου <br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>1</font> / <font color='#96C68C'>29</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Infuser"	"Infuser αναβάθμισης θησαυρού - Φθινόπωρο 2016<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>22</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_LoadScreen1"	"Εικόνα φόρτωσης I<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>1</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_LoadScreen2"	"Εικόνα φόρτωσης II<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>17</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_LoadScreen3"	"Εικόνα φόρτωσης III<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>21</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Emoticon"	"Φθινοπωρινό πακέτο Emoticon 2016<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>2</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Fountain"	"Εφέ θεραπείας σιντριβανιού<br><font color='#888888'>Επίπεδο <font color='#96C68C'>3</font> / <font color='#96C68C'>37</font> / <font color='#96C68C'>58</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_TP"	"Εφέ τηλεμεταφοράς Ήρωα<br><font color='#888888'>Επίπεδο <font color='#96C68C'>4</font> / <font color='#96C68C'>31</font> / <font color='#96C68C'>52</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Courier"	"Μεταφορέας Wibbley<br><font color='#888888'>Επίπεδο <font color='#96C68C'>7</font> / <font color='#96C68C'>20</font> / <font color='#96C68C'>40</font> / <font color='#96C68C'>60</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Ward"	"Starecrow Ward<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>8</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Blink"	"Εφέ Blink Dagger<br><font color='#888888'>Επίπεδο <font color='#96C68C'>9</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Effigy"	"<b>Κομμάτι ομοιώματος φθινοπώρου 2016</b><br>
<i>Κομμάτι ομοιώματος I </i><font color='#888888'> επίπεδο <font color='#96C68C'>12</font></font><br>
<i>Κομμάτι ομοιώματος II </i><font color='#888888'> επίπεδο <font color='#96C68C'>26</font></font><br>
<i>Κομμάτι ομοιώματος III </i><font color='#888888'> επίπεδο <font color='#96C68C'>48</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Forcestaff"	"Εφέ Force Staff<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>24</font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Taunt"	"<br>Χλευασμός Φθινοπώρου 2016</b><br>
<i>Χλευασμός Centaur: A Leg to Stand On</i><font color='#888888'> Επίπεδο <font color='#96C68C'>14</font></font><br>
<i>Χλευασμός Brewmaster: Drunken Antics </i><font color='#888888'> Επίπεδο <font color='#96C68C'>28</font></font><br>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Taunt_Centaur"	"Χλευασμός Centaur: A Leg to Stand On <font color='#888888'> Επίπεδο <font color='#96C68C'>14</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Taunt_Brew"	"Χλευασμός Brewmaster: Drunken Antics <font color='#888888'> Επίπεδο <font color='#96C68C'>28</font></font>"
"DOTA_DB_SeasonPass_fall2016_Prestige_Rewards_Cyclone"	"Εφέ Eul's Scepter<br><font color='#888888'>Επίπεδο </font><font color='#96C68C'>30</font>"
"DOTA_Fall2016_BattlePassRewards_Intro"	"Ορίστε όλη η συλλογή των ανταμοιβών που μπορείτε να κερδίσετε με το Πάσο μάχης φθινοπώρου 2016.<br><br><font color='#94D53F'>ΚΕΡΔΙΣΤΕ ΝΕΕΣ ΑΝΤΑΜΟΙΒΕΣ</font> κάθε φορά που αυξάνετε το Επίπεδο μάχης σας.<br><br><font color='#94D53F'>ΑΥΞΗΣΤΕ ΤΟ ΕΠΙΠΕΔΟ ΣΑΣ</font> ολοκληρώνοντας αποστολές, κερδίζοντας στοιχήματα μέσα στο παιχνίδι και πετυχαίνοντας επιτεύγματα.<br><br>Αν και μόνο λίγοι και ανδρείοι ήρωες ολοκληρώνουν τη συλλογή, όλοι όσοι ξεκινούν αυτό το ταξίδι μπορούν να δουν την πρόοδό τους εδώ."
"DOTA_BattlePassRewards_RecycleNote_fall2016"	"Τα περιεχόμενα όλων των Θησαυρών πάσου μάχης φθινοπώρου 2016 μπορούν να ανακυκλωθούν για <b>500</b> πόντους μάχης."
"DOTA_BattlePassRewards_QuestNote_fall2016"	"Ολοκληρώστε την τελική αποστολή σε ένα μονοπάτι για να λάβετε το βραβείο εκείνου το μονοπατιού. <br>Ολοκληρώστε το μονοπάτι με τουλάχιστον 40 αστέρια για να ξεκλειδώσετε μια ειδική εμφάνιση για αυτό το βραβείο."
"DOTA_Fall2016_QuestIntroTitleLabel"	"Αποστολές πάσου μάχης φθινοπώρου 2016"
"DOTA_Fall2016_QuestIntroCampaignTitleLabel"	"ΤΑΚΤΙΚΗ ΜΑΧΗΣ"
"DOTA_Fall2016_QuestIntroLore"	"Χαλάστε τα σχέδια του εχθρού και κάντε τους να φοβούνται την ομίχλη στο μονοπάτι του Σαμποτέρ. Ελέγξτε το χάρτη και κατευθύνετε τη ροή της μάχης για να εξασφαλίσετε τη γρήγορη ανάπτυξη της ομάδας σας στο μονοπάτι του Προστάτη. Αποκτήστε όλο και ισχυρότερα αντικείμενα μυθικής δύναμης για να είστε επικεφαλής της τελικής επίθεσης στο μονοπάτι του Κυρίαρχου."
"DOTA_CompendiumRecap_OverviewDetails_Boston"	"Φάση ομίλων: 3 Δεκεμβρίου - 4 Δεκεμβρίου 2016\nΚύρια διοργάνωση: 7 Δεκεμβρίου - 10 Δεκεμβρίου 2016"
"DOTA_CompendiumRecap_OverviewVenueDetails_Boston"	"Wang Theatre - Boston, United States"
"DOTA_CompendiumRecap_OverviewFormatDetails_Boston"	"16 ομάδες σε παιχνίδια μονού αποκλεισμού στις 2 νίκες. Ο Μεγάλος Τελικός είναι στις 3 νίκες."
"DOTA_CompendiumRecap_OverviewFormatDetailsCont_Boston"	"Οι αναμετρήσεις θα προκύψουν από τη φάση ομίλων."
"DOTA_SeasonPass_Fall2016_Rewards_Expire"	"ΤΟ ΠΑΣΟ ΜΑΧΗΣ ΦΘΙΝΟΠΩΡΟΥ 2016 ΛΗΓΕΙ ΣΤΙΣ:"
"DOTA_SeasonPass_Fall2016_Rewards_Expired"	"Το πάσο μάχης φθινοπώρου 2016 έληξε στις:"
"DOTA_SeasonPass_Fall2016_Rewards_Expire_Date"	"2 Ιανουαρίου 2017"
"DOTA_GameItems_Shops"	"ΜΑΓΑΖΙΑ"
"DOTA_GameItems_AllShops"	"ΟΛΑ ΤΑ ΜΑΓΑΖΙΑ"
"DOTA_GameItems_ItemDetails"	"ΛΕΠΤΟΜΕΡΕΙΕΣ ΑΝΤΙΚΕΙΜΕΝΟΥ"
"DOTA_GameItems_AvailableAtMainShop"	"Διαθέσιμο στο μαγαζί βάσης"
"DOTA_GameItems_AvailableAtSideShop"	"Διαθέσιμο στο πλαϊνό μαγαζί"
"DOTA_GameItems_AvailableAtSecretShop"	"Διαθέσιμο στο μυστικό μαγαζί"
"DOTA_GameItems_RequiresSecretShop"	"Απαιτεί μυστικό μαγαζί"
"dota_weekend_tourney_hub_tier_all"	"ΟΛΕΣ ΟΙ ΒΑΘΜΙΔΕΣ"
"dota_weekend_tourney_hub_no_recent_tournaments"	"Κανένα πρόσφατο τουρνουά"
"dota_weekend_tourney_hub_no_leaderboard_data"	"Γίνετε ο πρώτος από τους φίλους σας που θα συμμετάσχει στο κύπελλο μάχης!"
"DOTA_Hud_ChannelBar"	"ΔΙΟΧΕΤΕΥΣΗ {s:seconds_left}"
"DOTA_Compendium_SecondaryTabHeader_TrueSight"	"True Sight"
"DOTA_MoviePurchaseCompendium"	"Αγοράστε το φθινοπωρινό πάσο μάχης για να αποκτήσετε πρόσβαση και στα τρία επεισόδια του True Sight."
"DOTA_MovieStreamCountdown"	"Διαθέσιμο σε {s:hours}Ω {s:minutes}Λ"
"DOTA_MovieStreamOver"	"Η μετάδοση του True Sight έληξε. Είναι πλέον διαθέσιμο στη συλλογή βίντεό σας στο Steam."
"DOTA_XboxDVR_Title"	"ΣΥΣΤΑΣΗ ΕΠΙΔΟΣΕΩΝ"
"DOTA_XboxDVR_Explain"	"Το λειτουργικό σας σύστημα έχει ενεργοποιημένο το Xbox Game DVR το οποίο έχει αναφερθεί ότι προκαλεί προβλήματα επίδοσης σε παιχνίδια όπως μειωμένο ή περιορισμένο fps, απροσδόκητους τερματισμούς ή πάγωμα.\n\nΘέλετε να μάθετε πώς μπορεί να απενεργοποιηθεί το Xbox Game DVR στο σύστημά σας;"
"DOTA_Compendium_SecondaryTabHeader_RegionalPredictions"	"Προβλέψεις τοπικών"
"DOTA_Compendium_SecondaryTabHeader_InvitePredictions"	"ΠΡΟΒΛΕΨΕΙΣ ΠΡΟΣΚΛΗΣΕΩΝ"
"DOTA_Compendium_InvitePredictions"	"ΠΡΟΒΛΕΨΤΕ ΣΩΣΤΑ ΚΑΙ ΤΙΣ 8 ΠΡΟΣΚΛΗΣΕΙΣ ΓΙΑ ΝΑ ΚΕΡΔΙΣΕΤΕ 2000 ΠΟΝΤΟΥΣ ΜΑΧΗΣ"
"DOTA_Compendium_SecondaryTabHeader_Invites"	"ΠΡΟΣΚΛΗΣΕΙΣ"
"DOTA_Compendium_Invites_Countdown"	"{i:days} μέρες \n{s:hours}:{s:minutes}:{s:seconds}"
"DOTA_Compendium_Invites_ToBeDetermined"	"Υπό καθορισμό"
"DOTA_Compendium_Invites_OpenQualifiers"	"Ανοικτά προκριματικά #{d:open_number}"
"dota_settings_hud_healthbar_disable_status_display"	"Απενεργοποίηση κειμένου κατάστασης"
"dota_settings_hud_disable_damage_numbers"	"Απόκρυψη αριθμών ζημιάς"
"dota_weekend_tourney_hub_stats_header_label"	"Στατιστικά προηγούμενης εβδομάδας"
"dota_weekend_tourney_hub_stats_worldwide_label"	"Παγκόσμια"
"dota_weekend_tourney_hub_stats_players_label"	"Παίκτες"
"dota_weekend_tourney_hub_tier_n"	"Κατηγορία {i:tier}"
"DOTA_ChangeLog_Halloween_Quest_Available"	"Πρόσθετο μονοπάτι αποστολών"
"DOTA_Treasure_ViewTreasure"	"Προβολή θησαυρών"
"FrontPage_Fall_2016_Treasure2_Desc"	"Τώρα διαθέσιμο για κατόχους πάσου μάχης για να τον αποκτήσουν ως ανταμοιβή επιπέδου μάχης ή να τον αγοράσουν από το κατάστημα Dota 2. Περιέχει πακέτα αντικειμένων για τον Lion, τον Silencer, τον Storm Spirit, τον Dark Seer και τον Treant Protector, όπως επίσης και αυξανόμενες πιθανότητες να ξεκλειδώσετε ένα πολύ σπάνιο πακέτο αντικειμένων για τον Spirit Breaker ή ένα εξαιρετικά σπάνιο πακέτο αντικειμένων για τον Juggernaut που περιέχει μια νέα κίνηση καίριας επίθεσης."
"DOTA_DB_SeasonPass_Halloween2016_Expire"	"Το μονοπάτι είναι διαθέσιμο από 28 Οκτωβρίου - 14 Νοεμβρίου 2016"
"DOTA_XboxDVR_Fix"	"Ο υπολογιστής σας έχει ενεργοποιημένο το Xbox Game DVR. Έχει αναφερθεί ότι αυτές οι λειτουργίες προκαλούν προβλήματα επίδοσης σε παιχνίδια όπως μειωμένα FPS, απροσδόκητους τερματισμούς ή πάγωμα.\n\nΘέλετε να απενεργοποιήσετε αυτές τις λειτουργίες;"
"DOTA_DVRDisabled_Title"	"Οι αλλαγές εφαρμόστηκαν"
"DOTA_DVRDisabled_Msg"	"Αυτό θα εφαρμοστεί μετά την επόμενη επανεκκίνηση του συστήματός σας."
"DOTA_ProfileCard_SlotTab_PlayerCards"	"Κάρτες παικτών"
"DOTA_ProfileCard_NoPlayerCards"	"Δεν υπάρχουν διαθέσιμες κάρτες παικτών."
"DOTA_Profile_Previous_BattlePass_TI6"	"Περίληψη πάσου μάχης The International 2016"
"DOTA_Profile_BP_Rollup_Quest_Progress"	"Πρόοδος αποστολής"
"DOTA_Profile_BP_Rollup_Quest_Completed"	"Ολοκληρωμένες αποστολές"
"DOTA_Profile_BP_Rollup_Quest_Stars"	"Αστέρια"
"DOTA_Profile_BP_Rollup_Tips_Given"	"Συνολικά δοσμένα φιλοδωρήματα"
"DOTA_Profile_BP_Rollup_Tips_Received"	"Συνολικά ληφθέντα φιλοδωρήματα"
"DOTA_Profile_BP_Rollup_Battle_Cup_Wins"	"Νίκες κυπέλλων μάχης"
"DOTA_Profile_BP_Rollup_Battle_Cup_Score"	"Σκορ κυπέλλων μάχης"
"DOTA_Profile_BP_Rollup_Achievements_Completed"	"Ολοκληρωμένα επιτεύγματα"
"DOTA_Profile_BP_Rollup_Achievements_Points"	"Κερδισμένοι πόντοι επιτευγμάτων"
"DOTA_Profile_BP_Rollup_Predictions_Correct"	"Σωστές προβλέψεις"
"DOTA_Profile_BP_Rollup_Predictions_Earned"	"Κερδισμένοι πόντοι προβλέψεων"
"DOTA_Profile_BP_Rollup_Bracket_Correct"	"Σωστές προβλέψεις ομίλων"
"DOTA_Profile_BP_Rollup_Bracket_Points"	"Κερδισμένοι πόντοι ομίλων"
"DOTA_Profile_BP_Rollup_Fantasy_Score"	"Σκορ εικονικής πρόκλησης"
"DOTA_Profile_BP_Rollup_Fantasy_Percentile"	"Εκατοστημόριο εικονικής πρόκλησης"
"DOTA_Profile_BP_Rollup_Fantasy_Card_Collection"	"Συλλογή καρτών παικτών"
"DOTA_BattlePassRollUp_Title"	"Προβολή περίληψης"
"DOTA_BattlePassRollUp_SubTitle"	"16 Μαΐου 2016 - 30 Αυγούστου 2016"
"dota_role_offlane"	"Offlane"
"DOTA_PlayerCardsBuyPack"	"ΑΓΟΡΑ ΠΑΚΕΤΟΥ ΚΑΡΤΩΝ ΠΑΙΚΤΩΝ - {m:pack_price}"
"DOTA_PlayerCard_TeamSelectionLabel"	"Επιλογή εφέ ομάδας"
"DOTA_PlayerCard_TeamSelectionTooltip"	"Αφού συλλέξετε ένα πλήρες σετ καρτών παικτών για μια ομάδα, μπορείτε να επιλέξετε να χρησιμοποιείτε τα ειδικά εφέ τηλεμεταφοράς της ομάδας και το emoticon :pro_team:.<br><br>Η ολοκλήρωση των σετ ασημένιων ή χρυσών καρτών παικτών για μια ομάδα θα ξεκλειδώσει αναβαθμισμένες εκδοχές εφέ αυτής της ομάδας και του emoticon."
"DOTA_FantasyOfflane"	"Offlane"
"DOTA_FantasyOfflaneTooltip"	"Ο ρόλος Offlane περιλαμβάνει παίκτες αναλαμβάνουν το απομακρυσμένο μέτωπο επίθεσης"
"DOTA_Compendium_Wagering_TotalTokensWagered_Rollup"	"Συνολικά στοιχήματα"
"DOTA_PlayerCardAngleFall2016"	"Κάρτα παίκτη Φθινοπώρου 2016"
"DOTA_FantasyHelpDetailsSub4Text3"	"Οι κάρτες παικτών και τα πακέτα καρτών παικτών λήγουν με τη λήξη του πάσου μάχης φθινοπώρου."
"DOTA_ChangeLog_TI6Rollup"	"Περίληψη πάσου μάχης The International 2016"
"DOTA_ChangeLog_Fall2016Fantasy"	"Εικονική πρόκληση φθινοπώρου 2016"
"DOTA_ChangeLog_Fall2016PlayerCards"	"Κάρτες παικτών φθινοπώρου 2016"
"DOTA_Workshop_Preview_Desc_Visage_Familiar_Item"	"Τα Visage Familiars μπορούν να χρησιμοποιούν μόνο τον προεπιλεγμένο σκελετό, θέσεις άρθρωσης, ρούχα και κινήσεις της Valve. Οι κινήσεις επίθεσης και εκτέλεσης μπορεί να μην παίζουν σωστά στην προεπισκόπηση εντός παιχνιδιού. Θα μπορείτε να προβάλλετε περισσότερες κινήσεις σε αυτή τη σελίδα χρησιμοποιώντας τη λίστα κινήσεων, αν και δε θα είναι ενεργοποιημένα τα στρώματα κίνησης και ρούχων. Τα στρώματα κίνησης και ρούχων θα προστεθούν αργότερα από τη Valve αν το αντικείμενο κυκλοφορήσει."
