"dota"
{
"DOTA_Accept"	"Accepter"
"dota_spring2016_purchase_bundle_reward_emoticon_2"	"Pack d'émoticônes II"
"dota_spring2016_purchase_bundle_reward_ward_2"	"Amélioration de style de Ward évolutive 1"
"dota_spring2016_purchase_bundle_reward_weather_2"	"Effet météo II"
"dota_store_battle_pass_cell_header"	"Nouveau passe de bataille"
"dota_store_battle_pass_points_cell_header"	"Améliorez votre passe de bataille"
"dota_spring2016_purchase_pool_contribution"	"25 % des ventes du passe de bataille iront directement au prize pool de The International 2016."
"dota_spring2016_purchase_pool_contribution_levels"	"25 % des ventes de niveaux du passe de bataille iront directement au prize pool de The International 2016."
"dota_spring2016_purchase_learn_more"	"En savoir plus"
"dota_spring2016_purchase_preview"	"Prévisualiser le passe de bataille"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a11a"	"Entre 25 et 26 millions de dollars"
"DOTA_FailedToGetData"	"Échec de la récupération des données"
"DOTA_ErrorLoadingStats"	"Échec du chargement des statistiques"
"DOTA_Custom_Lobby_FilteredByPassword"	"Protégé par un mot de passe"
"DOTAWatchDownloads_NoMatchDetails"	"Aucune information concernant le match"
"dota_page_match_details_legend_experience"	"Expérience"
"DOTA_Workshop_ShowParticles"	"Afficher les particules"
"DOTA_SeasonPass_Friends_MMR_TBD"	"AD ({d:games_remaining} matchs)"
"DOTA_TI6_BattlePass_SilverTier"	"Niveau argent"
"DOTA_TI6_BattlePass_GoldTier"	"Niveau or"
"DOTA_TI6_BattlePass_MaximumTier"	"Niveau max."
"DOTA_SurpriseWheel_SpinAgain"	"Nouveau tour"
"DOTA_HUD_Wagering_TimeLeftHeader"	"Temps restant pour parier :"
"DOTA_Spring2016_PachinkoInferno_BallsRemain_Home"	"{d:lina_plays_available}"
"DOTA_Spring2016_PachinkoInferno_BallsRemain_Home_Desc"	"Vous avez des boules de feu à utiliser"
"DOTA_Spring2016_ArcanaVote_ViewFullBracket"	"Organigramme"
"DOTA_TournamentGroup_Team"	"Équipe"
"DOTA_TournamentGroup_GamesPlayed"	"Matchs"
"DOTA_TournamentGroup_Record"	"Enregistrements"
"DOTA_TournamentGroup_Score"	"Points"
"DOTA_Predictions_HeroPredictions"	"Pronostics de héros"
"DOTA_Predictions_TeamPredictions"	"Pronostics d'équipes"
"DOTA_Predictions_PlayerPredictions"	"Pronostics de joueurs"
"DOTA_Predictions_TournamentPredictions"	"Pronostics du tournoi"
"DOTA_PurchaseAsGift_Tooltip"	"Acheter pour offrir à un ami."
"DOTAArcanaVote_CalibrationTimeRemaining"	"Les résultats seront visibles dans {d:arcana_calibration_time_remaining_day}j {d:arcana_calibration_time_remaining_hour}h {d:arcana_calibration_time_remaining_minute}m"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a13a"	"Entre 28 et 29 millions de dollars"
"DOTA_TI6_BattlePass_ArcanaVoteCalibrating"	"Le total des votes sera affiché une fois qu'assez de joueurs auront voté."
"DOTA_DB_SeasonPass_Prestige_Rewards_Mek"	"Effet du Mekansm"
"DOTA_DB_SeasonPass_Prestige_Rewards_Maelstrom"	"Effet du Maelstrom & du Mjollnir"
"DOTA_DB_SeasonPass_Prestige_Rewards_Radiance"	"Effet de Radiance"
"DOTA_DB_SeasonPass_Prestige_Rewards_Phase"	"Effet des Phase Boots"
"DOTA_DB_SeasonPass_Prestige_Rewards_Multikill"	"Bannière de Multi-Kill"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Fountain"	"Effet de soin par la fontaine<br><font color='#888888'>Niveau <font color='#75a92e'>2</font> / <font color='#75a92e'>77</font> / <font color='#75a92e'>146</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_1000"	"The International 2016 - Niveau de bataille 1000 <br><font color='#888888'>Niveau </font><font color='#A9372E'>1000</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Loadscreen"	"Pack d'écrans de chargement de The International 2016 <br><font color='#888888'>Niveau <font color='#A9372E'>4</font> / <font color='#A9372E'>44</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Emoticon"	"<b>Pack d'émoticônes de The International 2016 </b><br>
<i>Pack d'émoticônes II </i><font color='#888888'> Niveau <font color='#A9372E'>24</font></font><br>
<i>Pack d'émoticônes III </i><font color='#888888'> Niveau <font color='#A9372E'>143</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_TP"	"Effet de téléportation de héros <br><font color='#888888'>Niveau <font color='#A9372E'>6</font> / <font color='#A9372E'>68</font> / <font color='#A9372E'>197</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Blink"	"Effet de la Blink Dagger <br><font color='#888888'>Niveau <font color='#A9372E'>16</font> / <font color='#A9372E'>155</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Courier"	"Coursier évolutif Onibi <br><font color='#888888'>Niveau <font color='#A9372E'>5</font> / <font color='#A9372E'>12</font> / <font color='#A9372E'>18</font> / <font color='#A9372E'>30</font> / <font color='#A9372E'>40</font> / <font color='#A9372E'>62</font> / <font color='#A9372E'>74</font>
 / <font color='#A9372E'>101</font> / <font color='#A9372E'>116</font> / <font color='#A9372E'>134</font> / <font color='#A9372E'>185</font> / <font color='#A9372E'>205</font> / <font color='#A9372E'>255</font> / <font color='#A9372E'>285</font> / <font color='#A9372E'>315</font>
 / <font color='#A9372E'>525</font> / <font color='#A9372E'>625</font> / <font color='#A9372E'>725</font> / <font color='#A9372E'>825</font> / <font color='#A9372E'>925</font> / <font color='#A9372E'>2000</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Ward"	"Ward évolutive : Smeevil's Penance <br><font color='#888888'>Niveau <font color='#A9372E'>36</font> / <font color='#A9372E'>56</font> / <font color='#A9372E'>86</font> / <font color='#A9372E'>104</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Taunt"	"<b>Railleries de The International 2016</b><br>
<i>RazorFlip ! </i><br><font color='#888888'> Slark - Niveau <font color='#A9372E'>7</font></font><br>
<i>Saut de l'ogre </i><br><font color='#888888'> Alchemist - Niveau <font color='#A9372E'>14</font></font><br>
<i>Flammes de l'enfer </i><br><font color='#888888'> Lion - Niveau <font color='#A9372E'>38</font></font><br>
<i>Danse de la pluie </i><br><font color='#888888'> Nature's Prophet - Niveau <font color='#A9372E'>95</font></font></font><br>
<i>Jongleur </i><br><font color='#888888'> Invoker - Niveau <font color='#A9372E'>110</font></font><br>
<i>Faisons la teuf ! </i><br><font color='#888888'> Leshrac - Niveau <font color='#A9372E'>275</font></font><br>
<i>Vous préférez les flèches ? </i><br><font color='#888888'> Windranger - Niveau <font color='#A9372E'>295</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Weather"	"<b>Effets météo </b><br>
<i>Printemps </i><font color='#888888'> Niveau <font color='#A9372E'>50</font></font><br>
<i>Cendres volcaniques </i><font color='#888888'> Niveau <font color='#A9372E'>215</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Effigy"	"<b>Bloc à effigie de The International 2016 </b><br>
<i>Bloc à effigie II </i><font color='#888888'> Niveau <font color='#A9372E'>65</font></font><br>
<i>Bloc à effigie III </i><font color='#888888'> Niveau <font color='#A9372E'>170</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Multikill"	"Bannière de Multi-Kill<br><font color='#888888'>Niveau </font><font color='#A9372E'>59</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_River"	"<b>Fioles de la rivière</b><br>
<i>Chrome </i><font color='#888888'> Niveau <font color='#A9372E'>89</font></font><br>
<i>Aride </i><font color='#888888'> Niveau <font color='#A9372E'>158</font></font><br>
<i>Slime </i><font color='#888888'> Niveau <font color='#A9372E'>325</font></font><br>
<i>Huile </i><font color='#888888'> Niveau <font color='#A9372E'>575</font></font><br>
<i>Électricité </i><font color='#888888'> Niveau <font color='#A9372E'>735</font></font><br>
<i>Potion </i><font color='#888888'> Niveau <font color='#A9372E'>1250</font></font><br>
<i>Sang </i><font color='#888888'> Niveau <font color='#A9372E'>2500</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_WagerBonus"	"<b>Jetons supplémentaires pour les flambeurs</b><br>
<i>+500 jetons </i><font color='#888888'> Niveau <font color='#A9372E'>119</font></font><br>
<i>+500 jetons </i><font color='#888888'> Niveau <font color='#A9372E'>235</font></font><br>
<i>+1000 jetons </i><font color='#888888'> Niveau <font color='#A9372E'>395</font></font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Colleseum"	"Terrain - Jardins immortels<br><font color='#888888'>Niveau </font><font color='#A9372E'>125</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Level"	"Effet d'augmentation de niveau<br><font color='#888888'>Niveau </font><font color='#A9372E'>131</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Bottle"	"Effet de Bottle<br><font color='#888888'>Niveau </font><font color='#A9372E'>161</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Cyclone"	"Effet de l'Eul's Scepter<br><font color='#888888'>Niveau </font><font color='#A9372E'>176</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Forcestaff"	"Effet du Force Staff<br><font color='#888888'>Niveau </font><font color='#A9372E'>194</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Mek"	"Effet du Mekansm<br><font color='#888888'>Niveau </font><font color='#A9372E'>265</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Maelstrom"	"Effet du Maelstrom et du Mjollnir<br><font color='#888888'>Niveau </font><font color='#A9372E'>535</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Radiance"	"Effet de Radiance<br><font color='#888888'>Niveau </font><font color='#A9372E'>674</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Phase"	"Effet des Phase Boots<br><font color='#888888'>Niveau </font><font color='#A9372E'>775</font>"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_BattleCupTicket"	"Ticket de la Battle Cup du week-end (x5)<br><font color='#888888'>Niveau </font><font color='#A9372E'>137</font>"
"DOTA_BattlePass_ti6_TreeGame"	"Assistant du challenge Clearcut"
"DOTA_EconItemSearchPrefix_Giftable"	"peut être offert"
"dota_spring2016_tree_game_banner"	"Apportez votre contribution !"
"dota_spring2016_tree_score"	"Score : {d:trees_cut}"
"dota_spring2016_tree_lifetime_score"	"Total : {d:lifetime_trees_cut}"
"DOTAArcanaVote_LeadingInVote"	"En tête"
"DOTA_MatchDetailsGame_PoorNetwork"	"Non pris en compte --- Mauvaise connexion réseau"
"DOTA_MatchDetailsGame_Leaver"	"Non pris en compte --- Un joueur a abandonné"
"DOTA_MatchDetailsGame_ServerCrash"	"Non pris en compte --- Crash du serveur"
"DOTA_MatchDetailsGame_NeverStarted"	"Non pris en compte --- Match non commencé"
"dota_settings_move_direction"	"Mouvement directionnel"
"dota_settings_camera_hold_select_to_follow"	"Maintenir « Sélectionner le héros » pour suivre"
"dota_settings_dota_alt"	"Modification des raccourcis ALT"
"dota_settings_disable_autoattack_during_stop"	"Désactiver attaque automatique lorsque touche assignée à Stop est appuyée"
"DOTA_Hotkeys_Tooltip_HeroMoveDirection"	"Vous déplace dans une direction sans pathfinding."
"DOTA_Hotkeys_Tooltip_DotaAlt"	"Modifie les fonctions d'autres raccourcis ALT."
"Dota_Settings_Tooltip_Disable_Autoattack_During_Stop"	"Lorsque la touche assignée à Stop est maintenue, les unités sélectionnées n'attaqueront pas automatiquement."
"DOTA_Settings_Tooltip_Camera_Hold_Select_To_Follow"	"Maintenez la touche assignée à « Sélectionner le héros » appuyée pour le suivre."
"dota_lobby_type_weekend_tourney"	"Battle Cup"
"dota_profile_recent_game_result_abandon_ranked"	"Abandon ({i:ranked_mmr_delta})"
"dota_profile_recent_game_result_notscored"	"Non pris en compte"
"DOTA_Workshop_Preview_Desc_Undying_Flesh_Golem_Item"	"Les Flesh Golems ne peuvent utiliser que le squelette, les positions de joints, les vêtements et animations par défaut de Valve. Il se peut que les animations d'attaque et d'incantation ne se jouent pas correctement lors de la prévisualisation en jeu. Vous pourrez prévisualiser plus d'animations sur cette page en utilisant le menu déroulant des animations. Cependant, les calques d'animation et les vêtements ne seront pas activés. Ces éléments seront ajoutés plus tard par Valve si l'objet est accepté et est intégré au jeu."
"DOTA_Workshop_Undying_Flesh_Golem_Mesh_Lod1_Desc"	"LES FLESH GOLEMS PERSONNALISÉS NE PEUVENT UTILISER QUE LE SQUELETTE, LES POSITIONS DE JOINTS, LES VÊTEMENTS ET ANIMATIONS PAR DÉFAUT DE VALVE. Voici le fichier .DMX ou .FBX qui contient la géométrie de votre objet et qui sera utilisé en jeu. Si vous choisissez de personnaliser la géométrie de votre objet jusqu'aux joints des vêtements, vous ne pourrez pas utiliser la simulation de vêtements du Golem dans l'outil Workshop. La simulation de vêtements de Valve sera ajoutée plus tard si l'objet est accepté et est intégré au jeu. Ce modèle utilise le squelette par défaut du Golem de Valve : celui-ci ne possède donc pas la limite actuelle des 60 bones. Le modèle doit être exporté en pouces, en bind pose et sans animation. Les joints doivent correspondre à l'échelle, aux positions et aux rotations de la bind pose de Valve."
"DOTA_GiftRestrictions_Title"	"Restrictions de cadeau"
"DOTA_GiftRestrictions_LoadingFailed"	"Chargement des restrictions de cadeau impossible."
"DOTA_GiftRestrictions_NoUnavailableFriends"	"Vous pouvez offrir des cadeaux à tous vos amis. Offrez sans compter !"
"DOTA_GiftRestrictions_SenderRestricted"	"Vous ne pouvez pas envoyer de cadeaux. {s:sender_restricted_message}"
"DOTA_GiftRestrictions_UnavailableFriends"	"Plusieurs de vos amis ne peuvent recevoir de cadeaux :"
"DOTA_GiftRestrictions_FriendshipAge_Default"	"Il semblerait que <a href=\"http://store.steampowered.com/mobile/\">l'authentificateur mobile Steam Guard</a> ne soit pas activé sur votre compte. Tant que celui-ci ne sera pas activé, vous ne pourrez envoyer des cadeaux qu'aux utilisateurs étant dans votre liste d'amis depuis au moins {t:d:T:friendship_age_requirement}. Lorsque <a href=\"http://store.steampowered.com/mobile/\">l'authentificateur mobile</a> aura été activé sur votre compte, cette limite sera réduite et passera à {t:d:T:friendship_age_requirement_two_factor}. Veuillez consulter notre <a href=\"http://store.steampowered.com/news/20631/\">publication sur le blog Steam</a> pour plus d'informations."
"DOTA_GiftRestrictions_FriendshipAge_TwoFactor"	"Il semblerait que <a href=\"http://store.steampowered.com/mobile/\">l'authentificateur mobile Steam Guard</a> ne soit pas activé sur votre compte. Tant que celui-ci ne sera pas activé, vous ne pourrez envoyer des cadeaux qu'aux utilisateurs étant dans votre liste d'amis depuis au moins {t:d:T:friendship_age_requirement_two_factor}."
"DOTA_GiftRestrictions_LearnMore"	"Pour en savoir plus sur les restrictions de cadeau, consultez <a href=\"https://help.steampowered.com/en/wizard/HelpWhyCantITrade\">le site d'assistance Steam</a>."
"DOTA_GiftRestrictions_Loading"	"Récupération des informations de cadeau"
"DOTA_GiftRestrictions_FriendshipAge_PerfectWorld"	"Vous ne pouvez envoyer des cadeaux qu'aux utilisateurs étant dans votre liste d'amis depuis au moins {t:d:T:friendship_age_requirement_two_factor}."
"dota_settings_toggleautoattack"	"Activer/Désactiver l'attaque auto."
"dota_settings_toggle_autoattack_automatically_during_orders"	"Forcer automatiquement l'attaque automatique"
"Dota_Settings_Tooltip_Toggle_Autoattack_Automatically_During_Orders"	"L'utilisation supprime l'auto-attaque. Stopper l'utilisation force l'auto-attaque permanente. Les ordres d'attaque forceront un retour à la valeur spécifiée dans les options."
"DOTA_EconItemSet_Tooltip_Exclusive_To_TI6_BattlePass_Owners"	"Les objets de magots sont exclusifs et ne seront pas disponibles à l'achat après The International."
"DOTA_SpringMajor2016_Achievement_Open_1_Collectors_Cache_Name"	"Initié des magots"
"DOTA_SpringMajor2016_Achievement_Open_1_Collectors_Cache_Description"	"Ouvrez 1 magot du collectionneur"
"DOTA_SpringMajor2016_Achievement_Open_7_Collectors_Cache_Name"	"Collectionneur de magots"
"DOTA_SpringMajor2016_Achievement_Open_7_Collectors_Cache_Description"	"Ouvrez 7 magots du collectionneur"
"DOTA_SpringMajor2016_Achievement_Open_13_Collectors_Cache_Name"	"Perfectionniste des magots"
"DOTA_SpringMajor2016_Achievement_Open_13_Collectors_Cache_Description"	"Ouvrez 13 magots du collectionneur"
"DOTA_SplashAd_TI6_CollectorsCache_Title"	"Magot du collectionneur de The International 2016"
"DOTA_SplashAd_TI6_CollectorsCache_Exclusive_Header"	"Exclusif"
"DOTA_SplashAd_TI6_CollectorsCache_Exclusive_Text"	"Les objets de magots ne seront pas disponibles à l'achat après The International."
"DOTA_SplashAd_TI6_CollectorsCache_Community_Header"	"Équipez vos héros"
"DOTA_SplashAd_TI6_CollectorsCache_Community_Text"	"16 nouveaux ensembles créés par la communauté — comprenant de nombreux ensembles pour des héros peu représentés dans le Workshop Dota 2 — ainsi qu'une chance d'obtenir trois objets rares."
"DOTA_SplashAd_TI6_CollectorsCache_Contribute_Header"	"Contribuez"
"DOTA_SplashAd_TI6_CollectorsCache_Contribute_Text"	"25% de chaque achat contribueront au prize pool de The International 2016."
"DOTA_TI6_CollectorsCache_HeaderText"	"Obtenez des points de bataille à mesure que vous achetez des magots du collectionneur."
"DOTA_TI6_CollectorsCache_FooterText"	"Les objets de magots sont exclusifs et ne seront pas disponibles à l'achat après The International."
"dota_settings_ambient_cloth"	"Simulation d'objets"
"DOTA_CacheTreasure_MissingCompendium_Spring2016"	"Vous devez posséder un passe de bataille de The International 2016 pour faire l'achat de cet objet."
"DOTA_TournamentBracket_GSL1"	"GSL - Match n°1"
"DOTA_TournamentBracket_GSL2"	"GSL - Match n°2"
"DOTA_TournamentBracket_LosersMatchNew"	"Match des perdants"
"FrontPage_VideoStream_BroadcastWillResume"	"La diffusion reprendra lorsque des matchs seront en cours"
"FrontPage_VideoStream_Manila2016_Line1"	"Événement principal : 6 juin - 12 juin 2016"
