"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_DVRDisabled_Msg"	"Това ще влезе в сила при следващото рестартиране на системата."
"DOTA_ProfileCard_SlotTab_PlayerCards"	"Карти с играчи"
"DOTA_ProfileCard_NoPlayerCards"	"Няма достъпни никакви карти с играчи."
"DOTA_Profile_Previous_BattlePass_TI6"	"The International 2016 боен пропуск | Резюме"
"DOTA_Profile_BP_Rollup_Quest_Progress"	"Напредък по приключението"
"DOTA_Profile_BP_Rollup_Quest_Completed"	"Завършени приключения"
"DOTA_Profile_BP_Rollup_Quest_Stars"	"Звезди"
"DOTA_Profile_BP_Rollup_Tips_Given"	"Общо дадени бакшиши"
"DOTA_Profile_BP_Rollup_Tips_Received"	"Общо получени бакшиши"
"DOTA_Profile_BP_Rollup_Battle_Cup_Wins"	"Победи в бойната купа"
"DOTA_Profile_BP_Rollup_Battle_Cup_Score"	"Резултат в бойната купа"
"DOTA_Profile_BP_Rollup_Achievements_Completed"	"Завършени постижения"
"DOTA_Profile_BP_Rollup_Achievements_Points"	"Спечелени точки от постижения"
"DOTA_Profile_BP_Rollup_Predictions_Correct"	"Правилни прогнози"
"DOTA_Profile_BP_Rollup_Predictions_Earned"	"Спечелени точки от прогнози"
"DOTA_Profile_BP_Rollup_Bracket_Correct"	"Правилни прогнози за скоби"
"DOTA_Profile_BP_Rollup_Bracket_Points"	"Спечелени точки от скобата"
"DOTA_Profile_BP_Rollup_Fantasy_Score"	"Резултат от въображаемото предизвикателство"
"DOTA_Profile_BP_Rollup_Fantasy_Percentile"	"Процентна стойност от въображаемото предизвикателство"
"DOTA_Profile_BP_Rollup_Fantasy_Card_Collection"	"Колекция от карти с играчи"
"DOTA_BattlePassRollUp_Title"	"Резюмиращ изглед"
"DOTA_BattlePassRollUp_SubTitle"	"16 май, 2016 — 30 август, 2016"
"dota_role_offlane"	"Offlane"
"DOTA_PlayerCardsBuyPack"	"Купуване на колода от карти с играчи — {m:pack_price}"
"DOTA_PlayerCard_TeamSelectionLabel"	"Изберете отборни ефекти"
"DOTA_PlayerCard_TeamSelectionTooltip"	"След като сте събрали пълна колода от карти с играчи за даден отбор, изберете дали ще използвате специалните ефекти при телепортиране на съответния такъв и емотиконата „:pro_team:“.<br><br>Ако съберете пълна колода от сребърни или златни карти с играчи на даден отбор, ще отключите подобрени версии за съответните ефекти и емотикони."
"DOTA_FantasyOfflane"	"Offlane"
"DOTA_FantasyOfflaneTooltip"	"Offlane включва играчи, които действа като Off-lane."
"DOTA_Compendium_Wagering_TotalTokensWagered_Rollup"	"Общо обзаложени"
"DOTA_PlayerCardAngleFall2016"	"Карта с играч (есен 2016)"
"DOTA_FantasyHelpDetailsSub4Text3"	"Колодите от карти с играчи, както и индивидуалните такива, изтичат при крайната дата на есенния боен пропуск."
"DOTA_ChangeLog_TI6Rollup"	"The International 2016 боен пропуск | Резюме"
"DOTA_ChangeLog_Fall2016Fantasy"	"Въображаемо предизвикателство за есен 2016"
"DOTA_ChangeLog_Fall2016PlayerCards"	"Карти с играчи (есен 2016)"
"DOTA_Workshop_Preview_Desc_Visage_Familiar_Item"	"Visage Familiars могат да използват само скелета, позициите на ставите и анимациите по подразбиране от Valve. Възможно е анимациите за атака да не се изпълняват правилно при прегледа в играта. Ще сте способни да прегледате още анимации на тази страница, използвайки падащия списък с такива. Въпреки това, слоевете на анимациите няма да са активни при прегледа. Те ще бъдат добавени по-късно от Valve, ако предметът е приет."
"DOTA_EconItemSearchPrefix_Sale"	"разпродажба"
"DOTA_StoreBrowse_Category_Sale"	"На разпродажба"
"DOTA_SplashAd_Title_Fall_2016_Treasure_3"	"Есен 2016 съкровище III"
"FrontPage_Fall_2016_Treasure3_Desc"	"Вече е достъпно за притежателите на боен пропуск, като награда от бойно ниво или покупка в Dota 2 магазина. Съдържа комплекти с артикули за Ember Spirit, Templar Assassin, Lich, Bloodseeker и Winter Wyvern. Също така има ескалиращи шансове за отключването на много рядък комплект с артикули за Undying, който включва Flesh Golem или изключително рядък такъв за Shadow Fiend."
"DOTA_Workshop_Visage_Familiar_Mesh_Lod1_Desc"	"Потребителските Familiars могат да използват само скелета, позициите на ставите и анимациите по подразбиране от Valve. Това е .DMX или .FBX файла, който съдържа текстурирана геометрия за предмета Ви. Той ще бъде показван в играта. Моделът трябва да бъде в референтната поза по подразбиране без анимация. Ставите трябва напълно да съвпадат с мащаба, позициите и ротациите на скелета от Valve."
"DOTA_ChangeLog_Fall2016Casters"	"Boston Major коментатори"
"DOTA_ChangeLog_Fall2016MainEventPredictions"	"Boston Major прогнози"
"DOTA_ChangeLog_Fall2016BracketPrediction"	"Boston Major прогнози за скобите"
"DOTA_Compendium_Predictions_Most_XPM"	"Героят с най-много средно <b>ОВМ</b><br /><i>(минимум 5 изиграни мача)</i>"
"DOTA_FallMajor2016_Achievement_25_Correct_Predictions_Group_Name"	"Познавач на груповия етап"
"DOTA_FallMajor2016_Achievement_25_Correct_Predictions_Group_Description"	"25 верни бойни прогнози за груповия етап"
"DOTA_FallMajor2016_Achievement_10_Correct_Predictions_Main_Event_Name"	"Игрален гений"
"DOTA_FallMajor2016_Achievement_10_Correct_Predictions_Main_Event_Description"	"10 верни бойни прогнози за основното събитие"
"DOTA_FallMajor2016_Achievement_30_Correct_Predictions_Main_Event_Name"	"Перфектен предсказател"
"DOTA_FallMajor2016_Achievement_30_Correct_Predictions_Main_Event_Description"	"30 верни бойни прогнози за основното събитие"
"DOTA_FallMajor2016_Achievement_50_Correct_Predictions_Main_Event_Name"	"Маестро на основното събитие"
"DOTA_FallMajor2016_Achievement_50_Correct_Predictions_Main_Event_Description"	"50 верни бойни прогнози за основното събитие"
"DOTA_TrueSight_Episode2"	"Епизод 2"
"DOTA_TrueSight_Countdown"	"Премиера след {i:hours} ч. {i:minutes} мин."
"DOTA_TrueSight_WatchLive"	"Наблюдаване на живо сега"
"DOTA_TrueSight_AvailableNow"	"Вече достъпно"
"DOTA_TrueSight_EnglishSubtitled"	"Английски (със субтитри)"
"FrontPage_Fall_2016_Treasure4_Desc"	"Вече е достъпно за притежателите на боен пропуск, като награда от бойно ниво или покупка в Dota 2 магазина. Съдържа комплекти с артикули за Wraith King, Meepo, Invoker, Nature's Prophet и Luna. Също така има ескалиращи шансове за отключването на много рядък комплект с артикули за Lycan или изключително рядък такъв за Alchemist, който включва нов ефект за заклинанието Unstable Concoction."
"FrontPage_VideoStream_Boston2016_Line1"	"Основно събитие: 07 — 10 декември, 2016"
