"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_PlayerCard_StatInfo"	"Cartas Douradas e Prateadas têm sempre atributos bónus diferentes, mesmo que já tenhas uma desse jogador. Atenção ao reciclar."
"DOTA_SplashAd_TI6_Immortals_3_Title"	"Tesouro Imortal III"
"DOTA_SplashAd_TI6_Immortals_3_Available"	"Já disponível"
"DOTA_SplashAd_TI6_Immortals_3_Escalating"	"Este tesouro tem chances aumentativas"
"DOTA_SplashAd_TI6_Immortals_3_Escalating_Desc"	"Cada Tesouro Imortal III que abrires aumenta as tuas chances de obter os itens raros, muito raros, ou ultra raros correspondentes."
"DOTA_DownloadingReplay"	"A transferir repetição..."
"DOTA_DecompressingReplay"	"A descomprimir repetição..."
"DOTA_More_Details"	"Mais detalhes"
"DOTA_TournamentBracket_GroupNumber"	"Grupo {i:group_num}"
"DOTA_Bracket_HelpTitle"	"Previsões dos grupos"
"DOTA_Bracket_HelpBody"	"Preenche o teu diagrama do torneio e ganha mais Pontos de Batalha por cada previsão correta no {g:dota_event_league_name:eventid}.<br><br>Clica na equipa que achas que vai ganhar cada série.<br><br>Faz as tuas escolhas a qualquer altura desde {t:l:start_time} {t:T:start_time} até ao encerramento das previsões em {t:l:lock_time} {t:T:lock_time}."
"DOTA_ChangeLog_Ti6PlayerCards"	"Cartas de Jogadores do International 2016"
"DOTA_ChangeLog_Ti6Casters"	"Comentadores do International 2016"
"DOTA_ChangeLog_Ti6Format"	"Formato e datas do International 2016"
"DOTA_ChangeLog_VRHub"	"Central de R.V. do Dota já disponível"
"DOTA_GlobalLiveSpectatorChat_Title"	"Novidade - Chat global de espectadores"
"DOTA_GlobalLiveSpectatorChat_Details"	"Não precisas de estar na KeyArena para assistires ao International numa plateia de milhares de fãs. O chat de espectadores no jogo suporta agora um grande número de espectadores num só canal. Também podes aceder ao canal de chat dos espectadores no novo separador de \"Partida em Direto\" na janela de chat do menu principal."
"DOTA_PlayerCardBonusTooltip"	"Este atributo está a receber um bónus da carta"
"DOTA_PlayerCard_RosterLabel"	"Plantel ativo"
"DOTA_PlayerCard_RosterDesc"	"A carta está ativa num plantel de sonho futuro"
"DOTA_PlayerCard_LockedLabel"	"Plantel bloqueado"
"DOTA_PlayerCard_LockedDesc"	"A carta foi usada num plantel de sonho anterior."
"DOTA_FantasyLockUntilTimeH"	"Bloqueia em\n{i:lock_number} horas"
"DOTA_FantasyLockUntilTimeD"	"Bloqueia em\n{i:lock_number} dias"
"DOTA_FantasyHelpDetailsSub4"	"Pacotes de Cartas de Jogadores"
"DOTA_FantasyHelpDetailsSub4Text1"	"Donos do Passe de Batalha recebem 12 Pacotes de Cartas de Jogadores."
"DOTA_FantasyHelpDetailsSub4Text2"	"Mais Pacotes de Cartas de Jogadores podem ser comprados na página de Cartas de Jogadores."
"DOTA_FantasyHelpDetailsSub5"	"Recompensas"
"DOTA_FantasyHelpDetailsSub5Text1"	"10% das Equipas de Sonho com mais pontos irão receber 16.000 Pontos de Batalha"
"DOTA_FantasyHelpDetailsSub5Text2"	"25% das Equipas de Sonho com mais pontos irão receber 8000 Pontos de Batalha"
"DOTA_FantasyHelpDetailsSub5Text3"	"50% das Equipas de Sonho com mais pontos irão receber 4000 Pontos de Batalha"
"DOTA_FantasyRosterLocked"	"Plantel bloqueado"
"DOTA_Compendium_Predictions_RewardsInfoHeader"	"As recompensas aumentam com base no número de previsões certas."
"DOTA_Compendium_Predictions_RewardsInfoA"	"1-2 = 100 pts<br />3-4 = 500 pts<br />5-8 = 2.000 pts"
"DOTA_Compendium_Predictions_RewardsInfoB"	"9-11 = 5.000 pts<br />12-14 = 10.000 pts<br />15 = 20.000 pts"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Group_Name"	"Perito da Fase de Grupos"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Group_Description"	"Faz 10 previsões acertadas da Fase de Grupos"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Main_Event_Name"	"Génio do Jogo"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Main_Event_Description"	"Faz 10 previsões acertadas do Evento Principal"
"DOTA_SpringMajor2016_Achievement_50_Correct_Predictions_Main_Event_Name"	"Profeta Perfeito"
"DOTA_SpringMajor2016_Achievement_50_Correct_Predictions_Main_Event_Description"	"Faz 50 previsões acertadas do Evento Principal"
"DOTA_SpringMajor2016_Achievement_100_Correct_Predictions_Main_Event_Name"	"Maestro do Evento Principal"
"DOTA_SpringMajor2016_Achievement_100_Correct_Predictions_Main_Event_Description"	"Faz 100 previsões acertadas do Evento Principal"
"DOTA_VR_Muted"	"Silenciado"
"DOTA_VR_BackToMenu"	"VOLTAR AO MENU PRINCIPAL"
"DOTA_VR_AimAtScreen"	"Aponta para o ecrã para começar."
"DOTA_VR_WatchDota"	"Ver Dota"
"DOTA_VR_TournamentMatches"	"Partidas de torneios"
"DOTA_VR_FriendMatches"	"Partidas de amigos"
"DOTA_VR_MyMatches"	"As minhas partidas"
"DOTA_VR_ComingSoon"	"EM BREVE"
"DOTA_VR_NextHero"	"HERÓI SEG."
"DOTA_VR_PrevHero"	"HERÓI ANT."
"DOTA_VR_LeaveLobby"	"SAIR DO LOBBY"
"DOTA_VR_LobbyLeader"	"Líder do lobby"
"DOTA_VR_LobbyMembers"	"Membros do lobby ({d:member_count})"
"DOTA_VR_PrivateLobby"	"Lobby privado"
"DOTA_VR_PublicLobby"	"Lobby público"
"DOTA_VR_LobbyPassword"	"Palavra-passe do lobby"
"DOTA_VR_HeroLoadoutButton"	"GALERIA\nDE HERÓIS"
"DOTA_VR_WatchAReplay"	"VER UMA REPETIÇÃO"
"DOTA_VR_TriggerExplore"	"Prime o gatilho para explorares dentro do mapa"
"DOTA_VR_SelectAppearance"	"Selecionar aparência"
"DOTA_VR_EnterPassword"	"Introduz a palavra-passe"
"DOTA_VR_Volume"	"Volume"
"DOTA_VR_LobbyVoiceChat"	"Voz no lobby"
"DOTA_VR_CasterVoice"	"Voz do comentador"
"DOTA_VR_Microphone"	"Microfone"
"DOTA_VR_OpenMic"	"Mic. aberto"
"DOTA_VR_PushToTalk"	"Premir botão lateral p/ falar"
"DOTA_VR_PushToTalkSplit"	"Prime o botão\nlateral p/ falar"
"DOTA_VR_AudioSettings"	"OPÇÕES DE ÁUDIO"
"DOTA_VR_Controls_BackToLobby"	"VOLTAR\nAO LOBBY"
"DOTA_VR_Controls_Appearance"	"APARÊNCIA"
"DOTA_VR_Controls_Scale"	"ZOOM"
"DOTA_VR_Controls_DirectedCamera"	"CÂMARA\nDIRIGIDA"
"DOTA_VR_Controls_Recenter"	"RECENTRAR"
"DOTA_VR_Controls_Teleport"	"TELETRANSPORTAR"
"DOTA_VR_Downloads"	"DOWNLOADS"
"DOTA_VR_LiveGames"	"PARTIDAS EM DIRETO"
"DOTA_VR_Replays"	"REPETIÇÕES"
"DOTA_Compendium_Predictions_Games_In_Tournament_b1"	"41 a 47"
"DOTA_Compendium_Predictions_Games_In_Tournament_b2"	"48 a 50"
"DOTA_Compendium_Predictions_Games_In_Tournament_b3"	"51 a 53"
"DOTA_Compendium_Predictions_Games_In_Tournament_b4"	"54 a 60"
"DOTA_VR_Controller_PushToTalk"	"Gatilho p/\nfalar"
"DOTA_VR_Controller_RotateHero"	"Gatilho p/\nrodar herói"
"DOTA_VR_PurchasingUnavailable_Title"	"Compra indisponível"
"DOTA_VR_PurchasingUnavailable_Message"	"Atualmente não é possível comprar itens pela Central de R.V. do Dota."
"DOTA_VR_ContextMenuHeroSlot_Instructions"	"Clica p/ equipar"
"DOTA_VR_EquippedItems"	"Itens equipados"
"DOTA_VR_StorePreview"	"Prévia da loja"
"GenericConfirmText_Label"	"Introduz \"{s:confirmation_code}\" para confirmar."
"DOTA_ChangeLog_BattleCupRescheduled"	"A Battle Cup foi reagendada"
"DOTA_ChangeLog_Ti6GroupStage"	"Fase de Grupos do International 2016 anunciada"
"FrontPage_VideoStream_International2016_Line1"	"<b><font color='#838383'>Repescagem:</font></b> 2 de agosto <b><font color='#838383'>Fase de Grupos:</font></b> 3 a 5 de agosto"
"FrontPage_VideoStream_International2016_Line2"	"<b><font color='#838383'>Evento Principal:</font></b> 8 a 13 de agosto <i><font color='#838383'>Key Arena - Seattle, Washington</font></i>"
"DOTA_TI6_BattlePass_EndDate_Purchase"	"Após 13/08/16 não será possível comprar níveis para o Passe de Batalha"
"DOTA_SplashAd_EventEndReminder_Title1"	"Última chance"
"DOTA_SplashAd_EventEndReminder_Title2"	"Disponível até 13 de agosto"
"DOTA_SplashAd_EventEndReminder"	"O evento principal do International aproxima-se e após a conclusão da final no dia 13/08/2016, não será possível comprar mais níveis para o Passe de Batalha nem Collector's Caches. Esta vai ser a última oportunidade de adquirir estes itens exclusivos e que não podem ser trocados nem vendidos no Mercado."
"DOTA_SplashAd_PurchaseCache"	"Comprar Collector's Cache"
"DOTA_Short_Film_VotePrompt"	"Gostaste deste vídeo?"
"DOTA_Short_Film_Vote_PrevLabel"	"Vídeo ant."
"DOTA_Short_Film_Vote_NextLabel"	"Vídeo seg."
"DOTA_Short_Film_Vote_YesLabel"	"Sim, gostei!"
"DOTA_Short_Film_Vote_NoLabel"	"Não, não gostei."
"DOTA_Short_Film_Vote_SkipLabel"	"Ignorar este vídeo."
"DOTA_Home_BattlePass_ShortFilmContest"	"Concurso de curtas"
"dota_page_match_details_team_view"	"Voltar à equipa"
"dota_page_post_game_stat_player_level"	"Nvl {i:level} "
"dota_post_game_radiant_victory"	"Vitória dos Radiant"
"dota_post_game_dire_victory"	"Vitória dos Dire"
"dota_post_game_radiant_team_name_victory"	"Vitória dos {s:radiant_team_name}"
"dota_post_game_radiant_team_name"	"{s:radiant_team_name}"
"dota_post_game_dire_team_name_victory"	"Vitória dos {s:dire_team_name}"
"dota_post_game_dire_team_name"	"{s:dire_team_name}"
"DOTA_Treasure_AutographDetails"	"Itens recebidos de um tesouro autografado incluem uma Runa de Autógrafo. Uma porção dos lucros das vendas de um tesouro autografado vão diretamente para a pessoa que o autografou."
"FrontPage_VideoStream_PrevDayWatchInBrowser"	"Ver partidas anteriores no browser"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Title"	"Tesouros autografados já disponíveis"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Message"	"Apoia os teus <a href=\"event:UIPopupButtonClicked( DOTAShowCompManila2016CastersPage() )\">comentadores favoritos do International 2016</a>!"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_LocklessLuckvase"	"Lockless Luckvase"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_TroveCarafe"	"Trove Carafe"
"DOTA_AutographedTreasures_Title"	"Tesouros Autografados"
"DOTA_AutographedTreasures_SubHead"	"APOIA AS TUAS PERSONALIDADES FAVORITAS DO DOTA"
"DOTA_AutographedTreasures_Description"	"Seleciona uma personalidade ao comprares um tesouro autografado. O item que receberes terá o autógrafo dessa pessoa, que também receberá uma parte do valor da compra."
"DOTA_Custom_Game_Author_ShortFilm"	"por {g:dota_persona:shortfilm_author}"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Name"	"Novato - Carafe"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Description"	"Abre 1 \"Trove Carafe\""
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Name"	"Perfecionista - Carafe"
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Description"	"Abre 5 \"Trove Carafes\""
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Name"	"Iniciado - Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Description"	"Abre 1 \"Lockless Luckvase\""
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Name"	"Perfecionista - Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Description"	"Abre 4 \"Lockless Luckvases\""
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Name"	"Perfecionista 2 - Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Description"	"Abre 5 \"Lockless Luckvases\""
"DOTA_ChangeLog_Ti6BracketPredictionsAvail"	"Previsões dos grupos já disponíveis"
"DOTA_BattlePassLevelPurchaseUnavailable_Title"	"O Passe de Batalha terminou"
"DOTA_BattlePassLevelPurchaseUnavailable_Message"	"Já não é possível comprar níveis para este Passe de Batalha."
"DOTA_VR_DemoTitle"	"Demo: {s:demo_name}"
"DOTA_VR_DemoGameInfo"	"Semifinais do G. Superior - 1ª partida"
"DOTA_BattlePassLog_FantasyChallengeWinnings"	"Recompensa do Desafio de Sonho: Entre os melhores {i:percentile}%"
"DOTA_FantasyScorePercentile"	"Percentil"
"DOTA_ChangeLog_MiniGameplayPatch"	"Pequena atualização de jogabilidade"
"dota_page_match_details_not_found"	"Dados da partida não encontrados"
"DOTA_ChangeLog_PostGame"	"Novo resumo pós-partida"
"dota_page_post_game_support_items"	"Itens de apoio"
"DOTA_Vote"	"Votar"
"npc_dota_hero_abyssal_underlord_hype"	"Conjura uma chuva de chamas abissais para imolar os inimigos imobilizados pela tua malícia. Alimenta-te da violência da batalha, ganhando força com cada adversário enfraquecido que perecer à tua volta. Abre um rifte na realidade, teletransporta-te com a tua equipa para qualquer ponto do mapa e chacina aqueles que se atreverem a desafiar-te."
"DOTA_BattlePassLog_BracketPrediction"	"Previsões dos grupos: {i:correct_answers} previsões corretas"
"DOTA_ChangeLog_UnderlordReleased"	"Herói novo: Underlord"
"DOTA_ChangeLog_TeammateStats"	"Estatísticas de aliados (companheiros de equipa) agora disponíveis"
"DOTA_Workshop_Attachment_Head_Particle_Autofill_Desc"	"Este anexo determina onde as partículas de ambiente padrão da cabeça devem originar. O osso padrão do esqueleto para este anexo já foi introduzido. Poderás reposicionar este anexo depois da compilação."
"FrontPage_Debut_Underlord_Desc"	"Conjura uma chuva de chamas abissais para imolar os inimigos imobilizados pela tua malícia. Alimenta-te da violência da batalha, ganhando força com cada adversário enfraquecido que perecer à tua volta. Abre um rifte na realidade, teletransporta-te com a tua equipa para qualquer ponto do mapa e chacina aqueles que se atreverem a desafiar-te."
"FrontPage_Debut_Underlord_Cell_Desc"	"O invasor abissal surge das trevas, ansioso por conquistar novas terras. Além do Underlord, esta atualização inclui um novo tipo de resumo pós-partida e a nova página de estatísticas de companheiros de equipa."
"FrontPage_New_Update"	"Nova atualização"
"FrontPage_Update_Dark_Rift"	"Atualização Dark Rift"
"DOTA_NowAvailable"	"Já disponível"
"seasonal_ranked_transfer_party"	"Transferir para MMR classf. (grupo)"
"seasonal_ranked_transfer_solo"	"Transferir para MMR classf. (solo)"
"seasonal_ranked_transfer_already"	"Transferência já efetuada."
"seasonal_ranked_transfer_not_enough_games"	"Não é possível transferir, foram jogadas menos de 40 partidas."
"seasonal_ranked_transfer_confirmation_title"	"Transferir MMR classf. do International"
"seasonal_ranked_transfer_confirmation_solo"	"Tens a certeza de que queres substituir o teu MMR classificado a solo pelo teu MMR a solo do International desta temporada? Esta ação não pode ser revertida."
"seasonal_ranked_transfer_confirmation_party"	"Tens a certeza de que queres substituir o teu MMR classificado de grupo pelo teu MMR classificado do International desta temporada? Esta ação não pode ser revertida."
"seasonal_ranked_transfer_confirmation_success"	"O teu MMR classificado do International foi transferido com êxito."
"seasonal_ranked_transfer_confirmation_failure"	"Erro ao tentar transferir o MMR classificado do International."
"dota_page_match_details_legend_tower_damage"	"EDF"
"dota_page_match_details_legend_tower_damage_tooltip"	"Dano infligido em torres e quartéis"
"DOTA_TI6_BattlePass_Ended"	"O Passe de Batalha do International 2016 terminou"
"DOTA_SplashAd_WarhammerTreasure_Title"	"Warhammer: Treasure of the Old World"
"DOTA_SplashAd_WarhammerTreasure_Message"	"Contém 13 conjuntos do Workshop do Dota 2 inspirados pelo Warhammer."
"DOTA_PlayerContextMenu_IgnoreSpam"	"Ignorar e denunciar utilizador por spam"
"dota_page_match_details_legend_permanent_buffs"	"Buffs"
"dota_page_post_game_vs_previous_local"	"MÉDIAS NESTE HERÓI"
"dota_post_game_stats_kills"	"Vítimas:"
"dota_post_game_stats_xpm"	"XPM:"
"dota_post_game_stats_gpm"	"OPM:"
"dota_post_game_stats_deaths"	"Mortes:"
"dota_post_game_stats_assists"	"Assistências:"
"dota_post_game_bot"	"Bot"
"dota_post_game_stats_bot_difficulty_passive"	"Bots passivos"
"dota_post_game_stats_bot_difficulty_easy"	"Bots fáceis"
"dota_post_game_stats_bot_difficulty_medium"	"Bots medianos"
"dota_post_game_stats_bot_difficulty_hard"	"Bots difíceis"
"dota_post_game_stats_bot_difficulty_unfair"	"Bots injustos"
"DOTA_RecentGame_Replay"	"Repetição"
"DOTA_Tutorial_Multiplayer_Match"	"Partida multijogador"
"DOTA_Tutorial_Co-op_Match"	"Partida co-op"
"DOTA_Tutorial_Mechanics"	"Mecânicas"
"DOTA_Tutorial_Mechanics_Desc"	"Aprende os conceitos básicos do Dota, desde como controlar o teu herói, usar a loja e muito mais. Depois deste pequeno tutorial, terás uma compreensão geral dos fundamentos do jogo."
"DOTA_Tutorial_Strength_Desc"	"Nesta partida vais usar o Dragon Knight, um herói cujo atributo principal é a Força e que ataca corpo a corpo (melee). Heróis de Força tendem a ter mais vida e regeneração de vida do que os heróis de outros tipos, o que os torna mais resistentes a feitiços e ataques físicos. Estes heróis ganham um bónus de dano de ataque com cada ponto adicional no atributo de Força."
"DOTA_Tutorial_Agility_Desc"	"Nesta partida vais usar o Sniper, um herói cujo atributo principal é a Agilidade e que ataca à distância (ranged). Heróis de Agilidade tendem a ter mais armadura e rapidez de ataque do que os heróis de outros tipos, o que os torna em utilizadores perfeitos de itens que aumentam o dano de ataques. Estes heróis ganham um bónus de dano de ataque com cada ponto adicional no atributo de Agilidade."
"DOTA_Tutorial_Intelligence_Desc"	"Nesta partida vais usar o Shadow Shaman, um herói cujo atributo principal é a Inteligência e que ataca à distância (ranged). Heróis de Inteligência tendem a ter mais mana e regeneração de mana do que os heróis de outros tipos, o que os torna em bons utilizadores intensivos de habilidades. Estes heróis ganham um bónus de dano de ataque com cada ponto adicional no atributo de Inteligência."
"DOTA_Tutorial_HoverText"	"Passa o cursor por cima do ícone para veres a descrição"
"DOTA_Tutorial_TopicsCovered"	"Tópicos abordados"
"DOTA_Tutorial_Mechanics_Bullets"	"- Comprar itens na loja<br />- Controlos da câmara e de movimento<br />- Conceitos básicos de combate<br />- Subir o nível de habilidades<br />- Utilização de habilidades"
"DOTA_Tutorial_Co-op_Desc"	"Agora que sabes o básico sobre alguns heróis, chegou o momento de entrar numa partida com companheiros de equipa a sério e juntos derrotarem a equipa inimiga, constituída por bots. Comuniquem e trabalhem em equipa para limpar o sebo a esses bots e destruir o Ancient deles."
"DOTA_Tutorial_Multiplayer_Desc"	"Carrega no botão para entrares numa partida multijogador a sério e junta-te aos teus novos companheiros de equipa numa batalha contra cinco outros jogadores. E lembra-te: os outros jogadores também são novatos. Não há stress. Vai correr bem."
"DOTA_StartSoloBotMatchTutorial"	"Iniciar partida sozinho com bots"
"DOTA_StartCoopBotMatchTutorial"	"Iniciar partida co-op com bots"
"DOTA_StartMultiplayerMatchTutorial"	"Iniciar partida multijogador"
"DOTA_StartMechanicsTutorial"	"Iniciar tutorial de mecânicas"
"DOTA_ChatMessage_Emote"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatTarget\">[{s:target}]</span> <span class=\"ChatPersona\">{s:event_crest}{s:battle_cup_icon}{s:persona}</span> {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_Emote_NoTarget"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatPersona\">{s:event_crest}{s:battle_cup_icon}{s:persona}</span> {g:dota_filtered_string:message}</span>"
"DOTA_Chat_SuggestHero"	"sugere escolher <a class=\"SuggestedHero\" href=\"event:DOTASuggestedHeroActivated( {d:hero_id} )\">[{g:dota_hero_name:hero_id}]</a>."
"DOTA_Chat_SuggestHeroRole"	"sugere escolher um herói cujo cargo seja <a class=\"SuggestedHeroRole\" href=\"event:DOTASuggestedHeroRoleActivated( {s:hero_role} )\">[{s:localized_hero_role}]</a>."
"DOTA_HeroSelector_ClearFilters_Button"	"Limpar"
"DOTA_Lobby_Settings_Bot_Settings"	"DEFINIÇÕES DOS BOTS"
"DOTA_Lobby_Settings_Bots_Radiant"	"BOTS (RADIANT)"
"DOTA_Lobby_Settings_Bots_Radiant_Difficulty"	"DIFICULDADE (RADIANT)"
"DOTA_Lobby_Settings_Bots_Dire"	"BOTS (DIRE)"
"DOTA_Lobby_Settings_Bots_Dire_Difficulty"	"DIFICULDADE (DIRE)"
"DOTA_Lobby_Settings_Bots_Default"	"Padrão"
"DOTA_Bracket_Round1"	"Primeira ronda"
"DOTA_Bracket_Round2"	"Quartos de final"
"DOTA_Bracket_Round3"	"Semifinais"
"DOTA_Bracket_Finals"	"Final"
"DOTA_WatchTournament_BattlePassSummary"	"Resumo do Passe de Batalha"
"dota_settings_name_over_healthbar"	"Mostrar nomes por cima da vida"
"dota_settings_showheronames"	"Nomes dos heróis"
"dota_settings_dontshownames"	"Não"
"dota_settings_minimapsimplebackground"	"Usar fundo simples do minimapa"
"dota_settings_parallax_mapping"	"Paralaxe do chão"
"dota_settings_grassquality"	"Relva"
