"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"哈哈哈哈哈哈哈哈哈哈哈哈！"
"dota_chatwheel_label_skywrath_mage_thank"	"我不会检举你。"
"[english]dota_chatwheel_label_skywrath_mage_thank"	"I shall not report you."
"dota_chatwheel_message_skywrath_mage_deny"	"倒下吧！"
"[english]dota_chatwheel_message_skywrath_mage_deny"	"Down you go!"
"dota_chatwheel_label_skywrath_mage_deny"	"倒下吧！"
"[english]dota_chatwheel_label_skywrath_mage_deny"	"Down you go!"
"dota_chatwheel_message_skywrath_mage_1"	"哎呀我！"
"[english]dota_chatwheel_message_skywrath_mage_1"	"Ai, me!"
"dota_chatwheel_label_skywrath_mage_1"	"哎呀我！"
"[english]dota_chatwheel_label_skywrath_mage_1"	"Ai, me!"
"dota_chatwheel_message_skywrath_mage_2"	"朋友，那是个失误。"
"[english]dota_chatwheel_message_skywrath_mage_2"	"That my friend was a mistake."
"dota_chatwheel_label_skywrath_mage_2"	"那是个失误。"
"[english]dota_chatwheel_label_skywrath_mage_2"	"That was a mistake."
"dota_chatwheel_message_skywrath_mage_3"	"充满敬意！"
"[english]dota_chatwheel_message_skywrath_mage_3"	"Twas honorably done."
"dota_chatwheel_label_skywrath_mage_3"	"充满敬意！"
"[english]dota_chatwheel_label_skywrath_mage_3"	"Twas honorably done!"
"dota_chatwheel_message_skywrath_mage_4"	"从苍白之巢我能看到世界的尽头，在这个至高点我能够满怀信心的宣布，我们已经胜券在握！"
"[english]dota_chatwheel_message_skywrath_mage_4"	"From the Ghastly Eyrie I can see to the ends of the world, and from this vantage point I declare with utter certainty that this one is in the bag!"
"dota_chatwheel_label_skywrath_mage_4"	"从苍白之巢……"
"[english]dota_chatwheel_label_skywrath_mage_4"	"From the Ghastly Eyrie..."
"dota_chatwheel_message_skywrath_mage_5"	"天怒之威遮天蔽日！"
"[english]dota_chatwheel_message_skywrath_mage_5"	"The skies are dark with Skywrath power!"
"dota_chatwheel_label_skywrath_mage_5"	"天怒之威遮天蔽日！"
"[english]dota_chatwheel_label_skywrath_mage_5"	"The skies are dark with Skywrath power!"
"dota_chatwheel_message_abaddon_laugh"	"哈哈哈哈哈哈哈哈哈。"
"[english]dota_chatwheel_message_abaddon_laugh"	"Ha ha ha ha ha ha ha ha ha."
"dota_chatwheel_label_abaddon_laugh"	"大笑"
"[english]dota_chatwheel_label_abaddon_laugh"	"Laugh"
"dota_chatwheel_message_abaddon_thank"	"魔霭家族会为此抛弃我。"
"[english]dota_chatwheel_message_abaddon_thank"	"The House Avernus will disown me for that."
"dota_chatwheel_label_abaddon_thank"	"我将被抛弃"
"[english]dota_chatwheel_label_abaddon_thank"	"I will be disowned."
"dota_chatwheel_message_abaddon_deny"	"没门。"
"[english]dota_chatwheel_message_abaddon_deny"	"Never."
"dota_chatwheel_label_abaddon_deny"	"没门。"
"[english]dota_chatwheel_label_abaddon_deny"	"Never."
"dota_chatwheel_message_abaddon_1"	"给领主跪下。"
"[english]dota_chatwheel_message_abaddon_1"	"Bow to your lord."
"dota_chatwheel_label_abaddon_1"	"给领主跪下。"
"[english]dota_chatwheel_label_abaddon_1"	"Bow to your lord."
"dota_chatwheel_message_abaddon_2"	"怎么会发生这种事？"
"[english]dota_chatwheel_message_abaddon_2"	"How can such a thing be?"
"dota_chatwheel_label_abaddon_2"	"怎么会……"
"[english]dota_chatwheel_label_abaddon_2"	"How can such..."
"dota_chatwheel_message_abaddon_3"	"在时间迷雾中你只是过往云烟。"
"[english]dota_chatwheel_message_abaddon_3"	"In the mists of time you are but a blur."
"dota_chatwheel_label_abaddon_3"	"在时间迷雾中……"
"[english]dota_chatwheel_label_abaddon_3"	"In the mists of time..."
"dota_chatwheel_message_abaddon_4"	"谁允许你在此胡来？"
"[english]dota_chatwheel_message_abaddon_4"	"By what right do you tread here?"
"dota_chatwheel_label_abaddon_4"	"谁允许你……"
"[english]dota_chatwheel_label_abaddon_4"	"By what right..."
"dota_chatwheel_message_abaddon_5"	"战争迷雾相比命运迷雾不值一提。"
"[english]dota_chatwheel_message_abaddon_5"	"The fog of war is no match for the mist of fate."
"dota_chatwheel_label_abaddon_5"	"战争迷雾……"
"[english]dota_chatwheel_label_abaddon_5"	"The fog of war..."
"dota_chatwheel_message_elder_titan_laugh"	"啊哈哈哈哈。"
"[english]dota_chatwheel_message_elder_titan_laugh"	"Eh ha ha ha ha ha."
"dota_chatwheel_label_elder_titan_laugh"	"大笑"
"[english]dota_chatwheel_label_elder_titan_laugh"	"Laugh"
"dota_chatwheel_message_elder_titan_thank"	"现在战斗形势要逆转了。"
"[english]dota_chatwheel_message_elder_titan_thank"	"Now shall the battle turn."
"dota_chatwheel_label_elder_titan_thank"	"现在战斗形势要逆转了。"
"[english]dota_chatwheel_label_elder_titan_thank"	"Now shall the battle turn."
"dota_chatwheel_message_elder_titan_deny"	"巨神说不。"
"[english]dota_chatwheel_message_elder_titan_deny"	"The Titan says no."
"dota_chatwheel_label_elder_titan_deny"	"巨神说不。"
"[english]dota_chatwheel_label_elder_titan_deny"	"The Titan says no."
"dota_chatwheel_message_elder_titan_1"	"从我的草坪上离开！"
"[english]dota_chatwheel_message_elder_titan_1"	"Get off my lawn!"
"dota_chatwheel_label_elder_titan_1"	"从我的草坪上离开！"
"[english]dota_chatwheel_label_elder_titan_1"	"Get off my lawn."
"dota_chatwheel_message_elder_titan_2"	"我现在做了什么？"
"[english]dota_chatwheel_message_elder_titan_2"	"What have I done now?"
"dota_chatwheel_label_elder_titan_2"	"我现在做了什么？"
"[english]dota_chatwheel_label_elder_titan_2"	"What have I done now?"
"dota_chatwheel_message_elder_titan_3"	"兆头不错。"
"[english]dota_chatwheel_message_elder_titan_3"	"This bodes well."
"dota_chatwheel_label_elder_titan_3"	"兆头不错。"
"[english]dota_chatwheel_label_elder_titan_3"	"This bodes well."
"dota_chatwheel_message_elder_titan_4"	"可悲的尝试。"
"[english]dota_chatwheel_message_elder_titan_4"	"A pitiable attempt."
"dota_chatwheel_label_elder_titan_4"	"可悲的尝试。"
"[english]dota_chatwheel_label_elder_titan_4"	"A pitiable attempt."
"dota_chatwheel_message_elder_titan_5"	"你应该学会尊敬长者。"
"[english]dota_chatwheel_message_elder_titan_5"	"You must learn respect for your elders."
"dota_chatwheel_label_elder_titan_5"	"你应该学会……"
"[english]dota_chatwheel_label_elder_titan_5"	"You must learn respect..."
"dota_chatwheel_message_legion_commander_laugh"	"啊哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_legion_commander_laugh"	"Ah ha ha ha ha ha ha!"
"dota_chatwheel_label_legion_commander_laugh"	"大笑"
"[english]dota_chatwheel_label_legion_commander_laugh"	"Laugh"
"dota_chatwheel_message_legion_commander_thank"	"一点儿也不差！"
"[english]dota_chatwheel_message_legion_commander_thank"	"Not bad at all!"
"dota_chatwheel_label_legion_commander_thank"	"一点儿也不差！"
"[english]dota_chatwheel_label_legion_commander_thank"	"Not bad at all!"
"dota_chatwheel_message_legion_commander_deny"	"再试试。"
"[english]dota_chatwheel_message_legion_commander_deny"	"Try harder."
"dota_chatwheel_label_legion_commander_deny"	"再试试。"
"[english]dota_chatwheel_label_legion_commander_deny"	"Try Harder."
"dota_chatwheel_message_legion_commander_1"	"战略很明智。"
"[english]dota_chatwheel_message_legion_commander_1"	"Sound strategy."
"dota_chatwheel_label_legion_commander_1"	"战略很明智。"
"[english]dota_chatwheel_label_legion_commander_1"	"Sound strategy."
"dota_chatwheel_message_legion_commander_2"	"你的胡子很漂亮。"
"[english]dota_chatwheel_message_legion_commander_2"	"Nice mustache."
"dota_chatwheel_label_legion_commander_2"	"你的胡子很漂亮。"
"[english]dota_chatwheel_label_legion_commander_2"	"Nice mustache."
"dota_chatwheel_message_legion_commander_3"	"我要把你劈成两半！"
"[english]dota_chatwheel_message_legion_commander_3"	"I will tear you apart!"
"dota_chatwheel_label_legion_commander_3"	"我要把你劈成两半。"
"[english]dota_chatwheel_label_legion_commander_3"	"I will tear you apart."
"dota_chatwheel_message_legion_commander_4"	"我次……!"
"[english]dota_chatwheel_message_legion_commander_4"	"Son of a...!"
"dota_chatwheel_label_legion_commander_4"	"我次……!"
"[english]dota_chatwheel_label_legion_commander_4"	"Son of a..."
"dota_chatwheel_message_legion_commander_5"	"死得好快啊！"
"[english]dota_chatwheel_message_legion_commander_5"	"That escalated quickly!"
"dota_chatwheel_label_legion_commander_5"	"死得好快啊！"
"[english]dota_chatwheel_label_legion_commander_5"	"That escalated quickly."
"dota_chatwheel_message_techies_laugh"	"呵呵呵，呵呵啊哈！呵呵呵呵呵哈哈哈！"
"[english]dota_chatwheel_message_techies_laugh"	"He he he, hehe ah ha! Oh ho ho oh oh ha ha ha!"
"dota_chatwheel_label_techies_laugh"	"大笑"
"[english]dota_chatwheel_label_techies_laugh"	"Laugh"
"dota_chatwheel_message_techies_thank"	"有趣！呵呵呵！"
"[english]dota_chatwheel_message_techies_thank"	"Fun! Huhuhu!"
"dota_chatwheel_label_techies_thank"	"有趣！"
"[english]dota_chatwheel_label_techies_thank"	"Fun!"
"dota_chatwheel_message_techies_deny"	"谁跟我说还有蘑菇云的？"
"[english]dota_chatwheel_message_techies_deny"	"I was told there'd be a mushroom cloud!"
"dota_chatwheel_label_techies_deny"	"蘑菇云。"
"[english]dota_chatwheel_label_techies_deny"	"Mushroom cloud."
"dota_chatwheel_message_techies_1"	"我靠！"
"[english]dota_chatwheel_message_techies_1"	"Oh crap!"
"dota_chatwheel_label_techies_1"	"我靠！"
"[english]dota_chatwheel_label_techies_1"	"Oh crap!"
"dota_chatwheel_message_techies_2"	"他哪去了？哪都没去！"
"[english]dota_chatwheel_message_techies_2"	"Where'd he go? Everywhere!"
"dota_chatwheel_label_techies_2"	"他哪去了？哪都没去！"
"[english]dota_chatwheel_label_techies_2"	"Where'd he go? Everywhere!"
"dota_chatwheel_message_techies_3"	"逮到了！"
"[english]dota_chatwheel_message_techies_3"	"Gotcha!"
"dota_chatwheel_label_techies_3"	"逮到了！"
"[english]dota_chatwheel_label_techies_3"	"Gotcha!"
"dota_chatwheel_message_techies_4"	"还是坐那去吧。让聪明人来干。"
"[english]dota_chatwheel_message_techies_4"	"Just have a seat right over there. And let the smart people work."
"dota_chatwheel_label_techies_4"	"坐下。"
"[english]dota_chatwheel_label_techies_4"	"Have a seat."
"dota_chatwheel_message_techies_5"	"真没想到成功了。"
"[english]dota_chatwheel_message_techies_5"	"I can't believe that worked."
"dota_chatwheel_label_techies_5"	"真没想到成功了。"
"[english]dota_chatwheel_label_techies_5"	"I can't believe that worked."
"dota_chatwheel_message_ember_spirit_laugh"	"噫呵呵呵呵呵。"
"[english]dota_chatwheel_message_ember_spirit_laugh"	"Eh he he he he he!"
"dota_chatwheel_label_ember_spirit_laugh"	"大笑"
"[english]dota_chatwheel_label_ember_spirit_laugh"	"Laugh"
"dota_chatwheel_message_ember_spirit_thank"	"灵光一闪！"
"[english]dota_chatwheel_message_ember_spirit_thank"	"A flash of inspiration!"
"dota_chatwheel_label_ember_spirit_thank"	"灵光一闪！"
"[english]dota_chatwheel_label_ember_spirit_thank"	"A flash of inspiration!"
"dota_chatwheel_message_ember_spirit_deny"	"超乎想象！"
"[english]dota_chatwheel_message_ember_spirit_deny"	"This reward transcends expectation!"
"dota_chatwheel_label_ember_spirit_deny"	"超乎想象！"
"[english]dota_chatwheel_label_ember_spirit_deny"	"This reward transcends expectation!"
"dota_chatwheel_message_ember_spirit_1"	"快来受教。"
"[english]dota_chatwheel_message_ember_spirit_1"	"Prepare for a lesson."
"dota_chatwheel_label_ember_spirit_1"	"快来受教。"
"[english]dota_chatwheel_label_ember_spirit_1"	"Prepare for a lesson."
"dota_chatwheel_message_ember_spirit_2"	"师从何人？"
"[english]dota_chatwheel_message_ember_spirit_2"	"What did you learn?"
"dota_chatwheel_label_ember_spirit_2"	"师从何人？"
"[english]dota_chatwheel_label_ember_spirit_2"	"What did you learn?"
"dota_chatwheel_message_ember_spirit_3"	"教训惨痛。"
"[english]dota_chatwheel_message_ember_spirit_3"	"Tis a hard lesson."
"dota_chatwheel_label_ember_spirit_3"	"教训惨痛。"
"[english]dota_chatwheel_label_ember_spirit_3"	"'Tis a hard lesson."
"dota_chatwheel_message_ember_spirit_4"	"为师技穷。"
"[english]dota_chatwheel_message_ember_spirit_4"	"Nothing more to teach."
"dota_chatwheel_label_ember_spirit_4"	"为师技穷。"
"[english]dota_chatwheel_label_ember_spirit_4"	"Nothing more to teach"
"dota_chatwheel_message_ember_spirit_5"	"老马失蹄。"
"[english]dota_chatwheel_message_ember_spirit_5"	"Even a master falters."
"dota_chatwheel_label_ember_spirit_5"	"老马失蹄。"
"[english]dota_chatwheel_label_ember_spirit_5"	"Even a master falters."
"dota_chatwheel_message_earth_spirit_laugh"	"哦呵呵哈哈哈哈！"
"[english]dota_chatwheel_message_earth_spirit_laugh"	"Oh ho ho ha ha ha ha ha ha!"
"dota_chatwheel_label_earth_spirit_laugh"	"大笑"
"[english]dota_chatwheel_label_earth_spirit_laugh"	"Laugh"
"dota_chatwheel_message_earth_spirit_thank"	"厉害。"
"[english]dota_chatwheel_message_earth_spirit_thank"	"You rock."
"dota_chatwheel_label_earth_spirit_thank"	"厉害。"
"[english]dota_chatwheel_label_earth_spirit_thank"	"You rock."
"dota_chatwheel_message_earth_spirit_deny"	"没错，就是我干的。"
"[english]dota_chatwheel_message_earth_spirit_deny"	"Yes, I just did that."
"dota_chatwheel_label_earth_spirit_deny"	"没错，就是我干的。"
"[english]dota_chatwheel_label_earth_spirit_deny"	"Yes, I just did that."
"dota_chatwheel_message_earth_spirit_1"	"蛤？"
"[english]dota_chatwheel_message_earth_spirit_1"	"What?"
"dota_chatwheel_label_earth_spirit_1"	"蛤？"
"[english]dota_chatwheel_label_earth_spirit_1"	"What?"
"dota_chatwheel_message_earth_spirit_2"	"我去哪儿了？"
"[english]dota_chatwheel_message_earth_spirit_2"	"Where did I go?"
"dota_chatwheel_label_earth_spirit_2"	"我去哪儿了？"
"[english]dota_chatwheel_label_earth_spirit_2"	"Where did I go?"
"dota_chatwheel_message_earth_spirit_3"	"时机很完美。"
"[english]dota_chatwheel_message_earth_spirit_3"	"Perfect timing."
"dota_chatwheel_label_earth_spirit_3"	"时机很完美。"
"[english]dota_chatwheel_label_earth_spirit_3"	"Perfect Timing"
"dota_chatwheel_message_earth_spirit_4"	"真的？这是真的？"
"[english]dota_chatwheel_message_earth_spirit_4"	"Really? Really?"
"dota_chatwheel_label_earth_spirit_4"	"真的？这是真的？"
"[english]dota_chatwheel_label_earth_spirit_4"	"Really? Really?"
"dota_chatwheel_message_earth_spirit_5"	"错过目标了。"
"[english]dota_chatwheel_message_earth_spirit_5"	"Missed the mark."
"dota_chatwheel_label_earth_spirit_5"	"错过目标了。"
"[english]dota_chatwheel_label_earth_spirit_5"	"Missed the mark."
"dota_chatwheel_message_abyssal_underlord_laugh"	"啊哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_abyssal_underlord_laugh"	"Ah ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_abyssal_underlord_laugh"	"大笑"
"[english]dota_chatwheel_label_abyssal_underlord_laugh"	"Laugh"
"dota_chatwheel_message_abyssal_underlord_thank"	"我才不会谢你。"
"[english]dota_chatwheel_message_abyssal_underlord_thank"	"I do not thank."
"dota_chatwheel_label_abyssal_underlord_thank"	"我才不会谢你。"
"[english]dota_chatwheel_label_abyssal_underlord_thank"	"I do not thank."
"dota_chatwheel_message_abyssal_underlord_deny"	"我靠！"
"[english]dota_chatwheel_message_abyssal_underlord_deny"	"Curses!"
"dota_chatwheel_label_abyssal_underlord_deny"	"我靠！"
"[english]dota_chatwheel_label_abyssal_underlord_deny"	"Curses!"
"dota_chatwheel_message_abyssal_underlord_1"	"没问题。"
"[english]dota_chatwheel_message_abyssal_underlord_1"	"Oh yes."
"dota_chatwheel_label_abyssal_underlord_1"	"没问题。"
"[english]dota_chatwheel_label_abyssal_underlord_1"	"Oh yes."
"dota_chatwheel_message_abyssal_underlord_2"	"小菜一碟！"
"[english]dota_chatwheel_message_abyssal_underlord_2"	"Insignificant."
"dota_chatwheel_label_abyssal_underlord_2"	"小菜一碟！"
"[english]dota_chatwheel_label_abyssal_underlord_2"	"Insignificant!"
"dota_chatwheel_message_abyssal_underlord_3"	"快向你新的领主下跪。"
"[english]dota_chatwheel_message_abyssal_underlord_3"	"Bow to your new lord."
"dota_chatwheel_label_abyssal_underlord_3"	"快向你新的领主下跪。"
"[english]dota_chatwheel_label_abyssal_underlord_3"	"Bow to your new lord."
"dota_chatwheel_message_abyssal_underlord_4"	"毫无希望。"
"[english]dota_chatwheel_message_abyssal_underlord_4"	"There is no hope."
"dota_chatwheel_label_abyssal_underlord_4"	"毫无希望。"
"[english]dota_chatwheel_label_abyssal_underlord_4"	"There is no hope."
"dota_chatwheel_message_abyssal_underlord_5"	"夹紧你的屁股！"
"[english]dota_chatwheel_message_abyssal_underlord_5"	"Hold on to your butts."
"dota_chatwheel_label_abyssal_underlord_5"	"夹紧！"
"[english]dota_chatwheel_label_abyssal_underlord_5"	"Hold on!"
"dota_chatwheel_message_terrorblade_laugh"	"呵哈哈哈哈哈"
"[english]dota_chatwheel_message_terrorblade_laugh"	"Hehahahahahh."
"dota_chatwheel_label_terrorblade_laugh"	"大笑"
"[english]dota_chatwheel_label_terrorblade_laugh"	"Laugh"
"dota_chatwheel_message_terrorblade_thank"	"这恶魔霸气。"
"[english]dota_chatwheel_message_terrorblade_thank"	"What a handsome devil."
"dota_chatwheel_label_terrorblade_thank"	"这恶魔霸气。"
"[english]dota_chatwheel_label_terrorblade_thank"	"What a handsome devil."
"dota_chatwheel_message_terrorblade_deny"	"啊，这可是他们不愿看到的。"
"[english]dota_chatwheel_message_terrorblade_deny"	"Oh, they're gonna hate me for this."
"dota_chatwheel_label_terrorblade_deny"	"这可是他们不愿看到的。"
"[english]dota_chatwheel_label_terrorblade_deny"	"They're gonna hate me for this."
"dota_chatwheel_message_terrorblade_1"	"交易的诀窍。"
"[english]dota_chatwheel_message_terrorblade_1"	"Trick of the trade."
"dota_chatwheel_label_terrorblade_1"	"交易的诀窍。"
"[english]dota_chatwheel_label_terrorblade_1"	"Trick of the trade."
"dota_chatwheel_message_terrorblade_2"	"你自己才是最强大的敌人。"
"[english]dota_chatwheel_message_terrorblade_2"	"Your own worst enemy."
"dota_chatwheel_label_terrorblade_2"	"你自己才是最强大的敌人。"
"[english]dota_chatwheel_label_terrorblade_2"	"Your own worst enemy."
"dota_chatwheel_message_terrorblade_3"	"或许并不明智。"
"[english]dota_chatwheel_message_terrorblade_3"	"Perhaps that wasn't wise."
